blueWins,blueFirstBlood,blueKills,blueAssists,blueTotalExperience,blueGoldDiff,blueExperienceDiff,blueCSPerMin,blueGoldPerMin,redKills,redAssists,redTotalExperience,redCSPerMin,redGoldPerMin,bluePredWinrate,redPredWinrate,blueAvgPickrate,redAvgPickrate,blueCSDiff
1,1,4,6,17115,-2496,-2174,21.7,1515.9,7,6,19289,24.0,1765.5,0.4915946022151724,0.4914710631830096,0.1230488915882174,0.09988865269764148,-23.0
0,0,5,3,16504,-2695,-1042,17.7,1487.4,8,14,17546,24.9,1756.9,0.5070092921383014,0.4820276437207546,0.07680939366332623,0.13997368154671525,-72.0
0,1,9,9,18253,1160,939,22.6,1772.1,6,7,17314,21.3,1656.1,0.5028031667315623,0.4891957195281905,0.1372203664338496,0.09549549549549548,13.0
1,1,9,10,19742,4982,1971,25.4,2027.3,3,4,17771,19.5,1529.1,0.5014898165341897,0.5137325791659983,0.10634679623443667,0.11274420487903633,59.0
1,1,13,13,17668,4688,983,22.0,2010.3,6,4,16685,17.2,1541.5,0.493618134728677,0.5003322272899703,0.16200020244964067,0.10357323615750584,48.0
1,1,7,10,17031,1774,1305,19.9,1649.1,5,5,15726,17.0,1471.7,0.5071449360420264,0.4925168379090804,0.0936936936936937,0.13147079663933595,29.0
1,1,8,8,19566,2768,2761,23.3,1764.0,3,2,16805,22.0,1487.2,0.48114228841958595,0.5095176622752139,0.11019333940682256,0.1323413300941391,13.0
1,1,5,8,16862,-686,-619,19.7,1551.8,4,5,17481,24.9,1620.4,0.5067655155322363,0.5133743190432635,0.09632553902216824,0.17240611397914768,-52.0
0,1,7,5,18495,1418,544,22.0,1738.1,5,5,17951,22.5,1596.3,0.5075421138605979,0.4974129820820709,0.10843202753315112,0.1097681951614536,-5.0
0,0,3,1,17750,-5,-269,23.8,1512.7,3,3,18019,20.3,1513.2,0.505119985745502,0.499804968354383,0.07893511489017108,0.08172891993116713,35.0
0,0,3,4,14884,-4000,-2533,18.3,1379.4,5,5,17417,24.5,1779.4,0.4945230898322247,0.4848368396728432,0.13845530924182609,0.09053547929952424,-62.0
1,0,3,0,17354,-243,799,24.0,1513.9,4,10,16555,20.6,1538.2,0.5056304376270491,0.5201013330628478,0.13863751391841278,0.1276647433950805,34.0
0,1,3,6,18460,-709,-147,22.9,1592.9,5,10,18607,23.2,1663.8,0.4866931931752352,0.4814293237001624,0.1025407429901812,0.08278165806255695,-3.0
1,0,2,3,18286,-726,-31,22.4,1497.4,5,5,18317,21.6,1570.0,0.490687979140492,0.4985888949950218,0.08986739548537301,0.1175220163984209,8.0
1,0,11,18,19512,3936,2111,25.8,1969.5,4,4,17401,20.5,1575.9,0.4971043129666038,0.5050172539250101,0.07099908897661708,0.11049701386780038,53.0
1,1,4,0,17000,-277,208,21.9,1515.4,4,7,16792,22.4,1543.1,0.4991352694273254,0.5021467712653804,0.1079259034315214,0.10385666565441846,-5.0
0,0,4,7,16507,-2769,-820,19.0,1476.6,8,11,17327,22.9,1753.5,0.5115325447377608,0.49941452348891996,0.15367952221884806,0.1245470189290414,-39.0
0,0,9,11,18528,1513,1585,20.9,1734.1,4,8,16943,22.2,1582.8,0.4957324776997826,0.5000814416686742,0.07682963862739144,0.09798562607551373,-13.0
1,1,4,0,17833,-736,-94,21.8,1546.4,5,9,17927,22.3,1620.0,0.4996422502087644,0.5172048590174282,0.07753821236967305,0.12725984411377672,-5.0
1,1,8,9,19610,1334,656,25.1,1852.9,9,11,18954,20.2,1719.5,0.4948249800959504,0.5000967190854075,0.13669399736815468,0.15922664237270978,49.0
1,0,9,17,18067,3036,1766,20.2,1814.9,4,5,16301,22.2,1511.3,0.4942480626965252,0.4840268504983082,0.06579613321186355,0.15023787832776594,-20.0
0,1,3,6,16848,1811,-631,21.2,1584.0,2,1,17479,22.1,1402.9,0.4925485359469926,0.5048309191447027,0.13969025204980262,0.07982589330903939,-9.0
1,1,8,8,19197,1451,1985,21.5,1791.5,6,9,17212,22.2,1646.4,0.5154602355470147,0.5237380213385243,0.1169754023686608,0.10345176637311468,-7.0
0,1,5,7,18244,-598,-146,23.5,1624.2,5,11,18390,22.9,1684.0,0.4975235719800695,0.5107681643156249,0.07857070553699767,0.1219961534568276,6.0
1,1,10,10,20017,1446,1597,23.8,1849.8,6,5,18420,22.9,1705.2,0.4871909462335561,0.4960733955385609,0.12497216317441034,0.1293855653406215,9.0
0,1,10,15,17735,1618,393,21.9,1912.0,9,10,17342,20.7,1750.2,0.5094469177909849,0.4973593880024918,0.09045449944326348,0.09049498937139386,12.0
1,0,10,13,16194,93,-1276,19.3,1794.8,11,13,17470,21.9,1785.5,0.5105246876967278,0.4873873691734293,0.07628302459763134,0.1184532847454196,-26.0
0,0,6,8,17531,1183,887,21.9,1651.7,5,7,16644,19.2,1533.4,0.5037801367879735,0.5031194810528057,0.09545500556736512,0.13353578297398522,27.0
0,0,3,0,15569,-3453,-720,17.0,1345.2,7,10,16289,21.2,1690.5,0.5014182355665977,0.4924124662591183,0.10837129264095556,0.12474946856969332,-42.0
0,0,5,3,17057,-1655,-1323,21.0,1568.7,10,12,18380,21.5,1734.2,0.5022062302021106,0.4822197959155151,0.07243648142524547,0.0940378580828019,-5.0
0,0,5,4,16834,-4462,-2990,17.9,1476.3,11,11,19824,25.5,1922.5,0.4865472421994192,0.5006319640515761,0.08446199007996763,0.12928434052029558,-76.0
0,0,7,8,16981,557,1061,21.1,1641.7,6,9,15920,19.4,1586.0,0.5112404820370664,0.5064963213146811,0.1052333232108513,0.13515538009920033,17.0
1,1,9,10,20892,2527,3473,25.4,1816.8,4,6,17419,22.0,1564.1,0.4993191737160415,0.4947839155457418,0.07614130984917503,0.10312784694807167,34.0
0,0,7,9,17263,-1831,-2604,18.9,1590.3,8,11,19867,22.6,1773.4,0.4938607705278614,0.4875315744451691,0.1387994736309343,0.09045449944326348,-37.0
1,1,2,1,16741,649,69,24.4,1470.2,1,1,16672,21.4,1405.3,0.516439070290328,0.5046915722764396,0.14971150926207105,0.08986739548537301,30.0
0,0,11,10,19652,3091,2498,22.4,1887.4,5,7,17154,21.5,1578.3,0.4985553385198747,0.5086141542582875,0.08077740662010326,0.06915679724668489,9.0
0,0,3,3,17939,-2707,-1826,21.1,1522.5,10,11,19765,20.9,1793.2,0.5000152955832897,0.5041696493086298,0.0651685393258427,0.10480817896548232,2.0
0,0,4,7,17491,-512,-844,24.6,1585.8,5,6,18335,24.1,1637.0,0.493682353967394,0.4979832715742682,0.1422411175220164,0.1076019840064784,5.0
0,0,4,6,15883,-3874,-2423,16.9,1469.3,9,13,18306,22.3,1856.7,0.5115965541470078,0.4969195124809982,0.06024901305800182,0.15317339811721836,-54.0
1,1,3,3,17686,-100,219,21.7,1557.4,2,2,17467,24.0,1567.4,0.4952860688790186,0.506636750118088,0.11381718797449135,0.15238384451867598,-23.0
0,0,3,2,17765,506,1580,22.1,1569.2,5,8,16185,18.2,1518.6,0.5105528054574408,0.4783299029516193,0.09081890879643688,0.07674865877113067,39.0
1,1,9,13,19315,4796,3112,25.1,1829.7,1,0,16203,20.3,1350.1,0.5074551733275867,0.4875220459527613,0.1028646624152242,0.07682963862739144,48.0
1,0,15,10,16835,-1709,-1585,20.5,1924.7,16,16,18420,18.2,2095.6,0.5172708457085895,0.5102443828894261,0.1213078246786112,0.07844923575260654,23.0
0,0,1,1,17341,-553,-114,23.6,1541.4,7,8,17455,19.4,1596.7,0.4877798430662203,0.5316988127726451,0.05820427168741775,0.11926308330802712,42.0
1,0,10,15,20002,3190,2346,22.7,1960.1,7,8,17656,21.4,1641.1,0.487860921510168,0.5003134707162735,0.11598339912946655,0.06907581739042414,13.0
0,0,3,0,17014,-1720,-2056,22.5,1518.9,6,3,19070,24.8,1690.9,0.4877094234397309,0.5056210250645998,0.052333232108513004,0.12082194554104668,-23.0
0,1,5,3,17540,-480,353,23.2,1645.2,9,10,17187,19.2,1693.2,0.5076295084895484,0.5055217705071808,0.12260350237878327,0.05591659074805142,40.0
0,0,2,3,17481,-1081,-631,23.8,1489.9,5,6,18112,20.9,1598.0,0.4898576977417834,0.4844238983413423,0.13796943010426158,0.08008907784188682,29.0
1,1,9,9,19620,5436,3459,25.5,1896.4,1,1,16161,18.3,1352.8,0.5221147177546427,0.5038360762275238,0.12063974086445994,0.15153355602793805,72.0
1,1,12,14,18586,5323,2352,23.6,1892.3,1,1,16234,19.1,1360.0,0.4806701442671392,0.5012003170704689,0.17026014778823767,0.0910011134730236,45.0
0,0,7,8,18276,-214,-356,22.9,1747.2,8,9,18632,21.1,1768.6,0.4896433860018813,0.5072492861737484,0.07569592063974087,0.08241724870938354,18.0
0,0,3,2,15990,-2705,-1757,18.8,1466.5,9,9,17747,22.6,1737.0,0.4914367907073022,0.513466211098083,0.11001113473023584,0.07826703107601984,-38.0
1,1,5,4,17432,1419,82,21.3,1641.5,3,2,17350,22.3,1499.6,0.4968753729906674,0.4915729942403617,0.12175321388804534,0.15422613624860818,-10.0
0,0,2,2,15286,-5431,-4681,19.1,1396.0,11,10,19967,20.0,1939.1,0.5027784365367506,0.4929367855457666,0.08838951310861423,0.07470391740054662,-9.0
0,0,2,3,16673,-4125,-2712,20.2,1477.3,11,11,19385,23.7,1889.8,0.4744252536399055,0.4925392721338454,0.08723555015689846,0.1029253973074198,-35.0
1,1,11,11,19634,3153,3196,24.7,1918.1,5,10,16438,18.5,1602.8,0.4763320599581952,0.5094077831748377,0.13025609879542466,0.08784289907885415,62.0
0,1,5,1,16282,-3991,-3529,17.5,1452.8,8,3,19811,23.9,1851.9,0.516262819616396,0.510619924922169,0.07016904544994433,0.05982386881263285,-64.0
0,0,6,3,17709,-1694,-603,21.8,1582.7,7,6,18312,23.9,1752.1,0.4788897013324789,0.5030152068674167,0.08108108108108107,0.16040085028849074,-21.0
0,0,6,4,17928,989,631,21.5,1617.9,4,3,17297,21.2,1519.0,0.4894524059888871,0.4955641586523091,0.09758072679420994,0.05024800080979856,3.0
1,0,3,5,17760,-1564,-953,24.7,1504.9,5,4,18713,24.2,1661.3,0.4987775930064737,0.4870366188792285,0.12499240813847555,0.11960724769713535,5.0
0,0,3,2,18464,-664,615,20.9,1545.3,8,8,17849,18.0,1611.7,0.4752244765650032,0.4879242634579487,0.059904848668893625,0.08207308432027534,29.0
1,0,1,0,18690,-1377,-180,25.6,1464.5,2,2,18870,28.9,1602.2,0.5150020831220301,0.5127819687732027,0.10132604514626986,0.13201741066909606,-33.0
0,0,6,10,16285,-1089,-2134,19.7,1576.6,7,6,18419,22.6,1685.5,0.4986043869524453,0.514197793717617,0.1075817390424132,0.10027330701488003,-29.0
1,1,7,10,18772,4234,1695,22.7,1889.0,2,3,17077,21.4,1465.6,0.4947815000763337,0.5062425520713613,0.14521712723959915,0.10873570199412896,13.0
0,0,6,7,18541,-702,-89,23.8,1645.0,7,10,18630,22.6,1715.2,0.4997429040781448,0.5045871472349099,0.14774774774774774,0.06476364004453891,12.0
0,1,6,5,17576,-508,-1394,22.5,1649.0,5,3,18970,25.7,1699.8,0.5121092507482203,0.4972162925563466,0.1498532240105274,0.11958700273307014,-32.0
1,1,10,13,18740,2366,1147,19.3,1740.8,4,5,17593,23.1,1504.2,0.529185489219533,0.4856675862504105,0.07810507136349834,0.11233930559773256,-38.0
1,0,6,12,18426,248,-219,22.9,1695.1,6,7,18645,24.5,1670.3,0.5149141607210609,0.4831484138991876,0.07448122279582954,0.07342848466443971,-16.0
1,1,9,11,17636,1426,128,16.3,1712.0,5,2,17508,20.7,1569.4,0.5042159178813737,0.4925016881127008,0.07857070553699767,0.1189594088470493,-44.0
0,0,2,2,17797,-740,76,20.7,1431.0,2,2,17721,24.2,1505.0,0.4925505935681683,0.5024433530904336,0.1003542868711408,0.09193238182002228,-35.0
0,0,2,2,18046,-1724,-262,24.1,1468.9,4,4,18308,26.0,1641.3,0.4678051604465566,0.5240758205995892,0.1446097783176435,0.0752707763943719,-19.0
1,1,8,10,19070,3311,2682,21.7,1834.1,4,3,16388,22.8,1503.0,0.5107483521302669,0.4738159204260993,0.15552181394878026,0.1234942807976516,-11.0
0,1,6,10,19337,3401,2392,25.1,1777.2,3,2,16945,20.4,1437.1,0.4774176227318124,0.4836562531701462,0.12428383439619395,0.1335560279380504,47.0
0,1,4,4,18551,-1293,-625,22.4,1626.2,7,5,19176,24.3,1755.5,0.5045328375673005,0.500669203493022,0.12076121064885108,0.07614130984917503,-19.0
1,0,5,7,18466,906,1767,18.9,1623.9,3,3,16699,22.1,1533.3,0.4769141516603143,0.5001136720308341,0.06253669399736816,0.09193238182002228,-32.0
0,0,6,9,17663,-2761,-2375,19.3,1694.4,12,12,20038,22.7,1970.5,0.4808174053609591,0.5088103117871056,0.06362992205688836,0.10120457536187873,-34.0
1,1,6,12,17733,1419,731,21.1,1693.9,4,6,17002,22.7,1552.0,0.4976307616855025,0.5048472059026788,0.1283328272092317,0.1372001214697844,-16.0
0,1,2,3,18302,-1530,-1114,22.1,1461.5,4,5,19416,24.3,1614.5,0.4913545712987982,0.4978649349011479,0.1448932078145561,0.07610081992104464,-22.0
1,0,8,11,18475,216,1250,23.1,1770.6,8,7,17225,20.4,1749.0,0.4948508421032193,0.4974854372617686,0.16756756756756758,0.1462091304787934,27.0
0,1,8,7,18993,1521,1915,21.7,1772.7,5,7,17078,19.8,1620.6,0.4724711657590721,0.5027101731835253,0.1120963660289503,0.09857273003340418,19.0
0,0,0,0,14678,-5264,-4627,15.3,1298.8,8,10,19305,27.3,1825.2,0.5003141360421731,0.5024844815894244,0.12746229375442858,0.15513715963154168,-120.0
1,1,8,8,19092,3949,2440,23.4,1761.3,1,2,16652,21.6,1366.4,0.5090575831047975,0.5089425966653531,0.12183419374430612,0.08859196274926613,18.0
1,1,11,12,19093,2907,1175,22.7,1863.2,5,8,17918,20.4,1572.5,0.498726541429413,0.5065592977778108,0.10818908796436884,0.09986840773357628,23.0
1,1,5,2,18246,-706,-873,23.3,1547.6,6,7,19119,24.4,1618.2,0.4718326445118248,0.5089538420003055,0.1321793703816176,0.11347302358538315,-11.0
0,1,4,5,17679,-527,-208,22.4,1571.7,5,9,17887,19.9,1624.4,0.5199216990620543,0.4942102730865038,0.1373215912541755,0.07197084725174613,25.0
1,0,8,8,17351,1683,-172,24.0,1825.3,8,6,17523,20.3,1657.0,0.4679664489785952,0.502025771127642,0.12149002935519787,0.09614333434558152,37.0
0,1,3,2,16271,-1005,-251,20.5,1434.9,5,3,16522,22.8,1535.4,0.507832162710365,0.4902935939907138,0.14392144953942707,0.10839153760502077,-23.0
0,0,4,6,17007,-1122,-302,23.2,1540.7,6,8,17309,21.4,1652.9,0.4926570910946517,0.5063010098103582,0.12189492863650167,0.09814758578803524,18.0
0,1,4,4,17539,-808,-311,21.1,1527.3,5,6,17850,23.8,1608.1,0.4925660707277014,0.5201695567635147,0.11260249013058005,0.07114080372507339,-27.0
0,1,4,5,16330,-2281,-1594,18.2,1486.8,6,9,17924,20.9,1714.9,0.5091134580727771,0.5262193908151561,0.08968519080878631,0.09658872355501567,-27.0
1,0,4,4,17899,-1750,-628,19.9,1489.2,4,4,18527,25.0,1664.2,0.4769996565850097,0.4946690781735068,0.0897256807369167,0.16003644093531735,-51.0
1,1,10,12,20432,2974,1421,22.3,1850.9,4,5,19011,21.3,1553.5,0.5009584179964035,0.4969134630918902,0.09083915376050207,0.10845227249721633,10.0
1,0,6,9,19253,419,462,24.1,1709.6,4,5,18791,24.7,1667.7,0.4860985015518894,0.4955639710662035,0.10839153760502077,0.096406518878429,-6.0
1,0,6,10,19245,2101,1596,24.7,1737.7,3,5,17649,19.3,1527.6,0.4935277916050286,0.5048394102181838,0.13274622937544284,0.08585889260046563,54.0
0,0,7,5,18512,-776,166,23.5,1655.4,7,14,18346,25.9,1733.0,0.5088126816576324,0.4953715283642671,0.10814859803623847,0.13928535276849882,-24.0
1,0,4,6,16513,-957,-2267,21.0,1525.6,5,5,18780,23.5,1621.3,0.5060128641814035,0.4938371785014341,0.1390019232715862,0.1384755542058913,-25.0
1,1,9,7,19233,4311,3239,23.0,1771.0,1,0,15994,20.1,1339.9,0.5000540205664117,0.4998200382727411,0.060512197590849276,0.10351250126531024,29.0
0,0,4,3,16622,-1207,-1748,21.4,1504.1,5,3,18370,22.8,1624.8,0.5048745103366685,0.4899503742761104,0.09399736815467152,0.114100617471404,-14.0
1,1,9,9,19029,4616,2050,24.7,1902.7,3,1,16979,18.7,1441.1,0.4977016679290898,0.4935163479142152,0.17163680534467052,0.09304585484360764,60.0
1,1,10,16,18807,2404,927,21.4,1871.8,6,6,17880,22.8,1631.4,0.5058770365002523,0.5128409681553393,0.13460876606944025,0.08604109727705234,-14.0
0,0,7,10,19399,600,824,23.1,1693.8,5,8,18575,22.9,1633.8,0.5025692529764989,0.5007589355797466,0.14052029557647533,0.1234537908695212,2.0
1,1,7,3,18456,1936,1799,25.5,1677.2,3,4,16657,20.5,1483.6,0.5096664694846209,0.4913542081801928,0.08118230590140703,0.09359246887336777,50.0
1,0,6,9,16424,-4685,-3600,16.0,1603.5,13,23,20024,24.4,2072.0,0.4777232326666158,0.4961748965298656,0.1666160542565037,0.07666767891486992,-84.0
0,0,3,5,16768,315,-61,23.4,1551.8,3,4,16829,21.6,1520.3,0.4951294206687559,0.4894405538315633,0.11179269156797247,0.1530721732968924,18.0
0,1,7,12,17748,994,-547,19.5,1754.3,7,11,18295,21.5,1654.9,0.51583533902172,0.503994113383462,0.13479097074602692,0.15762729021155986,-20.0
1,0,3,4,17924,450,661,24.2,1582.9,4,5,17263,23.9,1537.9,0.4916779077247228,0.5056643046967507,0.12972972972972974,0.11472821135742485,3.0
1,0,5,6,18695,110,-402,23.1,1738.9,8,9,19097,23.1,1727.9,0.5034570267365293,0.5204408878653938,0.10588116206093734,0.07055369976718293,0.0
1,0,7,7,18315,-396,481,23.1,1668.3,7,5,17834,24.6,1707.9,0.4986769913136232,0.4993446400541372,0.09326854944832473,0.11387792286668692,-15.0
0,0,6,8,18802,-805,254,24.0,1698.5,8,10,18548,22.1,1779.0,0.500179569872592,0.4838220819053815,0.0814050005061241,0.09652798866282013,19.0
0,1,2,2,15958,-1302,-1959,22.2,1490.4,8,6,17917,19.4,1620.6,0.4771009810046706,0.5102807126707531,0.08411782569085939,0.1374228160745015,28.0
0,1,8,12,17463,1763,-239,23.7,1755.1,5,6,17702,21.3,1578.8,0.4867496302212369,0.5065746091221944,0.14171474845632148,0.09596112966899484,24.0
0,0,5,3,16785,-1993,-2178,18.6,1527.8,9,5,18963,21.1,1727.1,0.5130816000861318,0.5082044202528051,0.1216317441036542,0.13857677902621726,-25.0
0,0,6,5,17101,8,572,19.1,1553.9,6,8,16529,20.8,1553.1,0.5182140896856163,0.5055862476487959,0.09413908290312784,0.14414414414414414,-17.0
1,1,11,16,17606,1240,-349,17.2,1786.0,8,6,17955,20.2,1662.0,0.4935696323856635,0.4991398112336052,0.10859398724567264,0.16321490029355196,-30.0
1,1,3,2,17247,-1063,-2035,20.7,1515.6,5,4,19282,22.9,1621.9,0.4972738889773347,0.5099123152653506,0.11122583257414716,0.08679016094746432,-22.0
1,1,9,11,18823,22,1773,22.3,1815.2,6,10,17050,20.0,1813.0,0.5109481570230552,0.5114108242541876,0.08670918109120355,0.12570098188075718,23.0
1,1,5,9,18340,-16,497,25.2,1658.7,4,5,17843,24.2,1660.3,0.5110839648757035,0.5209389793840213,0.15056179775280898,0.0813847555420589,10.0
0,0,4,5,18694,-526,496,23.5,1556.2,3,2,18198,21.9,1608.8,0.4950702883085468,0.5088219948549788,0.16412592367648549,0.15629112258325742,16.0
1,0,4,4,16969,-916,-659,20.0,1494.4,6,8,17628,19.3,1586.0,0.5156416987085131,0.5006891901447432,0.08351047676890372,0.16918716469278267,7.0
0,0,5,8,16739,-2793,-1055,19.4,1526.9,10,13,17794,20.4,1806.2,0.5021725002319041,0.4983286018290796,0.13309039376455106,0.12865674663427473,-10.0
0,0,7,7,18945,-1561,925,22.4,1716.6,9,10,18020,17.7,1872.7,0.5181584636705499,0.4905963001103349,0.06630225731349328,0.11827108006883287,47.0
1,0,5,6,16945,-3707,-1742,18.2,1481.3,11,10,18687,22.5,1852.0,0.5156350652777673,0.5001104329978704,0.11148901710699463,0.17623241218746838,-43.0
0,1,6,7,16711,-2457,-1625,20.5,1578.7,10,10,18336,23.8,1824.4,0.4991855471442757,0.5224085486774537,0.08002834294969126,0.09389614333434558,-33.0
0,0,6,4,15646,-2348,-1246,17.2,1479.5,8,10,16892,19.3,1714.3,0.5009362372111628,0.4947926796765992,0.07462293754428588,0.08944225124000403,-21.0
1,1,15,15,19712,5275,3662,22.4,1984.8,2,0,16050,22.7,1457.3,0.5129069583617681,0.4862753612598974,0.15139184127948174,0.08598036238485676,-3.0
0,1,1,1,15720,-3413,-3079,22.2,1388.6,7,3,18799,24.5,1729.9,0.5073991612587888,0.5059354061269621,0.11169146674764653,0.14444781860512196,-23.0
1,0,6,4,17146,-1286,-848,21.2,1614.9,10,14,17994,19.0,1743.5,0.5008910836786318,0.524519477248564,0.09336977426865066,0.14163376860006074,22.0
1,0,7,4,16667,-1785,-1581,17.4,1531.2,7,4,18248,21.6,1709.7,0.5060197741851363,0.5009630369850919,0.12608563619799576,0.10448425954043933,-42.0
1,1,7,10,18482,3107,2096,22.4,1726.7,2,0,16386,21.8,1416.0,0.5086481505592894,0.491062296506202,0.15042008300435267,0.0981678307521004,6.0
0,0,5,3,17670,-41,-1008,22.4,1596.1,4,2,18678,23.3,1600.2,0.5043643828769192,0.499235814794596,0.11207612106488513,0.12321085130073894,-9.0
1,1,9,12,18183,639,1171,19.6,1770.4,7,10,17012,20.8,1706.5,0.5201649556297678,0.484882346172271,0.11106387286162568,0.049863346492559975,-12.0
0,0,1,2,18642,-2041,-1090,24.0,1480.8,6,6,19732,22.7,1684.9,0.4945517771450436,0.4932826005260263,0.09286365016702096,0.12703714950905962,13.0
0,1,5,3,18711,412,93,22.7,1637.4,4,1,18618,23.4,1596.2,0.5001264250562719,0.4908600528315296,0.1275635185747545,0.08300435266727403,-7.0
0,1,6,11,18512,2836,448,24.2,1693.3,1,0,18064,20.7,1409.7,0.5120032963355492,0.4951140503600254,0.1559874481222796,0.15706043121773458,35.0
1,1,11,12,18548,957,469,20.8,1815.6,8,5,18079,21.8,1719.9,0.5085745895291827,0.5080296252532145,0.07375240408948275,0.09264095556230388,-10.0
1,0,12,9,19301,2287,2551,23.2,1939.7,9,4,16750,18.4,1711.0,0.5023324141666338,0.4896279963338007,0.08197185949994938,0.11847352970948476,48.0
0,1,7,10,16630,-462,-1186,20.9,1703.3,9,9,17816,21.3,1749.5,0.4715301606734565,0.5031646313029682,0.10248000809798563,0.09482741168134427,-4.0
1,0,11,7,19093,1362,1592,23.6,1906.1,10,11,17501,19.1,1769.9,0.5062538245489765,0.4887353665640564,0.14833485170563826,0.061868610183216925,45.0
1,0,7,3,19603,140,1737,22.9,1665.3,6,5,17866,22.9,1651.3,0.5234882925489988,0.5054359812574025,0.11043627897560483,0.03994331410061746,0.0
1,1,5,5,17452,633,-295,23.7,1678.1,8,13,17747,18.0,1614.8,0.4966419395119598,0.4996281984442231,0.16734487296285047,0.05648344974187671,57.0
0,0,5,5,18068,-323,214,21.0,1597.8,6,6,17854,20.3,1630.1,0.5074898400445294,0.5071297593644418,0.09334952930458547,0.1169754023686608,7.0
1,0,3,3,19145,-1296,227,24.1,1585.9,6,7,18918,25.7,1715.5,0.5082182331529282,0.5210793361200532,0.12659176029962546,0.09120356311367547,-16.0
1,0,6,6,16887,-3622,-1908,19.6,1620.5,14,16,18795,22.4,1982.7,0.506640717297428,0.5209822367564885,0.0740358335863954,0.06958194149205385,-28.0
1,0,10,11,17194,-541,546,19.7,1752.8,10,11,16648,22.3,1806.9,0.51817031957593,0.4869487896617256,0.13047879340014173,0.12049802611600365,-26.0
1,1,8,9,18697,1933,2792,20.2,1715.4,6,6,15905,17.4,1522.1,0.5193077710733435,0.4957826201835302,0.09517157607045247,0.16965279886628198,28.0
0,0,4,6,18339,-692,-758,24.7,1611.2,7,7,19097,22.3,1680.4,0.5064380422838071,0.4862036500038778,0.14991395890272294,0.11446502682457738,24.0
0,0,5,7,17888,766,-662,22.6,1621.0,3,2,18550,20.2,1544.4,0.5067569009193833,0.4930480874694194,0.1436582650065796,0.10602287680939368,24.0
1,1,6,10,20686,2334,1835,27.6,1836.9,4,2,18851,24.9,1603.5,0.5156495189708231,0.5046654341217056,0.10179167931976922,0.10391740054661402,27.0
1,1,5,4,17793,-143,462,24.3,1609.7,7,8,17331,19.8,1624.0,0.4984971209202523,0.4909342076655872,0.12677396497621216,0.12084219050511187,45.0
0,0,1,2,15515,-5525,-5585,19.4,1319.6,11,8,21100,25.2,1872.1,0.505324433144621,0.504254374334593,0.14307116104868914,0.0936734487296285,-58.0
0,0,5,8,17234,-1493,-1179,20.1,1555.2,4,5,18413,25.0,1704.5,0.4987338169769845,0.5047598398641192,0.09664945844721126,0.10411985018726592,-49.0
1,1,11,21,17045,2534,2539,19.0,1759.7,6,5,14506,18.8,1506.3,0.5100813322040544,0.5159640736748053,0.06069440226743598,0.08800485879137565,2.0
0,0,5,6,17397,-5900,-4872,21.6,1570.9,15,8,22269,27.0,2160.9,0.4929649953078806,0.5087107484004953,0.0743799979755036,0.12487093835408444,-54.0
0,1,5,8,18139,851,327,23.0,1703.5,6,6,17812,21.9,1618.4,0.5227471821782629,0.4979562582635241,0.08940176131187368,0.1052333232108513,11.0
1,0,3,2,17972,198,726,22.9,1500.0,3,3,17246,22.0,1480.2,0.5112381968660367,0.4875306804893194,0.1427674865877113,0.11499139589027227,9.0
1,0,9,7,20198,380,-674,24.0,1842.6,9,6,20872,21.1,1804.6,0.4972460536305154,0.531143417414359,0.13383945743496306,0.08875392246178762,29.0
1,1,8,7,19000,2018,2261,24.2,1763.4,4,2,16739,23.3,1561.6,0.4878913765934138,0.5072013263505937,0.1166109930154874,0.1136957181901002,9.0
1,0,11,13,20985,6942,6381,26.3,2025.1,1,1,14604,18.6,1330.9,0.500074508391799,0.4921431645653789,0.08689138576779028,0.11466747646522928,77.0
0,1,7,13,16642,-754,-729,19.9,1603.4,7,12,17371,22.4,1678.8,0.4975826652771274,0.49373408732008,0.13238182002226945,0.13454803117724465,-25.0
0,1,2,4,16605,-1400,-1716,22.6,1414.7,5,9,18321,19.7,1554.7,0.492457542479012,0.5321973510210277,0.12703714950905962,0.07646522927421805,29.0
0,0,9,11,19032,1606,1036,23.7,1830.4,8,9,17996,19.8,1669.8,0.4925041450795195,0.50587900428762,0.14390120457536187,0.12177345885211055,39.0
0,0,5,6,17002,-2130,-2032,18.6,1510.4,5,3,19034,25.9,1723.4,0.514946834508269,0.5080325002577614,0.10535479299524243,0.1478489725680737,-73.0
0,1,10,17,19480,987,642,21.3,1884.7,10,8,18838,20.6,1786.0,0.4957608679177848,0.5054435089725947,0.09642676384249416,0.09440226743597532,7.0
1,0,2,1,18460,1344,1195,25.3,1578.2,2,1,17265,23.6,1443.8,0.4977869221468285,0.5225191706080621,0.11128656746634273,0.12171272395991498,17.0
1,0,6,6,18950,568,1096,23.8,1689.3,5,6,17854,23.1,1632.5,0.5218641803227437,0.5101557382670631,0.11199514120862436,0.05956068427978541,7.0
0,0,10,12,19051,2621,2001,20.0,1854.5,5,5,17050,20.6,1592.4,0.4874415820101694,0.5125143955061047,0.11608462394979248,0.10622532645004554,-6.0
0,0,6,5,18911,-403,-575,23.3,1691.8,8,5,19486,22.5,1732.1,0.5072147779121913,0.4979447122183919,0.05982386881263285,0.06383237169754022,8.0
1,1,13,14,18343,3593,727,18.7,1872.2,4,6,17616,20.9,1512.9,0.5124331193185014,0.4974658539776422,0.1183723048891588,0.14068225528899686,-22.0
