gameId,blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueAssists,blueDragons,blueHeralds,blueTowersDestroyed,blueAvgLevel,blueTotalExperience,blueTotalJungleMinionsKilled,blueGoldDiff,blueExperienceDiff,blueCSPerMin,blueGoldPerMin,redWardsPlaced,redWardsDestroyed,redKills,redAssists,redDragons,redHeralds,redTowersDestroyed,redAvgLevel,redTotalExperience,redTotalJungleMinionsKilled,redCSPerMin,redGoldPerMin
4523669745,0,36,4,1,8,6,1,1,0,7.2,19988,72,1530,2220,25.2,1762.2,51,6,5,9,0,0,0,7.0,17768,41,23.9,1609.2
4520501584,1,15,2,1,6,6,1,0,0,6.6,16580,45,1163,-1176,20.8,1638.5,14,0,4,4,0,1,0,6.8,17756,52,19.4,1522.2
4523629089,0,14,2,0,3,5,0,0,0,6.6,16191,47,-2619,-1506,19.8,1442.5,17,3,8,9,1,0,0,6.6,17697,49,21.2,1704.4
4456581816,1,12,2,1,6,3,0,0,0,7.2,18356,59,584,1023,21.2,1605.9,19,2,5,8,0,0,0,6.8,17333,36,20.7,1547.5
4518889488,1,13,3,1,9,13,0,0,0,7.0,18698,50,2910,856,24.6,1863.3,13,2,3,4,1,0,0,6.8,17842,56,22.6,1572.3
4520057356,0,16,3,0,3,2,0,0,0,6.6,17150,42,-1057,-1798,25.1,1573.1,20,1,6,9,1,0,0,7.2,18948,64,22.0,1678.8
4521257483,1,10,2,1,7,9,0,0,0,7.0,18243,41,-50,563,22.7,1737.1,19,2,8,9,1,0,0,6.8,17680,56,22.2,1742.1
4462681802,0,13,2,1,5,9,0,0,0,6.4,15075,36,-2084,-2025,19.9,1563.1,18,2,12,11,1,1,0,7.0,17100,52,16.5,1771.5
4515356970,1,18,4,0,8,4,0,0,0,7.0,18740,60,469,1328,21.0,1693.5,17,6,7,12,0,0,0,7.0,17412,32,21.2,1646.6
4523615323,1,38,1,0,7,6,0,0,0,6.8,18068,48,-293,-818,21.4,1663.9,15,4,7,5,1,0,0,7.2,18886,52,23.2,1693.2
4495556599,1,38,4,0,7,6,0,0,0,7.4,19318,61,1031,1909,21.9,1673.8,15,3,3,1,1,0,0,7.0,17409,61,21.8,1570.7
4525178929,0,18,3,1,3,4,0,0,0,6.8,18138,52,-726,-1168,25.1,1541.9,19,7,4,4,1,1,0,7.4,19306,64,23.6,1614.5
4514070207,1,18,3,0,4,2,1,1,0,6.8,16831,44,-2511,-2094,20.9,1475.2,17,8,8,10,0,0,0,7.4,18925,61,24.2,1726.3
4524789573,0,14,1,1,6,7,0,0,0,7.0,18227,47,489,-1163,20.4,1650.8,34,2,4,5,0,1,0,7.2,19390,58,23.5,1601.9
4524132104,0,20,3,0,6,8,0,0,0,6.8,16885,56,-999,-955,22.3,1654.4,20,4,10,9,1,0,0,6.8,17840,52,22.1,1754.3
4439587342,1,24,8,0,4,3,0,0,0,7.0,18695,61,-1366,-242,23.8,1559.7,27,6,5,3,1,0,0,7.2,18937,50,26.6,1696.3
4524687163,0,18,6,1,8,14,1,0,0,7.0,18610,56,2958,983,24.2,1802.2,18,0,3,2,0,0,0,7.0,17627,44,22.6,1506.4
4512949198,0,15,4,1,5,5,1,0,0,6.8,17362,59,-3095,-2200,20.8,1571.4,16,3,10,12,0,0,0,7.2,19562,40,24.4,1880.9
4446037878,0,23,3,0,7,9,0,0,0,7.2,17966,40,709,1449,19.7,1621.9,17,5,5,5,1,0,0,6.4,16517,44,19.9,1551.0
4478250976,0,16,4,0,9,8,0,0,0,6.8,17632,39,-540,238,21.9,1695.6,15,1,8,8,0,0,0,6.8,17394,44,20.5,1749.6
4523300561,1,12,1,1,11,9,1,0,0,7.6,20813,51,5041,3996,25.2,1928.0,19,4,2,3,0,0,0,6.8,16817,59,21.5,1423.9
4505443622,1,45,6,0,10,22,0,0,0,7.2,18969,60,1714,1487,24.7,1954.0,17,12,8,8,0,1,0,7.0,17482,48,21.1,1782.6
4477019326,1,10,3,0,5,7,0,0,0,7.2,19227,54,-844,139,22.8,1603.8,14,3,5,5,1,0,0,7.2,19088,68,22.6,1688.2
4525174684,1,16,2,1,5,5,1,0,0,7.4,20008,76,1737,1565,22.7,1659.4,13,0,2,3,0,0,0,7.0,18443,72,21.7,1485.7
4517959994,1,16,1,0,4,6,0,0,0,7.0,17545,64,109,66,21.4,1604.0,16,3,6,6,1,0,0,6.8,17479,40,22.1,1593.1
4479856862,1,19,5,1,7,8,1,0,0,6.8,16565,44,686,-89,21.1,1628.2,55,3,7,6,0,1,0,6.6,16654,51,18.0,1559.6
4517169842,0,16,3,0,4,7,0,0,0,6.8,17554,44,-1537,93,20.2,1552.7,20,7,6,5,1,1,0,6.8,17461,52,21.6,1706.4
4521354990,0,10,0,0,7,4,0,0,0,6.8,16916,48,-1790,-1980,22.1,1593.3,14,3,9,10,1,0,0,7.2,18896,64,22.3,1772.3
4524540652,0,108,2,0,6,9,0,0,0,7.0,17907,60,1044,662,20.8,1707.0,12,4,6,8,0,0,0,7.0,17245,32,20.8,1602.6
4485481619,0,14,1,0,3,0,0,0,0,7.2,19173,68,-1302,1008,22.4,1508.4,14,1,4,5,1,0,0,7.0,18165,60,22.6,1638.6
4490906138,0,148,3,0,8,10,0,0,0,7.2,18932,52,1627,1723,19.2,1660.0,16,2,4,2,1,0,0,6.6,17209,64,19.4,1497.3
4523332749,1,9,4,0,6,7,0,0,0,6.6,18257,63,-2221,-365,18.6,1598.2,17,0,8,15,0,0,0,7.2,18622,48,21.9,1820.3
4520703229,1,59,2,0,5,4,0,0,0,6.6,17606,52,-1874,-1002,22.1,1635.5,17,1,5,5,0,1,2,7.2,18608,60,20.5,1822.9
4499786529,1,86,3,1,6,5,0,0,0,7.0,17805,50,-545,-1102,21.5,1704.0,17,6,10,9,1,0,0,7.0,18907,40,21.4,1758.5
4520790076,1,19,5,1,6,9,1,0,0,6.8,17593,44,2423,295,24.3,1673.7,19,1,2,2,0,1,0,6.8,17298,52,23.2,1431.4
4490677497,0,13,4,0,7,3,1,0,0,7.0,18662,72,-2001,-1137,22.2,1709.0,19,1,13,20,0,0,0,7.6,19799,24,21.7,1909.1
4499921176,0,9,2,1,5,5,0,0,0,6.0,14871,36,-7206,-6046,16.8,1468.9,16,1,15,10,1,0,0,7.4,20917,58,27.9,2189.5
4516247062,1,19,3,1,7,8,0,0,0,6.8,17313,48,494,-1338,19.6,1613.5,16,3,6,2,0,0,0,7.2,18651,64,21.4,1564.1
4522539833,0,70,11,0,6,5,0,1,0,6.8,18497,47,496,1530,20.2,1650.0,47,1,5,6,1,0,0,6.8,16967,40,22.2,1600.4
4523429650,0,14,2,1,6,8,0,0,0,7.0,18742,72,568,-205,23.7,1731.8,18,1,7,8,1,1,0,7.4,18947,60,20.2,1675.0
4458532783,1,20,5,1,9,14,0,0,0,7.0,18332,58,3424,1624,23.2,1820.2,20,3,2,2,1,0,0,6.4,16708,50,22.8,1477.8
4499647535,0,33,3,0,5,10,1,0,0,7.2,19055,60,549,429,26.0,1720.8,17,4,5,6,0,0,0,6.8,18626,60,25.8,1665.9
4492296802,0,11,6,0,5,8,1,0,0,6.8,18200,64,1506,-169,25.1,1649.6,46,2,2,1,0,1,0,7.0,18369,68,22.4,1499.0
4523485594,1,26,2,1,10,6,0,0,0,7.4,19494,62,2833,3175,22.2,1791.5,14,4,5,6,0,0,0,6.6,16319,25,20.6,1508.2
4513848861,0,15,4,0,10,16,0,0,0,7.2,18476,49,773,1125,21.0,1891.7,15,2,8,11,1,0,0,6.6,17351,65,20.7,1814.4
4509159917,0,13,1,0,8,8,1,0,0,6.4,16372,39,-2146,-3245,17.6,1648.4,15,4,12,7,0,0,0,7.2,19617,55,20.4,1863.0
4518202397,0,20,5,1,13,10,1,0,0,7.0,18727,51,2399,1719,21.3,1940.2,18,2,7,8,0,0,0,6.6,17008,32,21.2,1700.3
4515801443,0,13,1,1,4,5,1,1,0,7.2,18711,64,453,76,24.9,1586.9,20,4,1,1,0,0,0,7.0,18635,68,26.5,1541.6
4523336843,1,15,0,1,6,5,0,1,0,7.4,19907,63,2533,1568,25.6,1733.8,16,5,2,3,0,0,0,7.2,18339,53,24.2,1480.5
4482626954,1,16,3,1,12,10,0,0,0,7.4,19281,43,5077,3251,23.1,1884.9,16,4,1,0,0,0,0,6.6,16030,41,22.4,1377.2
4458085215,0,17,2,0,6,8,0,0,0,6.2,15780,50,-4699,-4580,18.3,1525.0,16,3,11,12,1,0,0,7.4,20360,56,23.7,1994.9
4468973214,0,23,1,0,4,6,0,0,0,6.6,16010,40,-2161,-3222,20.7,1521.0,35,1,7,8,1,1,0,7.4,19232,72,21.4,1737.1
4496563536,1,34,3,0,8,9,0,0,0,7.0,17643,68,-795,-117,18.1,1669.2,35,1,8,14,0,0,0,7.0,17760,32,22.2,1748.7
4503476670,1,19,3,1,4,3,0,0,0,6.8,18305,50,875,-391,25.5,1662.1,15,4,4,7,0,0,0,7.0,18696,65,23.8,1574.6
4510723615,0,15,2,0,3,4,1,0,0,7.0,18184,61,-1556,-887,22.6,1569.8,36,3,6,7,0,0,0,7.0,19071,57,23.7,1725.4
4524935844,0,17,4,0,2,3,0,1,0,6.6,16673,53,-4019,-2008,19.9,1459.3,17,3,10,14,1,0,0,7.0,18681,43,23.2,1861.2
4508455682,1,16,2,1,7,8,0,0,0,6.8,16923,21,-609,-1114,22.1,1671.2,24,3,8,11,1,0,0,6.8,18037,43,22.9,1732.1
4518193450,0,16,3,0,6,8,0,0,0,7.2,17911,59,-2152,-2041,19.1,1683.7,16,4,10,8,1,1,0,7.4,19952,56,23.7,1898.9
4495688378,0,17,2,0,5,5,1,0,0,7.0,18547,56,-1509,-358,20.0,1551.4,14,3,5,4,0,0,0,7.0,18905,58,25.9,1702.3
4519879315,1,53,3,1,8,4,0,0,0,7.2,19937,64,-308,1739,23.5,1723.6,17,2,8,10,1,0,0,6.8,18198,60,22.0,1754.4
4517167802,0,33,4,0,7,10,0,0,0,7.0,17704,49,-4473,-3040,18.2,1620.4,17,1,14,19,1,0,0,7.4,20744,80,23.7,2067.7
4508878155,1,11,5,1,9,10,0,0,0,7.0,18184,49,2991,1357,21.9,1842.2,16,2,6,6,0,0,0,6.6,16827,54,20.0,1543.1
4496026567,0,20,13,0,5,6,0,0,0,6.8,16700,36,-2416,-3217,20.7,1535.6,42,3,8,8,0,0,0,7.4,19917,62,23.9,1777.2
4456161907,0,146,3,1,2,1,0,0,0,6.8,17467,65,-132,119,20.5,1484.8,15,2,4,3,1,0,0,6.8,17348,44,21.3,1498.0
4522201700,1,17,1,0,4,3,0,0,0,6.8,18341,51,91,591,23.7,1568.8,21,5,4,6,0,0,0,6.8,17750,54,23.9,1559.7
4518834172,1,20,3,1,4,2,0,0,0,7.0,19450,59,-842,2032,20.3,1492.6,15,4,4,7,0,1,0,7.0,17418,47,24.3,1576.8
4522617067,0,39,1,0,7,5,0,0,0,6.6,16496,34,-2302,-997,20.7,1619.0,17,5,14,16,0,0,0,6.6,17493,52,17.3,1849.2
4513710414,1,15,4,1,6,8,1,0,0,7.0,18426,59,2463,1390,22.6,1631.8,56,2,2,1,0,0,0,6.8,17036,56,20.0,1385.5
4523752057,0,30,4,0,6,8,0,0,0,6.6,16758,28,-4264,-3932,19.6,1537.6,16,4,11,6,1,1,0,7.4,20690,72,26.2,1964.0
4486889900,0,18,3,0,1,1,0,0,0,6.2,16186,49,-3480,-1368,23.3,1466.6,45,2,10,22,1,0,0,7.0,17554,46,19.3,1814.6
4516724149,1,17,6,0,6,3,1,0,0,7.2,18968,60,-1207,606,23.5,1630.1,25,6,9,10,0,0,0,7.0,18362,45,23.0,1750.8
4488915308,0,16,8,0,4,9,0,0,0,6.8,17488,37,-4664,-2707,21.3,1512.4,22,2,11,7,1,1,0,7.4,20195,66,24.9,1978.8
4467046961,1,46,2,1,10,13,1,1,0,7.4,20293,71,4888,3753,21.2,1903.1,12,12,2,3,0,0,0,6.8,16540,56,18.2,1414.3
4466166046,1,19,10,1,11,9,0,0,0,7.2,19012,36,1433,508,23.9,1858.1,30,5,9,7,1,0,0,7.0,18504,44,21.8,1714.8
4520795867,0,14,1,0,7,9,1,1,0,7.0,18638,56,1713,1673,23.0,1714.4,15,1,3,1,0,0,0,6.6,16965,56,21.6,1543.1
4497099523,0,58,2,0,9,10,1,1,0,7.2,19062,52,-328,137,20.4,1836.8,14,1,10,13,0,0,0,7.2,18925,52,23.0,1869.6
4501319055,1,21,4,0,6,6,1,0,0,7.0,18805,45,2726,1990,24.3,1684.4,39,4,2,1,0,0,0,6.8,16815,50,21.0,1411.8
4491887077,0,16,4,0,8,13,0,0,0,6.6,16612,43,-648,-1422,20.4,1670.7,18,3,10,12,1,0,0,6.8,18034,52,19.3,1735.5
4465693546,1,17,1,0,10,9,1,1,0,7.0,17858,56,-286,-916,17.7,1786.8,20,5,9,11,0,0,0,7.0,18774,56,24.7,1815.4
4495791670,1,38,3,1,13,9,0,0,0,7.8,21800,64,5300,4813,26.4,2004.3,34,12,2,0,0,1,0,6.6,16987,52,23.0,1474.3
4519530388,0,11,0,1,3,3,0,0,0,6.6,16246,66,-4835,-3655,19.4,1485.2,9,1,11,11,1,0,1,7.2,19901,57,19.5,1968.7
4487193298,0,15,7,1,7,8,0,0,0,6.2,15434,37,-592,-2438,18.3,1630.2,18,4,8,10,0,0,0,6.8,17872,50,21.6,1689.4
4462313921,1,57,4,1,17,25,0,0,2,7.4,20348,56,7776,6703,23.7,2335.9,14,5,5,7,0,0,0,5.8,13645,41,13.4,1558.3
4477337521,1,21,4,0,8,12,1,0,0,7.2,18953,42,1909,1099,24.2,1835.2,14,5,6,5,0,0,0,7.0,17854,40,22.5,1644.3
4518328574,1,42,6,1,3,1,0,1,1,6.8,17662,53,1942,450,24.0,1687.3,38,5,6,4,0,0,0,6.8,17212,42,16.8,1493.1
4518075871,0,23,7,0,7,6,0,0,0,7.0,18440,61,16,560,23.6,1694.9,22,7,6,7,1,1,0,7.2,17880,40,23.2,1693.3
4524546018,1,43,3,0,5,3,0,0,0,7.4,19207,64,-860,949,23.0,1634.4,13,8,8,6,1,0,0,7.2,18258,52,20.2,1720.4
4508930231,0,16,3,0,5,6,0,0,0,6.6,17072,49,-2308,-1946,21.1,1526.8,12,2,6,8,1,0,0,7.2,19018,56,26.3,1757.6
4494055420,1,15,5,0,8,8,0,1,0,6.4,16544,40,-460,-1189,18.6,1646.3,18,3,7,4,0,0,0,6.8,17733,48,23.8,1692.3
4482404724,1,18,1,0,7,6,0,0,0,6.8,17357,36,799,440,22.1,1704.9,20,2,4,3,0,1,0,6.6,16917,48,21.5,1625.0
4500830976,1,15,18,1,4,3,1,0,0,7.2,18673,52,886,355,24.2,1581.1,42,2,2,1,0,0,0,7.2,18318,55,23.6,1492.5
4481881840,0,16,1,0,1,1,0,0,0,6.4,16353,52,-3300,-3318,20.5,1410.9,12,0,9,7,0,0,0,7.2,19671,39,23.1,1740.9
4513544189,0,15,0,0,2,2,0,0,0,5.8,13648,36,-9341,-6317,15.2,1229.2,15,1,8,11,0,1,2,7.4,19965,84,23.9,2163.3
4524277533,1,89,4,1,10,16,1,0,0,7.2,18183,49,3851,1574,21.1,1848.7,17,1,3,3,0,0,0,6.4,16609,52,21.1,1463.6
4499668279,0,18,1,0,8,7,1,0,0,7.2,18713,71,-147,21,19.8,1686.0,14,1,5,5,0,0,0,7.2,18692,56,25.7,1700.7
4522637955,1,16,1,1,7,14,0,1,0,7.0,19047,64,1698,1171,22.2,1779.8,22,3,5,7,0,0,0,6.8,17876,46,24.1,1610.0
4500208615,0,18,3,0,6,4,0,0,0,6.6,17312,35,-966,-901,23.0,1578.9,15,3,6,5,1,0,0,7.0,18213,48,23.1,1675.5
4520915828,0,16,0,0,13,19,1,0,0,7.0,17551,32,3454,175,20.7,1960.9,13,2,7,6,0,0,0,6.8,17376,45,20.1,1615.5
4518182783,0,16,1,0,5,6,0,1,0,6.4,16170,48,-2673,-1867,17.4,1485.3,56,5,6,8,1,0,0,7.0,18037,56,24.6,1752.6
4491522681,0,14,2,0,3,2,0,0,0,7.0,17785,57,-482,-349,22.1,1536.9,19,6,4,5,1,0,0,7.0,18134,56,25.7,1585.1
4523403818,1,20,6,1,6,7,0,0,0,7.0,18362,46,-298,0,21.9,1705.3,18,4,8,7,1,0,0,7.2,18362,45,21.3,1735.1
4510862255,1,21,0,1,11,10,1,0,0,6.6,16527,42,-224,-765,16.1,1730.7,107,3,9,9,0,0,0,6.8,17292,30,21.0,1753.1
4518730282,0,15,1,1,3,3,0,0,0,6.4,15603,64,-1683,-377,19.5,1488.1,15,4,9,17,1,0,0,6.4,15980,55,18.5,1656.4
4522585401,1,15,5,0,9,7,0,0,0,7.4,20419,60,2514,2924,25.0,1792.8,36,1,4,5,0,0,0,7.0,17495,61,18.0,1541.4
4511779453,0,15,4,0,3,2,1,0,0,7.0,17630,51,81,450,22.1,1487.6,41,2,3,6,0,1,0,7.0,17180,52,21.8,1479.5
4525174199,1,16,2,0,3,3,1,0,0,7.0,18787,64,420,521,21.2,1535.6,20,4,2,1,0,0,0,7.0,18266,57,23.0,1493.6
4523289245,1,15,1,0,7,7,0,1,0,6.8,18226,57,-1167,259,16.8,1612.2,15,1,7,3,0,0,0,7.0,17967,47,21.0,1728.9
4431352906,1,44,1,0,4,4,0,1,0,7.0,17981,54,-99,151,21.1,1542.6,16,1,4,2,1,0,0,6.8,17830,56,23.0,1552.5
4514421047,1,16,3,1,7,5,0,0,0,7.2,19097,52,387,1781,21.6,1644.8,15,1,7,2,0,0,0,6.8,17316,48,21.0,1606.1
4525208534,0,16,2,0,2,1,0,0,0,6.8,16753,52,-1700,-1053,22.0,1418.2,12,2,5,3,0,0,0,6.8,17806,43,22.3,1588.2
4509344771,1,12,1,0,4,4,0,1,0,7.2,19024,59,-820,-298,20.0,1589.1,35,1,7,7,1,0,0,7.4,19322,48,21.4,1671.1
4475349750,1,16,1,0,5,5,0,1,0,6.4,16120,29,-3945,-1758,21.9,1585.8,13,5,13,19,1,0,1,7.2,17878,47,19.6,1980.3
4519852110,0,12,3,0,4,5,0,1,0,6.4,16818,44,-3238,-1130,18.0,1494.9,18,4,8,9,1,0,0,7.0,17948,40,25.9,1818.7
4523427539,0,13,1,1,2,3,1,0,0,7.0,17055,48,-2511,-2347,21.0,1437.7,33,2,6,8,0,0,0,7.2,19402,60,24.9,1688.8
4523806048,0,16,2,1,5,6,1,0,0,7.0,18587,51,1433,1278,22.3,1594.6,46,4,3,2,0,0,0,7.0,17309,54,18.3,1451.3
4515248158,0,14,3,1,2,3,0,0,0,6.8,17939,53,-1037,-1057,23.4,1558.4,15,4,6,13,0,0,0,7.2,18996,56,22.2,1662.1
4481449658,1,11,7,0,4,3,1,0,0,7.0,18316,58,1344,1628,24.4,1580.0,16,2,3,1,0,0,0,6.6,16688,37,21.0,1445.6
4509723024,0,13,0,0,6,7,1,1,0,7.2,18620,49,-245,330,23.1,1621.0,15,1,6,8,0,0,0,7.2,18290,55,22.0,1645.5
4522855501,1,20,6,1,13,7,1,0,1,7.4,19713,48,5920,2703,22.9,2058.7,16,3,4,3,0,0,0,6.8,17010,58,16.8,1466.7
4508742388,1,16,2,1,3,3,1,0,0,7.0,18331,52,539,774,23.3,1573.5,19,2,5,4,0,0,0,7.0,17557,40,22.0,1519.6
4480411096,0,15,2,1,8,7,0,0,0,7.2,18525,39,708,302,24.2,1737.8,13,1,7,6,0,0,0,7.0,18223,45,23.5,1667.0
4522377959,0,15,0,0,10,14,0,0,0,6.6,16834,36,2876,2805,22.2,1799.3,14,3,5,8,0,0,0,6.0,14029,36,18.0,1511.7
4448358133,1,20,0,1,5,9,0,0,0,6.8,16945,32,-184,408,23.6,1607.2,12,5,7,7,0,0,0,6.8,16537,39,19.5,1625.6
4509881889,0,20,4,0,3,4,1,0,0,7.0,18380,56,-101,-380,25.1,1555.7,14,1,5,2,0,0,0,7.2,18760,64,21.0,1565.8
4500724554,0,17,4,0,3,3,0,0,0,6.6,16331,44,-5563,-4698,20.9,1446.7,18,2,13,8,1,1,0,7.6,21029,70,23.5,2003.0
4494473176,1,19,4,1,8,12,1,0,0,6.4,15907,48,-447,-2127,19.7,1609.6,40,5,9,7,0,0,0,7.0,18034,36,19.3,1654.3
4509854738,1,16,1,1,7,8,1,0,0,6.8,17063,55,1487,1143,17.1,1635.1,15,0,4,2,0,0,0,6.4,15920,28,22.4,1486.4
4524761713,1,22,0,0,6,5,1,0,0,7.0,18735,44,1126,878,22.7,1653.8,12,1,4,2,0,1,0,6.8,17857,45,22.5,1541.2
4442002416,1,18,3,0,5,3,0,0,0,7.2,19371,48,1795,1933,25.9,1633.7,15,6,2,2,0,0,0,6.8,17438,48,23.8,1454.2
4505154902,1,44,1,1,10,13,1,0,0,6.8,17753,37,4216,2141,20.9,1751.9,11,2,2,1,0,0,0,6.4,15612,38,19.7,1330.3
4512160768,0,11,1,1,2,5,1,0,0,6.8,17323,47,-1517,-972,21.4,1430.5,16,0,3,3,0,1,0,7.0,18295,68,22.5,1582.2
4462777872,0,16,5,0,12,9,0,0,0,7.4,18909,54,1236,149,17.4,1827.9,15,4,5,3,1,1,0,7.0,18760,60,22.4,1704.3
4523326284,1,21,2,1,8,9,1,1,0,7.0,18545,44,2489,1473,24.6,1780.8,17,3,6,4,0,0,0,6.6,17072,42,19.1,1531.9
4515648647,0,16,3,1,6,5,0,1,0,7.4,19151,48,1259,1281,25.0,1736.0,19,2,6,8,1,0,0,7.0,17870,60,20.1,1610.1
4525030965,1,36,1,1,11,10,0,1,0,7.2,19086,65,3281,1747,22.0,1884.9,9,4,6,3,1,0,0,6.8,17339,56,20.2,1556.8
4513670045,0,16,3,0,4,6,0,0,0,7.2,17857,40,-1136,-1235,24.4,1564.1,61,2,4,3,1,0,0,7.2,19092,71,23.4,1677.7
4521995809,0,18,1,0,2,2,0,0,0,6.6,15571,43,-5838,-4101,18.5,1340.8,15,2,6,4,1,0,0,7.2,19672,72,25.5,1924.6
4482423857,1,14,0,1,13,15,0,0,0,7.0,18628,56,1973,1461,22.9,1936.6,11,2,10,13,1,0,0,6.8,17167,43,16.4,1739.3
4519722602,0,16,3,1,7,8,1,0,0,6.6,16213,44,592,-875,20.4,1664.6,30,3,6,8,0,0,0,6.6,17088,56,20.4,1605.4
4470192893,0,13,1,1,3,4,1,0,0,6.8,17067,56,-2492,-1526,20.7,1500.9,16,1,9,13,0,0,0,7.4,18593,50,20.4,1750.1
4438165073,0,17,3,1,5,5,1,0,0,6.8,17353,68,-1490,-1624,21.0,1592.1,16,4,9,14,0,0,0,7.2,18977,52,21.5,1741.1
4525371439,1,15,3,1,8,12,1,0,0,6.6,16748,53,2957,2549,21.0,1801.2,47,2,6,5,0,0,0,6.0,14199,41,17.7,1505.5
4498101728,0,13,1,0,5,5,1,0,0,6.6,16423,45,-4927,-5216,20.3,1522.4,40,2,12,11,0,0,0,7.8,21639,63,23.1,2015.1
4524538444,0,16,4,0,6,7,0,0,0,6.6,16418,46,-4879,-3465,16.5,1548.4,44,5,15,16,1,0,0,7.4,19883,39,25.0,2036.3
4457541720,1,12,2,1,3,2,1,1,0,7.2,18425,56,-424,-1075,24.9,1555.0,15,4,3,5,0,0,0,7.2,19500,68,24.5,1597.4
4515730845,0,18,2,1,6,5,0,0,0,6.8,17705,48,-1018,-1531,22.5,1589.5,15,3,4,6,1,0,0,7.4,19236,80,23.2,1691.3
4490954687,1,57,2,1,8,7,0,1,0,7.0,18113,64,907,-86,20.7,1677.6,18,2,5,8,1,0,0,7.0,18199,42,22.8,1586.9
4500224763,0,8,1,0,1,2,0,0,0,6.4,16544,52,-3445,-2015,19.7,1344.4,14,0,5,5,0,0,0,7.0,18559,53,24.6,1688.9
4515924024,1,37,1,0,11,11,0,0,0,7.2,18271,71,152,-486,16.2,1797.1,16,0,9,9,0,0,0,7.2,18757,48,19.2,1781.9
4523053745,0,14,1,0,1,3,0,0,0,6.4,15381,43,-4456,-2336,17.2,1295.9,52,3,7,17,0,0,0,6.8,17717,51,19.6,1741.5
4523968738,1,15,5,1,9,7,0,0,0,7.0,17613,38,69,-232,21.7,1722.5,13,4,9,12,0,0,0,7.0,17845,32,21.0,1715.6
4511923610,0,15,2,1,9,8,0,0,0,7.4,19890,67,868,1728,21.2,1784.8,18,1,6,8,1,0,0,7.2,18162,56,21.6,1698.0
4522069049,0,13,0,0,2,1,0,1,0,7.0,18033,63,209,1023,21.5,1544.8,49,3,4,4,0,0,0,6.8,17010,43,22.4,1523.9
4506343146,0,18,3,1,5,7,1,0,0,7.0,17540,51,-1611,-1931,20.8,1542.5,16,6,6,6,0,0,0,7.4,19471,56,24.6,1703.6
4524784453,1,18,3,1,5,10,1,0,0,7.0,17819,59,385,-71,21.1,1571.7,21,1,3,3,0,0,0,7.0,17890,61,23.1,1533.2
4515728718,0,11,0,0,5,1,0,0,0,6.0,15373,48,-3750,-4961,19.5,1458.9,66,2,8,14,1,0,0,7.4,20334,59,22.9,1833.9
4522867814,1,20,12,1,4,5,0,0,0,7.2,18378,60,25,327,21.5,1546.3,50,7,5,5,0,0,0,7.0,18051,44,21.5,1543.8
4520872847,0,16,4,0,7,7,1,0,0,6.6,16667,50,-388,-619,17.4,1601.9,18,3,8,8,0,0,0,6.8,17286,45,20.7,1640.7
4475474933,1,14,4,1,8,7,0,0,1,6.8,17330,45,1930,425,21.9,1763.4,17,1,4,5,0,0,0,6.4,16905,46,22.6,1570.4
4461308775,0,51,3,1,8,12,0,0,0,6.2,15395,40,517,-593,15.7,1601.7,16,4,8,7,0,0,0,6.4,15988,44,17.0,1550.0
4523110333,1,18,4,1,6,10,1,1,0,7.0,19074,67,-214,1004,23.6,1725.9,84,3,7,8,0,0,0,7.0,18070,46,22.5,1747.3
4497616954,1,12,5,0,5,3,1,0,0,7.0,18917,56,2229,2851,25.0,1622.6,15,3,2,2,0,0,0,6.4,16066,40,19.7,1399.7
4495106153,0,15,2,1,10,11,1,1,0,6.8,18684,58,1953,1494,20.2,1781.6,16,5,4,6,0,0,0,7.0,17190,41,22.4,1586.3
4493209584,0,15,2,0,4,3,0,0,0,6.8,18026,64,-781,-1296,21.0,1553.2,22,1,6,4,1,1,0,7.2,19322,58,22.0,1631.3
4451574648,1,20,4,0,7,9,0,0,0,6.8,17971,55,380,1750,21.7,1694.6,16,1,7,10,1,1,0,6.6,16221,36,23.0,1656.6
4458825692,0,43,3,0,5,4,0,0,0,6.8,18530,48,-758,733,22.2,1601.9,21,4,6,7,0,0,0,7.0,17797,56,21.5,1677.7
4522541214,1,14,3,0,8,8,0,0,0,7.2,18237,48,3072,1589,23.2,1793.8,15,2,4,4,1,0,0,6.8,16648,42,20.7,1486.6
4520755410,1,18,1,0,9,10,0,1,0,7.0,18140,51,2549,1269,18.6,1751.2,17,0,6,6,1,0,0,6.6,16871,41,17.4,1496.3
4412400770,1,35,4,1,8,7,1,1,0,6.8,17310,41,2427,2303,20.8,1671.2,12,2,5,7,0,0,0,6.4,15007,33,17.2,1428.5
4515729442,0,15,5,0,5,7,0,1,0,6.8,17592,41,-844,-689,20.2,1591.3,16,3,6,3,1,0,0,7.2,18281,56,24.7,1675.7
4522847421,0,9,3,1,6,6,1,0,0,6.8,17877,59,-1394,-2258,21.1,1710.8,17,1,9,10,0,0,0,7.6,20135,67,21.0,1850.2
4460552380,1,10,0,1,16,11,1,1,3,7.6,21214,52,7128,6117,22.3,2334.9,11,0,9,13,0,0,0,6.2,15097,40,14.0,1622.1
4523704801,0,38,0,1,5,3,1,1,0,7.4,18820,56,-826,38,22.9,1554.8,10,20,5,6,0,0,0,7.2,18782,66,22.5,1637.4
