blueWins,blueWardsDestroyed,blueFirstBlood,blueKills,blueAssists,blueDragons,blueHeralds,blueTowersDestroyed,blueAvgLevel,blueTotalJungleMinionsKilled,blueGoldDiff,blueExperienceDiff,blueCSPerMin,blueGoldPerMin,redWardsDestroyed,redKills,redAssists,redDragons,redHeralds,redTowersDestroyed,redAvgLevel,redTotalJungleMinionsKilled,redCSPerMin,redGoldPerMin,blueVisionScore,redVisionScore
0,3,0,4,2,0,0,0,6.6,48,-1208,-614,20.8,1504.6,4,7,5,1,0,0,7.0,44,22.7,1625.4,18,37
1,5,0,6,9,0,0,0,7.0,54,218,1085,23.8,1674.0,4,6,8,1,0,0,7.0,54,22.9,1652.2,19,18
1,3,1,13,10,1,0,1,7.2,56,6907,4512,25.8,2029.5,2,1,1,0,0,0,6.2,54,17.8,1338.8,14,15
1,1,0,4,7,0,0,0,7.0,48,-594,-353,21.7,1592.1,1,5,7,1,1,0,7.2,48,23.5,1651.5,13,14
0,0,0,10,13,1,1,0,7.0,45,-1464,-454,19.2,1714.5,3,9,5,0,0,0,7.2,46,22.6,1860.9,15,15
1,2,0,5,7,0,0,0,7.0,43,554,-702,20.5,1593.6,0,4,4,0,0,0,7.0,68,17.9,1538.2,15,28
1,1,1,7,5,0,1,0,7.4,47,1256,-295,22.6,1664.9,6,2,1,1,0,0,7.4,63,26.8,1539.3,17,16
1,2,1,10,14,1,0,0,7.0,36,4373,4286,20.3,1761.8,4,2,3,0,0,0,6.0,24,18.4,1324.5,40,13
1,2,1,6,6,0,0,0,6.6,45,-245,-278,19.5,1587.1,2,5,6,1,0,0,7.0,45,22.1,1611.6,24,14
0,1,1,8,7,0,1,1,7.0,32,393,-215,20.6,1767.6,1,8,9,1,0,0,7.0,46,22.3,1728.3,15,16
1,4,1,7,6,0,0,0,7.4,55,2822,2207,24.8,1742.3,3,2,2,1,0,0,7.0,64,21.9,1460.1,16,24
0,2,0,1,0,0,0,0,6.4,52,-5025,-2610,21.0,1341.0,4,10,16,1,0,0,7.2,58,22.8,1843.5,12,19
1,2,0,7,8,0,0,0,7.0,44,-371,-172,21.9,1699.2,3,8,7,1,0,0,7.2,65,22.5,1736.3,19,30
1,4,1,8,10,1,1,1,7.0,56,3999,2223,23.1,1867.8,1,4,5,0,0,0,6.6,42,19.3,1467.9,16,13
0,1,0,5,12,0,0,0,7.0,66,-4157,-1724,22.2,1622.0,1,12,24,1,0,0,7.4,52,25.7,2037.7,22,15
0,0,0,5,2,0,0,0,6.0,56,-5298,-4670,16.9,1493.0,1,12,14,1,0,0,7.4,52,24.2,2022.8,31,11
0,2,0,7,7,0,0,0,6.8,51,-28,-63,20.1,1630.4,1,8,4,0,0,0,6.8,41,20.9,1633.2,12,14
1,4,0,7,14,1,0,0,7.0,52,462,579,23.0,1707.5,4,5,6,0,0,0,6.6,51,22.4,1661.3,51,17
0,4,0,5,5,0,0,0,7.0,47,-81,-1,22.5,1549.9,3,3,3,1,0,0,6.8,60,21.4,1558.0,16,17
1,3,1,6,9,1,1,0,7.4,55,752,344,21.8,1697.2,1,4,3,0,0,0,7.2,68,24.7,1622.0,14,15
0,2,0,6,5,0,0,0,6.6,28,-1555,-357,18.9,1525.6,2,10,12,1,0,0,6.8,45,18.2,1681.1,14,17
1,2,0,6,9,0,0,0,7.2,52,1188,2039,19.7,1656.8,2,3,4,1,1,0,6.8,52,20.7,1538.0,15,20
1,1,1,7,10,0,1,0,7.2,56,1639,-213,22.4,1732.6,2,3,3,1,0,0,7.0,68,24.8,1568.7,14,17
1,5,0,6,7,0,0,0,7.2,51,1552,1488,22.6,1661.9,4,4,5,0,0,0,6.8,52,21.3,1506.7,16,31
0,4,0,4,4,0,0,0,7.2,36,41,-936,26.1,1629.5,2,5,5,1,0,0,7.2,64,23.4,1625.4,14,56
1,2,1,7,7,1,0,0,6.6,52,-259,-1115,18.6,1568.0,1,4,4,0,0,0,7.0,51,22.7,1593.9,12,37
0,1,1,7,8,0,0,0,6.8,36,367,-1025,19.1,1643.2,2,7,7,1,0,0,7.0,47,21.2,1606.5,15,32
1,3,0,10,9,1,1,2,7.2,53,2941,1850,21.9,1919.7,6,6,6,0,0,0,6.6,52,19.2,1625.6,15,15
1,2,1,10,8,1,0,0,7.2,51,1142,283,22.1,1846.8,3,7,6,0,0,0,7.2,40,25.2,1732.6,15,18
1,1,1,9,10,0,0,0,7.0,35,4051,1394,22.9,1828.0,5,5,3,1,0,0,6.6,36,21.1,1422.9,21,19
1,5,0,5,7,0,0,0,6.6,48,-2419,-1437,19.3,1610.3,5,9,14,0,1,0,7.0,40,24.6,1852.2,17,50
1,4,1,6,8,1,1,0,7.2,65,1624,1008,22.1,1683.2,1,4,5,0,0,0,7.0,33,23.8,1520.8,16,17
0,1,0,3,5,1,0,0,6.8,40,-2254,-379,23.2,1502.8,3,8,8,0,0,0,7.0,48,23.2,1728.2,36,18
1,2,1,9,6,0,1,0,7.2,54,834,1853,19.4,1707.6,0,5,2,0,0,0,6.6,36,23.8,1624.2,13,16
1,2,1,7,6,0,0,0,6.8,35,2150,1104,21.0,1674.5,4,4,3,0,0,0,6.6,50,18.7,1459.5,20,14
1,2,0,4,4,0,1,0,6.6,42,-1624,-2019,22.2,1565.8,1,8,8,1,0,0,7.4,61,20.7,1728.2,15,16
1,0,1,6,6,0,1,0,7.2,72,-2072,412,16.7,1576.0,2,5,2,1,0,1,7.0,51,26.8,1783.2,8,16
0,2,0,2,3,0,1,0,6.8,57,-2089,537,21.0,1462.4,5,7,10,0,0,0,6.6,38,21.5,1671.3,13,39
1,4,0,2,1,0,0,0,7.0,48,542,1212,24.5,1556.8,1,3,4,1,0,0,6.6,62,20.9,1502.6,10,16
0,2,0,6,4,0,1,0,7.2,49,-226,-221,23.1,1633.1,3,7,7,0,0,0,7.0,54,22.6,1655.7,17,37
1,2,1,7,7,1,1,0,7.4,60,316,10,24.0,1720.4,1,5,4,0,0,0,7.0,48,23.6,1688.8,32,36
0,4,1,3,3,0,0,0,6.6,36,-821,-2540,19.5,1491.0,3,6,4,1,0,0,6.8,67,20.6,1573.1,16,44
1,3,1,12,15,1,0,0,7.6,60,4294,4438,19.2,1914.1,2,5,3,0,0,0,6.4,36,21.0,1484.7,37,15
0,4,0,2,1,0,0,0,7.0,64,-4891,-2335,19.4,1420.8,1,8,8,0,1,1,7.2,40,26.6,1909.9,19,20
1,3,0,9,7,1,0,0,6.8,44,3432,2317,23.4,1795.1,1,4,9,0,0,0,6.4,45,18.3,1451.9,21,16
1,2,1,7,8,1,0,0,6.8,62,-563,-812,19.7,1614.2,4,8,12,0,0,0,7.0,48,20.7,1670.5,15,24
1,4,0,4,5,0,0,0,7.2,65,60,-341,23.7,1633.3,5,4,3,1,0,0,7.6,80,25.2,1627.3,15,23
0,1,1,8,11,0,0,0,6.8,63,2761,680,22.2,1752.6,3,2,2,1,0,0,6.8,64,21.6,1476.5,19,13
1,4,1,7,7,1,1,0,7.2,76,1542,2179,22.1,1738.1,2,7,4,0,0,0,7.0,48,20.4,1583.9,14,17
0,1,0,5,5,0,1,1,7.4,56,2323,2120,23.0,1785.4,1,3,2,0,0,0,7.0,52,21.9,1553.1,35,13
0,2,1,6,4,1,0,0,7.0,59,-1143,-859,20.6,1569.8,1,5,3,0,1,0,7.0,50,25.9,1684.1,15,15
1,3,0,6,4,0,0,0,7.0,49,-665,-571,19.5,1603.9,3,7,5,1,0,0,7.0,52,23.1,1670.4,19,16
0,5,0,3,4,0,1,0,6.8,52,-2520,-1932,20.6,1450.6,1,8,7,1,0,0,7.2,56,22.1,1702.6,16,16
1,2,0,6,6,0,0,0,7.0,51,708,1208,22.6,1683.0,2,6,4,1,1,0,6.8,54,20.4,1612.2,141,18
1,2,0,2,3,1,0,0,7.0,52,410,720,24.5,1490.9,3,1,1,0,0,0,6.8,52,23.7,1449.9,19,14
1,3,0,0,0,0,0,0,6.4,32,-4578,-3673,20.1,1293.9,2,5,5,1,0,0,7.4,79,25.9,1751.7,14,19
0,1,0,8,3,0,0,0,7.0,64,1079,1586,21.6,1667.8,5,6,3,1,0,0,6.8,32,22.0,1559.9,15,15
0,1,0,5,3,0,0,0,6.4,56,-4024,-2373,21.0,1532.2,2,14,17,1,0,0,6.8,47,20.3,1934.6,11,18
0,4,1,5,4,0,0,0,7.2,64,44,170,21.0,1656.2,1,7,8,1,0,0,7.0,36,24.5,1651.8,38,21
1,3,1,6,5,0,1,0,7.0,56,-560,-46,21.4,1635.3,2,8,10,1,0,0,7.4,44,22.1,1691.3,14,16
0,2,0,7,6,0,1,0,6.6,55,-1343,-591,20.7,1699.8,3,11,15,1,0,0,6.8,40,19.1,1834.1,8,18
0,2,0,5,7,1,0,0,6.6,35,60,323,18.8,1505.1,2,5,4,0,0,0,6.8,44,20.6,1499.1,19,11
0,3,0,3,6,0,0,0,6.8,46,-1501,-1478,20.8,1498.6,3,6,4,0,0,0,7.2,49,22.0,1648.7,48,18
0,4,1,7,9,0,0,0,6.6,40,1331,1287,21.4,1700.3,1,5,8,0,0,0,6.8,52,19.0,1567.2,40,16
0,3,0,4,5,1,0,0,6.6,43,-4864,-2818,22.6,1538.0,2,12,17,0,1,2,7.2,36,23.1,2024.4,16,17
1,1,1,9,8,1,1,0,7.2,76,3821,4288,21.6,1859.9,1,3,5,0,0,0,6.8,56,18.7,1477.8,16,34
1,1,0,6,6,0,0,0,6.8,46,-1477,-1018,19.2,1593.6,3,7,10,1,0,0,7.0,53,24.5,1741.3,14,15
1,2,1,3,2,0,0,0,6.8,52,446,263,22.4,1526.5,1,2,1,0,0,0,6.6,45,23.7,1481.9,15,14
1,1,1,10,12,1,0,0,7.0,50,3504,995,21.9,1817.7,3,3,4,0,0,0,6.8,46,21.4,1467.3,16,16
0,6,0,7,12,0,1,0,6.6,39,2046,584,22.0,1660.5,5,5,9,1,0,0,6.6,44,17.5,1455.9,15,20
0,2,1,4,3,0,0,0,6.8,40,-541,-1094,20.3,1474.2,3,3,5,1,1,0,7.2,60,23.0,1528.3,17,17
0,0,0,3,1,0,0,0,7.0,60,-3132,-1630,19.4,1444.0,2,8,6,1,0,0,7.0,50,22.0,1757.2,13,17
0,4,0,2,3,0,0,0,5.4,4,-8472,-8242,18.7,1279.8,1,13,16,1,0,1,7.6,64,22.4,2127.0,13,16
0,4,0,5,6,0,0,0,6.6,63,-687,-372,20.1,1569.8,3,6,8,1,0,0,7.0,43,23.0,1638.5,14,23
1,3,1,7,7,1,0,0,7.2,48,3129,2922,21.6,1732.4,0,2,3,0,0,0,6.8,47,20.8,1419.5,80,18
0,2,0,2,5,0,1,0,6.8,47,-2539,-943,23.3,1461.3,5,4,7,1,0,0,7.0,47,23.4,1715.2,11,13
0,3,1,4,4,0,0,0,6.6,44,-2167,-2507,19.6,1470.5,1,5,6,1,0,0,7.2,65,24.0,1687.2,12,17
1,3,0,8,10,0,0,0,7.2,47,910,1269,24.7,1753.6,5,5,6,1,0,0,7.0,68,22.6,1662.6,16,16
0,3,0,5,3,0,1,0,6.6,55,-521,-1275,21.3,1522.6,2,5,3,1,0,0,7.2,48,23.6,1574.7,13,11
0,2,1,6,5,0,0,0,7.0,41,523,-1060,19.7,1605.1,5,5,4,1,0,0,7.2,54,22.6,1552.8,13,15
1,1,0,3,4,0,0,0,6.8,47,-341,-1982,23.6,1515.8,3,4,5,1,1,0,7.0,56,21.9,1549.9,17,18
0,2,1,8,13,0,0,0,6.4,44,247,-775,19.3,1693.4,1,8,6,1,0,0,6.6,56,19.1,1668.7,17,15
0,7,1,4,7,0,1,0,6.8,52,-2236,-2070,19.8,1522.8,5,8,8,1,0,0,7.2,48,22.7,1746.4,20,20
1,3,1,10,7,0,0,0,7.0,56,3297,2983,20.5,1771.0,1,4,3,1,0,0,6.4,44,18.3,1441.3,15,16
0,1,0,2,2,0,0,0,7.0,49,-682,-89,22.8,1497.1,4,3,5,1,0,0,7.2,49,25.2,1565.3,17,18
0,2,0,10,10,0,1,0,7.2,50,1923,437,20.5,1783.5,2,5,5,0,0,0,6.8,43,21.6,1591.2,22,18
1,2,0,7,4,1,1,0,7.2,64,1738,2447,23.4,1707.1,3,3,2,0,0,0,6.8,57,22.6,1533.3,16,16
0,4,0,6,10,1,0,0,7.0,50,-3451,-2220,20.8,1624.5,5,11,10,0,1,0,7.6,59,23.5,1969.6,42,26
0,5,1,6,6,0,0,0,7.0,42,2251,-284,23.5,1683.5,1,2,2,1,1,0,7.0,49,24.8,1458.4,15,90
0,1,1,6,8,0,0,0,7.2,67,-884,963,22.6,1708.8,2,9,15,1,1,0,6.8,48,21.8,1797.2,19,19
0,2,0,5,7,1,0,0,7.2,56,864,898,22.3,1638.3,2,4,2,0,0,0,7.0,45,24.6,1551.9,12,15
1,5,1,4,2,1,0,1,6.8,58,1830,-1232,22.0,1657.7,4,2,1,0,1,0,7.0,66,21.9,1474.7,17,17
1,3,1,12,19,1,0,0,7.6,44,3913,2948,22.1,1960.7,2,5,7,0,0,0,6.6,52,22.0,1569.4,59,17
1,2,1,8,7,1,1,0,6.6,47,-2675,-1325,14.9,1577.5,4,9,11,0,0,0,7.0,42,23.1,1845.0,19,19
0,2,1,4,4,1,1,0,6.6,45,-1430,147,18.5,1499.8,1,8,7,0,0,0,6.6,48,19.6,1642.8,12,14
0,1,1,8,10,1,1,0,6.8,48,226,221,20.7,1690.6,3,8,4,0,0,0,6.8,54,17.6,1668.0,20,15
1,3,1,9,8,1,1,1,7.0,49,4324,1705,20.9,1874.3,4,3,1,0,0,0,6.6,56,19.1,1441.9,16,15
0,3,0,8,11,0,0,0,7.0,40,-355,279,19.8,1663.4,3,8,7,0,0,0,6.8,44,19.5,1698.9,17,38
0,19,0,3,4,0,0,0,6.2,35,-4529,-4665,17.7,1363.6,2,8,7,1,1,0,7.4,60,24.9,1816.5,52,37
0,3,1,3,1,1,0,0,6.4,50,-4663,-3624,16.7,1374.4,2,10,11,0,0,0,7.2,44,21.9,1840.7,11,15
0,3,1,4,9,1,0,0,6.8,46,-211,-1817,23.0,1582.3,4,4,4,0,0,0,7.2,64,23.3,1603.4,14,36
1,7,1,7,6,1,0,0,7.2,47,38,1241,21.9,1635.6,1,6,5,0,1,0,7.0,40,22.6,1631.8,32,12
0,2,0,11,14,0,1,1,6.6,55,3315,904,19.5,1980.1,1,9,12,1,0,0,6.4,45,14.7,1648.6,19,17
0,4,1,11,12,0,0,0,7.0,39,1211,-757,20.2,1820.0,3,9,10,1,0,0,7.2,60,21.1,1698.9,16,18
0,0,0,4,2,0,0,0,6.8,40,-188,270,23.0,1533.5,3,3,2,1,0,0,7.0,60,24.8,1552.3,55,11
1,2,1,6,4,0,0,0,7.2,52,1852,2113,23.8,1679.2,1,4,5,0,0,0,6.6,40,21.8,1494.0,15,20
0,3,1,12,13,1,0,1,7.0,44,3059,1408,23.2,2008.6,1,8,8,0,1,0,6.4,56,20.7,1702.7,14,20
0,3,0,1,1,0,0,0,6.4,45,-2552,-2268,23.2,1385.8,1,4,6,1,1,0,7.0,63,23.9,1641.0,17,14
0,5,1,5,9,0,0,0,7.0,53,-1566,-1852,22.2,1619.0,2,7,6,1,0,0,7.2,62,25.8,1775.6,50,18
0,4,1,7,5,0,0,0,7.0,42,-2967,-758,20.2,1611.2,1,10,10,0,0,0,7.2,45,23.8,1907.9,11,15
1,10,0,9,10,0,1,0,6.8,40,-98,-169,19.8,1729.8,5,11,13,1,0,0,7.0,36,18.2,1739.6,20,47
0,2,0,2,3,0,0,0,6.6,38,-1972,-1177,24.0,1459.3,2,4,5,0,0,0,7.2,64,25.3,1656.5,12,12
1,2,1,10,17,1,0,0,6.8,54,557,-1383,20.1,1772.3,2,8,9,0,0,0,7.4,68,20.4,1716.6,14,13
0,4,1,8,11,0,1,0,6.8,45,1217,309,20.4,1656.5,4,3,2,0,0,0,6.6,45,21.4,1534.8,19,74
1,4,0,4,7,0,0,0,7.2,62,-27,394,25.4,1630.1,2,5,6,1,0,0,7.2,46,23.4,1632.8,13,18
1,4,1,6,5,0,1,0,7.2,59,865,2685,23.8,1669.8,4,5,8,1,0,0,6.8,48,21.3,1583.3,15,22
0,0,0,1,1,0,0,0,7.0,60,-1653,-1289,23.5,1487.8,1,4,4,1,0,0,7.2,64,25.8,1653.1,13,13
0,3,0,5,3,1,0,0,7.0,66,1932,2097,25.5,1649.4,1,3,3,0,0,0,6.6,52,18.2,1456.2,17,16
0,1,1,5,4,0,0,0,7.0,60,-3386,-2729,20.6,1546.3,3,9,13,0,0,0,7.0,51,23.4,1884.9,14,16
0,1,0,6,9,0,0,0,6.6,40,-5097,-3482,16.1,1543.5,3,15,16,1,0,0,7.4,44,22.6,2053.2,16,17
0,2,1,5,8,1,1,0,6.8,67,1321,1735,21.5,1616.5,2,1,2,0,0,0,6.6,56,24.5,1484.4,53,14
0,1,1,6,9,1,0,0,7.2,50,-276,-1424,23.3,1664.0,2,6,8,0,0,0,7.4,59,22.0,1691.6,14,22
0,0,1,6,6,0,1,0,7.0,53,-19,-1122,21.2,1642.2,1,4,2,0,0,0,7.0,68,25.6,1644.1,13,11
1,4,1,8,7,0,0,0,7.2,33,2590,1850,25.6,1786.3,5,4,4,0,0,0,7.0,48,21.8,1527.3,16,13
0,6,1,8,8,0,0,0,6.8,45,510,-601,22.6,1697.0,5,6,10,1,0,0,6.8,48,23.0,1646.0,16,25
0,6,0,4,7,0,0,0,6.8,51,103,412,19.1,1486.6,6,2,3,0,1,0,6.8,41,23.9,1476.3,21,21
1,2,1,9,10,0,0,0,7.0,48,-237,-500,22.9,1776.1,2,10,13,1,0,0,7.2,60,20.0,1799.8,12,19
1,3,0,7,5,0,0,0,7.0,48,-612,549,23.3,1665.0,1,4,5,1,1,1,7.0,59,23.2,1726.2,13,19
0,4,1,8,6,0,1,0,7.4,53,4488,3191,26.4,1860.7,1,1,1,1,0,0,6.6,60,21.0,1411.9,18,15
0,2,0,8,6,0,0,0,6.8,48,335,675,20.9,1623.7,1,5,5,1,0,0,6.8,64,19.2,1590.2,18,16
0,1,0,2,2,1,0,0,6.8,40,-814,-418,22.0,1427.3,2,3,2,0,1,0,6.6,44,22.4,1508.7,19,11
1,4,1,6,7,1,0,0,7.0,39,-39,464,23.2,1590.6,5,5,9,0,0,0,6.6,45,19.7,1594.5,15,13
1,5,1,4,3,0,0,0,6.8,53,80,-609,26.4,1608.3,2,5,8,1,0,0,7.2,53,22.5,1600.3,20,67
0,4,0,2,2,1,1,0,7.0,77,-1975,-888,20.4,1503.4,4,8,11,0,0,0,7.0,44,20.1,1700.9,14,15
0,4,1,5,7,0,0,0,7.2,52,1723,970,25.7,1666.0,1,3,5,1,1,0,7.0,52,22.7,1493.7,13,38
0,0,1,5,2,1,0,0,5.8,56,-5763,-4731,15.5,1394.5,2,9,11,0,1,2,7.4,60,20.3,1970.8,18,14
0,11,0,3,6,0,0,0,6.6,53,-6050,-4081,20.7,1499.1,0,13,16,0,0,0,7.6,60,27.3,2104.1,16,38
0,3,1,3,6,1,0,0,7.0,60,1152,-29,26.1,1665.3,2,3,6,0,0,0,7.2,60,22.8,1550.1,38,15
1,3,1,7,9,0,1,0,7.0,64,3822,2980,20.9,1755.7,2,2,1,0,0,0,6.0,24,22.4,1373.5,17,18
0,2,0,4,4,1,0,0,6.6,41,-2975,-2024,19.6,1443.9,1,8,10,0,0,0,7.0,40,23.5,1741.4,14,39
1,1,1,12,18,1,0,0,7.0,40,1526,472,22.7,1856.7,1,5,7,0,0,0,6.8,56,20.3,1704.1,41,17
1,3,1,9,9,1,0,0,7.0,44,3916,2599,22.9,1707.9,0,1,0,0,0,0,6.6,44,19.1,1316.3,17,16
1,1,1,6,2,1,1,3,7.4,70,8776,8348,27.6,2105.1,1,1,1,0,0,0,5.4,20,17.6,1227.5,13,14
0,2,0,8,4,0,0,0,6.4,4,-4493,-3830,21.3,1522.9,2,10,10,1,1,1,7.4,68,21.8,1972.2,14,13
1,3,1,5,3,1,0,0,7.0,55,1018,-1023,21.4,1649.0,0,4,2,0,1,0,7.2,64,20.4,1547.2,14,13
1,2,1,8,7,0,0,0,7.0,47,-97,165,20.0,1704.7,3,9,6,1,0,0,6.8,48,19.8,1714.4,14,16
0,0,0,4,4,0,0,0,7.0,51,-933,-636,18.7,1484.4,2,6,6,0,1,0,7.0,31,21.7,1577.7,43,18
0,2,0,8,10,0,0,0,7.2,37,-4322,-1588,20.6,1638.2,1,10,8,0,1,1,7.2,60,24.4,2070.4,17,16
1,2,0,7,11,0,0,0,7.2,49,1350,524,23.1,1811.3,5,4,6,0,0,0,7.0,65,26.2,1676.3,24,16
0,1,0,1,0,0,0,0,6.6,51,-5490,-2476,19.4,1393.3,2,9,8,1,0,1,7.2,52,22.5,1942.3,33,18
0,2,0,8,9,1,0,0,6.8,36,-730,58,21.4,1635.2,6,8,10,0,0,0,7.0,50,19.1,1708.2,19,11
1,2,1,2,0,0,0,0,7.0,64,-631,337,23.9,1509.8,2,2,2,1,0,0,7.2,76,25.8,1572.9,12,23
0,3,1,5,4,0,1,0,7.4,50,-183,254,24.4,1638.4,5,4,3,1,0,0,7.0,60,24.3,1656.7,35,16
0,3,1,7,9,0,1,0,6.6,56,-2250,-1591,19.8,1713.2,5,11,17,1,0,0,7.0,52,19.6,1938.2,18,17
0,7,1,5,6,1,0,0,6.8,60,493,-699,24.9,1611.6,5,3,3,0,0,0,7.2,48,25.0,1562.3,19,43
0,5,1,7,11,0,0,0,7.0,49,-211,-626,23.0,1720.1,2,7,10,1,0,0,7.2,68,22.2,1741.2,18,16
1,0,0,3,4,0,0,0,7.0,49,-1611,97,22.8,1522.4,5,6,11,0,0,0,7.2,44,24.7,1683.5,18,40
0,2,0,6,3,0,0,0,6.4,44,-1343,-768,20.3,1533.4,3,8,5,1,0,0,6.6,36,20.4,1667.7,16,21
1,3,1,12,17,1,1,1,7.4,59,5512,3244,27.2,2101.6,1,3,6,0,0,0,6.6,56,21.2,1550.4,18,50
0,4,0,7,9,0,0,0,6.8,47,-3590,-1683,18.6,1581.2,1,13,10,1,0,0,7.2,52,21.6,1940.2,15,17
1,3,1,5,10,0,1,0,6.2,44,-406,-1748,19.4,1544.7,1,5,6,0,0,0,7.0,50,21.9,1585.3,19,16
0,0,1,5,6,0,0,0,6.6,56,-2150,-1215,20.9,1581.2,3,11,18,1,0,0,6.8,66,17.5,1796.2,15,13
0,1,0,1,1,1,0,0,6.8,45,-679,-1331,21.4,1430.1,4,5,2,0,0,0,7.0,43,21.6,1498.0,17,13
1,1,0,2,1,0,1,0,6.6,51,-3114,-2569,20.4,1474.9,0,10,5,0,0,0,7.2,47,22.4,1786.3,12,19
1,1,0,7,6,0,0,0,7.4,64,1564,668,25.4,1760.5,2,6,3,1,0,0,7.2,44,21.4,1604.1,39,17
0,5,0,5,5,1,0,0,6.8,53,-4205,-1540,20.7,1553.5,4,9,10,0,0,1,7.4,44,25.1,1974.0,53,20
1,3,1,11,13,0,0,0,7.2,62,4172,1918,23.0,1876.1,2,1,1,0,0,0,6.8,47,25.9,1458.9,46,14
1,0,1,8,5,1,0,0,6.4,44,-2672,-2811,21.6,1685.5,3,12,19,0,0,0,7.4,65,20.4,1952.7,15,13
1,1,1,18,15,1,0,0,7.6,59,4287,3938,22.4,2135.2,0,10,11,0,0,0,6.8,35,13.5,1706.5,11,13
0,3,1,5,7,1,0,0,7.2,54,811,881,22.1,1599.0,2,1,1,0,0,0,7.0,65,23.5,1517.9,15,16
1,1,1,5,3,1,0,0,6.4,47,-585,-809,18.4,1501.5,2,4,2,0,1,0,6.8,52,24.8,1560.0,12,17
0,2,0,5,3,0,1,0,6.6,24,-1042,-2030,22.3,1543.2,1,6,8,1,0,0,7.0,64,22.1,1647.4,14,20
0,7,0,4,4,0,0,0,7.0,51,163,1490,23.6,1540.4,3,3,3,1,0,0,6.8,43,23.8,1524.1,13,18
0,3,1,5,5,1,0,0,7.2,52,1697,1110,23.3,1622.4,3,1,1,0,0,0,6.6,60,23.8,1452.7,41,15
0,2,1,10,15,1,0,0,7.0,57,1059,180,17.7,1743.7,1,7,5,0,1,0,6.8,55,18.6,1637.8,12,121
0,4,1,6,5,0,1,0,7.6,72,1498,149,23.6,1778.3,3,6,7,1,0,0,7.4,61,21.3,1628.5,16,13
1,2,0,8,5,0,0,0,7.2,41,457,692,22.7,1761.8,1,8,5,1,0,0,7.0,49,22.5,1716.1,15,17
1,5,0,9,16,1,0,0,7.4,54,4620,2871,25.4,1898.4,2,2,3,0,0,0,6.6,59,17.1,1436.4,16,16
1,2,1,11,8,1,0,0,6.8,40,1117,-637,20.5,1810.4,0,10,6,0,0,0,6.8,41,16.8,1698.7,11,17
1,3,1,5,2,0,0,0,7.0,68,929,1352,25.1,1725.0,3,6,9,1,0,0,7.2,44,21.1,1632.1,18,13
0,11,0,5,7,1,1,0,7.0,56,459,1309,24.3,1622.2,1,4,1,0,0,0,7.0,51,23.4,1576.3,15,42
0,4,0,3,2,0,0,0,7.0,47,-2537,-1603,23.8,1517.9,3,8,6,1,0,0,7.2,64,21.6,1771.6,27,16
0,1,1,3,2,0,0,0,5.6,20,-4882,-4505,19.7,1389.6,1,13,18,1,0,0,6.8,57,20.4,1877.8,14,52
0,4,0,8,11,0,0,0,6.8,40,1014,688,21.8,1791.1,3,8,12,0,1,0,6.6,47,19.1,1689.7,15,15
1,3,0,11,10,0,0,0,7.0,39,3039,2255,21.7,1858.2,4,5,8,0,0,0,6.6,28,20.3,1554.3,14,14
1,4,1,13,18,1,1,0,6.8,30,650,511,20.7,1909.9,5,10,8,0,0,0,6.6,52,20.4,1844.9,111,27
1,1,1,6,8,0,1,0,6.8,48,-905,-709,18.7,1587.9,1,9,10,1,0,0,7.0,53,18.3,1678.4,41,34
1,0,0,9,4,0,0,0,6.8,32,966,969,23.9,1735.4,5,7,4,1,0,0,6.8,39,20.8,1638.8,17,15
0,1,1,6,9,0,1,1,6.6,40,-429,-1821,18.6,1676.0,3,8,10,0,0,0,7.2,43,24.2,1718.9,25,13
1,1,1,7,8,1,1,0,6.6,53,1211,355,20.9,1683.9,18,5,9,0,0,0,6.8,51,19.1,1562.8,38,8
0,2,1,6,6,1,0,0,7.0,43,53,-114,22.5,1618.6,0,5,5,0,0,0,6.8,56,20.5,1613.3,11,12
0,1,1,9,10,1,0,0,7.0,55,649,-103,19.8,1691.5,2,5,5,0,0,0,6.8,60,19.7,1626.6,34,12
0,1,0,9,7,0,0,1,6.2,30,-135,-1288,20.7,1795.1,6,11,11,1,0,0,6.6,45,19.0,1808.6,20,14
1,3,1,8,7,1,0,0,7.2,43,1137,-609,22.4,1772.2,4,7,6,0,1,0,7.2,47,22.5,1658.5,33,53
1,2,1,9,9,1,0,0,7.0,56,3951,2490,24.9,1838.1,4,1,0,0,0,0,6.6,60,21.4,1443.0,19,17
0,2,0,5,5,0,0,0,6.8,46,-859,-2114,21.9,1608.4,1,6,5,1,0,0,7.4,60,24.4,1694.3,13,17
0,5,0,2,0,0,0,0,7.2,60,-962,612,23.9,1505.4,7,6,6,1,0,0,6.8,44,23.3,1601.6,19,18
1,3,1,12,17,0,0,0,6.8,42,2554,1453,19.4,1783.8,3,5,5,0,0,0,6.4,41,21.5,1528.4,53,18
0,4,1,8,8,0,0,0,6.8,48,1158,-618,23.9,1741.5,3,7,4,1,0,0,7.2,84,18.4,1625.7,16,17
0,6,0,3,3,1,0,0,6.6,44,-2963,-1630,23.4,1502.5,3,6,6,0,1,0,7.2,56,25.2,1798.8,19,59
0,0,0,4,4,0,0,0,6.2,48,-1894,-2184,20.6,1536.2,2,7,4,0,1,1,7.0,52,19.6,1725.6,18,13
0,3,0,4,1,0,0,0,6.8,52,-1535,-716,23.0,1503.8,1,7,8,1,0,0,6.8,60,21.5,1657.3,10,16
