gameId,blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueAssists,blueDragons,blueHeralds,blueTowersDestroyed,blueAvgLevel,blueTotalExperience,blueTotalJungleMinionsKilled,blueGoldDiff,blueExperienceDiff,blueCSPerMin,blueGoldPerMin,redWardsPlaced,redWardsDestroyed,redKills,redAssists,redDragons,redHeralds,redTowersDestroyed,redAvgLevel,redTotalExperience,redTotalJungleMinionsKilled,redCSPerMin,redGoldPerMin,blueChamps,redChamps,bluePredWinrate,redPredWinrate,blueAvgPickrate,redAvgPickrate,blueHas62,redHas62,blueHas111,redHas111,blueHas145,redHas145,blueHas39,redHas39,blueHas517,redHas517
4514193601,1,11,3,0,7,7,0,0,0,7.2,18030,36,1474,963,20.9,1646.4,14,3,3,3,0,0,0,6.6,17067,45,22.5,1499.0,"['Ezreal', 'Darius', 'Lee Sin', 'Yuumi', 'Diana']","[""Kai'Sa"", 'Pantheon', 'Elise', 'Orianna', 'Karma']",0.491337610411971,0.4901878724525382,0.15784998481627693,0.11468772142929448,False,False,False,False,False,True,False,False,False,False
4518928631,1,19,1,1,8,7,0,0,0,6.8,17611,48,2588,1543,19.6,1642.4,14,4,2,0,0,1,0,6.6,16068,60,18.5,1383.6,"['Fizz', 'Ekko', 'Sett', 'Brand', 'Varus']","['Renekton', 'Akali', 'Trundle', 'Kalista', 'Janna']",0.5077160501910472,0.4912938392366744,0.12319060633667375,0.10353274622937544,False,False,False,False,False,False,False,False,False,False
4413670399,0,20,3,0,9,14,1,0,0,6.8,17832,44,14,202,20.1,1749.4,17,3,8,9,0,0,0,7.0,17630,44,24.3,1748.0,"['Jarvan IV', 'Mordekaiser', 'Yasuo', 'Nami', 'Jinx']","['Draven', 'Lucian', ""Rek'Sai"", 'Janna', 'Akali']",0.4902320363061435,0.5036136186762812,0.07235550156898471,0.10047575665553192,False,False,False,False,False,False,False,False,False,False
4506003362,1,40,4,1,8,8,0,1,0,7.2,20672,76,5359,4990,22.8,1869.1,18,2,1,2,1,0,0,6.4,15682,36,20.8,1333.2,"['Shen', ""Vel'Koz"", 'Taliyah', 'Yasuo', 'Miss Fortune']","[""Kha'Zix"", 'Aphelios', 'Camille', 'Yuumi', 'Syndra']",0.4966774197934779,0.4970282974539507,0.10744002429395688,0.13258426966292136,False,False,False,False,False,False,False,False,False,False
4519816052,0,16,4,0,7,6,0,1,0,7.0,18130,50,-3620,-282,21.8,1644.6,13,3,11,16,0,0,1,6.8,18412,34,22.9,2006.6,"['Morgana', 'Gragas', 'Janna', 'Caitlyn', 'Aatrox']","['Katarina', 'Ashe', 'Elise', 'Miss Fortune', 'Sett']",0.4874237343625859,0.5218483378990589,0.08648648648648649,0.1523231096264804,False,False,False,False,False,False,False,False,False,False
4518755831,0,14,3,1,7,8,0,0,0,6.8,16527,46,-2295,-2516,18.4,1625.9,13,2,10,13,0,0,0,7.2,19043,47,22.8,1855.4,"['Caitlyn', ""Kha'Zix"", 'Garen', 'Akali', 'Janna']","['Thresh', 'Fiora', 'Camille', 'Ekko', 'Draven']",0.4909371626841139,0.5154510618646351,0.07630326956169653,0.13545905456017815,False,False,False,False,False,False,False,False,False,False
4509249134,0,17,2,1,4,4,1,0,0,7.2,18316,56,-2932,-2135,21.1,1623.1,40,2,11,15,0,0,0,7.4,20451,52,21.5,1916.3,"['Wukong', 'Twisted Fate', 'Olaf', 'Tahm Kench', 'Senna']","['Bard', 'Heimerdinger', 'Riven', 'Taliyah', 'Yasuo']",0.5218962967573015,0.5038169323644192,0.09355197894523737,0.08000809798562608,True,False,False,False,False,False,False,False,False,False
4381068813,0,42,1,1,7,8,1,0,0,6.6,16204,43,2037,-281,19.6,1614.6,19,5,3,3,0,0,0,6.4,16485,57,17.2,1410.9,"['Jhin', 'Jax', 'Katarina', 'Lee Sin', 'Bard']","['Qiyana', 'Miss Fortune', 'Janna', 'Rumble', 'Malphite']",0.5179005127492254,0.5249113981902495,0.12788743799979754,0.0996659580929244,False,False,False,False,False,False,False,False,False,False
4443689481,1,19,3,1,9,8,1,0,0,6.8,17484,48,992,-609,19.1,1734.4,14,0,6,6,0,0,0,7.0,18093,57,20.6,1635.2,"['Ornn', 'Miss Fortune', 'Brand', 'Jax', 'Sejuani']","['Sett', 'Udyr', 'Vayne', 'Volibear', 'Pyke']",0.5106203248390324,0.5066410632139149,0.1021560886729426,0.08796436886324528,False,False,False,False,False,False,False,False,False,False
4523513281,1,15,0,0,8,12,0,0,0,7.0,18655,65,1568,611,20.3,1732.7,14,2,5,5,0,0,0,7.0,18044,44,21.2,1575.9,"['Yasuo', 'Rakan', 'Syndra', 'Fiddlesticks', 'Renekton']","['Mordekaiser', 'Miss Fortune', 'Nasus', 'Rengar', 'Ekko']",0.4897632757823859,0.4975869498547304,0.11061848365219154,0.1172993217937038,False,False,False,False,False,False,False,False,False,False
4524371920,0,11,4,1,6,3,0,1,0,7.0,18066,60,-727,322,21.5,1656.8,15,2,7,10,1,0,0,7.0,17744,42,21.1,1729.5,"['Senna', 'Aphelios', 'Irelia', 'Jax', 'Shyvana']","['Syndra', 'Janna', 'Draven', 'Malphite', 'Pantheon']",0.4989043344250693,0.5076622417563635,0.11950602287680938,0.10405911529507036,False,False,False,False,False,False,True,False,False,False
4517907336,0,16,2,1,3,4,0,0,0,7.0,18040,50,-185,45,24.1,1573.2,14,3,4,4,1,0,0,7.0,17995,61,23.8,1591.7,"['Elise', 'Neeko', 'Camille', 'Taric', 'Kalista']","['Miss Fortune', 'Alistar', 'Ziggs', 'Akali', ""Rek'Sai""]",0.4997508936572433,0.5040368582101888,0.10347201133717987,0.10798663832371698,False,False,False,False,False,False,False,False,False,False
4496746747,1,55,3,1,7,5,0,0,0,7.0,19678,56,1322,2276,22.8,1681.2,17,4,5,5,1,0,0,6.6,17402,64,21.5,1549.0,"['Nidalee', 'Ekko', 'Thresh', 'Aphelios', 'Shen']","['Jax', 'Vayne', 'Rengar', 'Blitzcrank', 'Irelia']",0.5055980552573428,0.5017137850303169,0.14434659378479606,0.09363295880149812,False,False,False,False,False,False,False,True,False,False
4493140120,1,17,7,1,4,2,0,0,0,7.2,19307,60,1068,618,27.3,1645.2,16,4,2,4,0,0,0,7.2,18689,68,25.3,1538.4,"['Ziggs', 'Nautilus', 'Kalista', 'Jarvan IV', 'Renekton']","['Kayn', 'Syndra', 'Garen', 'Thresh', 'Aphelios']",0.4923331772139014,0.4924726816129169,0.1225427674865877,0.13096467253770624,False,False,True,False,False,False,False,False,False,False
4517972804,1,17,2,1,6,6,1,0,0,7.0,19221,63,1975,1433,24.9,1742.7,14,6,3,2,0,0,0,7.0,17788,60,23.4,1545.2,"['Thresh', 'Kalista', 'Poppy', 'Diana', 'Sett']","['Rengar', 'Yasuo', 'Orianna', 'Gragas', 'Nautilus']",0.4980562437371462,0.4830884845706962,0.1526065391233931,0.09697337787225427,False,False,False,True,False,False,False,False,False,False
4520080755,1,18,3,0,7,10,1,0,0,7.0,18221,64,2391,1726,20.7,1689.2,15,0,3,1,0,0,0,6.6,16495,47,19.0,1450.1,"['Lee Sin', 'Rumble', 'Rakan', 'Xayah', 'Sylas']","['Janna', 'Ezreal', 'Cassiopeia', 'Jarvan IV', 'Sett']",0.5042006229042899,0.5116255362725755,0.11586192934507546,0.1651786618078753,False,False,False,False,False,False,False,False,True,False
4524921520,1,25,1,0,5,4,0,0,0,7.2,18752,59,570,368,25.2,1700.3,75,2,5,4,0,0,0,7.2,18384,52,23.5,1643.3,"['Jax', 'Syndra', 'Rakan', 'Xayah', 'Nidalee']","[""Rek'Sai"", 'Gangplank', 'Zyra', 'Yasuo', 'Vayne']",0.5257438943587406,0.5013023744256351,0.10559773256402473,0.07504808178965483,False,False,False,False,False,False,False,False,False,False
4520997585,0,46,4,1,7,11,1,0,0,7.2,18457,48,1138,1758,20.5,1683.6,40,4,4,3,0,0,0,6.6,16699,44,22.3,1569.8,"['Caitlyn', 'Diana', 'Janna', 'Shen', ""Kha'Zix""]","['Camille', 'Aphelios', 'Shaco', 'Bard', 'Galio']",0.5019565406844939,0.5034263201081143,0.08836926814454905,0.09650774369875492,False,False,False,False,False,False,False,False,False,False
4454798967,0,15,0,0,3,4,1,0,0,6.6,16488,60,-6972,-3956,18.1,1443.4,12,2,11,10,0,1,1,7.6,20444,51,24.0,2140.6,"['Lee Sin', 'Heimerdinger', 'Lucian', 'Diana', 'Braum']","['Irelia', ""Rek'Sai"", 'Azir', 'Pyke', ""Kai'Sa""]",0.4863706689745165,0.4800172228906385,0.10515234335459052,0.11600364409353173,False,False,False,False,False,True,False,True,False,False
4525230737,1,12,4,0,7,9,0,0,0,6.8,17704,52,-422,-43,20.2,1669.6,28,1,7,10,1,1,0,7.0,17747,53,18.9,1711.8,"['Heimerdinger', 'Pantheon', 'Miss Fortune', 'Leona', 'Graves']","['Twisted Fate', 'Maokai', 'Jax', 'Senna', 'Nidalee']",0.5055045901772568,0.5275327778696202,0.10980868508958397,0.0985322401052738,False,False,False,False,False,False,False,False,False,False
4500075336,1,26,1,1,8,12,1,0,0,7.2,18550,56,2906,2360,18.2,1697.4,10,3,1,1,0,0,0,6.4,16190,48,20.1,1406.8,"['Pantheon', 'Malphite', 'Zilean', 'Ekko', 'Tristana']","['Morgana', 'Fiddlesticks', 'Viktor', 'Jax', 'Varus']",0.4891627285774003,0.4814633831489168,0.08616256706144346,0.07591861524445795,False,False,False,False,False,False,False,False,False,False
4524067134,0,15,3,0,2,3,1,0,0,7.0,17299,55,-4566,-2032,17.8,1365.3,25,5,6,5,0,1,1,7.2,19331,46,26.0,1821.9,"['Jarvan IV', 'Malzahar', 'Riven', 'Miss Fortune', 'Nami']","['Sylas', 'Thresh', 'Jhin', 'Renekton', 'Ekko']",0.5080818891623626,0.4969088593609654,0.09897762931470797,0.14750480817896547,False,False,False,False,False,False,False,False,False,True
4518945702,0,15,2,0,1,1,1,0,0,6.8,17303,55,-1571,-693,22.2,1393.4,15,0,4,6,0,0,0,7.0,17996,61,19.1,1550.5,"['Kassadin', ""Kha'Zix"", 'Mordekaiser', 'Nautilus', ""Kai'Sa""]","['Maokai', 'LeBlanc', 'Evelynn', 'Vayne', 'Morgana']",0.4792309198319698,0.4991859980439536,0.11650976819516146,0.06713230084016601,False,False,True,False,True,False,False,False,False,False
4509446311,0,75,1,0,0,0,0,0,0,6.6,15825,42,-3556,-2950,21.4,1340.5,20,5,7,6,0,0,0,7.0,18775,36,23.7,1696.1,"['Yasuo', 'Lee Sin', 'Jhin', 'Morgana', 'Yorick']","['Kassadin', 'Elise', 'Kalista', 'Lux', ""Kai'Sa""]",0.4950243010766371,0.4977739415769374,0.09577892499240814,0.1281911124607754,False,False,False,False,False,True,False,False,False,False
4517812260,1,42,5,1,10,9,1,1,0,7.2,19584,53,3015,3067,22.5,1874.7,14,5,6,5,0,0,0,6.8,16517,60,18.4,1573.2,"['Katarina', 'Rengar', 'Gnar', 'Draven', 'Bard']","['Darius', 'Thresh', 'Fizz', 'Skarner', 'Xerath']",0.5236214486848428,0.495865579587781,0.08189087964368864,0.08351047676890375,False,False,False,False,False,False,False,False,False,False
4524307745,1,12,8,0,3,2,0,1,0,7.0,18116,51,-324,1651,21.7,1515.6,21,5,4,5,1,0,0,6.6,16465,44,22.0,1548.0,"['Syndra', 'Pantheon', 'Wukong', 'Rakan', 'Miss Fortune']","['Elise', 'Yasuo', 'Nautilus', ""Kai'Sa"", 'Malphite']",0.5203469449310698,0.4832061454733162,0.15007591861524444,0.13294867901609475,True,False,False,True,False,True,False,False,False,False
4519784011,1,33,2,0,11,12,1,0,1,7.0,18942,50,1350,577,19.8,1924.1,12,1,7,11,0,0,0,7.0,18365,44,24.7,1789.1,"['Caitlyn', 'Ekko', 'Bard', 'Sylas', 'Sett']","['Vladimir', 'Jarvan IV', 'Fiora', 'Draven', 'Rumble']",0.5001228734752803,0.5136444187230607,0.15224212977021967,0.08318655734386071,False,False,False,False,False,False,False,False,True,False
4515529388,1,14,2,0,7,6,1,0,0,6.8,17452,59,394,-55,17.6,1586.6,14,2,5,4,0,0,0,6.8,17507,45,21.6,1547.2,"['Qiyana', 'Vayne', 'Irelia', 'Yuumi', 'Karthus']","['Vladimir', 'Maokai', 'Aphelios', 'Ekko', 'Renekton']",0.5095436666275062,0.4974221427784472,0.09521206599858284,0.13179471606437898,False,False,False,False,False,False,True,False,False,False
4519280079,1,24,5,0,3,2,1,0,0,6.6,16806,41,-1597,-715,22.6,1424.7,38,5,5,8,0,1,0,6.8,17521,47,21.8,1584.4,"['Miss Fortune', 'Thresh', 'Wukong', 'Ivern', 'Ekko']","['Bard', 'Qiyana', 'Orianna', 'Elise', 'Aatrox']",0.5082411107644844,0.5122553744175711,0.16206093734183624,0.1034315214090495,True,False,False,False,False,False,False,False,False,False
4519506293,0,17,2,0,3,4,0,0,0,6.2,14240,36,-5355,-5889,16.7,1349.3,19,0,8,9,1,0,0,7.4,20129,84,23.4,1884.8,"['Orianna', 'Brand', 'Sejuani', 'Aphelios', 'Aatrox']","['Karma', 'Graves', 'Camille', ""Vel'Koz"", 'Miss Fortune']",0.4853501990488421,0.5105084388171776,0.07638424941795728,0.1126429800587104,False,False,False,False,False,False,False,False,False,False
4442047258,1,16,4,1,4,1,1,0,0,7.0,18078,56,145,972,23.8,1585.5,17,3,5,7,0,0,0,6.6,17106,36,22.4,1571.0,"['Renekton', 'Karma', 'Lee Sin', 'Katarina', 'Lucian']","['Pantheon', 'Rakan', ""Kai'Sa"", 'Elise', 'Camille']",0.4962830516949887,0.5081652229272232,0.1267334750480818,0.12825184735297096,False,False,False,False,False,True,False,False,False,False
4494271393,1,18,1,1,1,1,0,1,0,7.0,17891,60,1120,477,23.1,1518.6,39,2,1,2,1,0,0,6.8,17414,60,19.6,1406.6,"['Fizz', 'Draven', 'Darius', 'Zac', 'Soraka']","['Ezreal', 'Jax', 'Wukong', 'Bard', 'Xerath']",0.492083180453037,0.5215692374502308,0.061241016297196076,0.14216013766575564,False,True,False,False,False,False,False,False,False,False
4508960855,1,37,5,1,10,12,1,0,0,6.8,17299,57,99,277,18.8,1717.6,22,1,7,8,0,0,1,6.6,17022,38,20.3,1707.7,"['Bard', 'Kled', 'Varus', 'Jarvan IV', 'Cassiopeia']","['Sett', 'Janna', 'Anivia', 'Karthus', 'Jhin']",0.5129065659981862,0.4802687795015636,0.1097277052333232,0.10235853831359452,False,False,False,False,False,False,False,False,False,False
4474929449,1,18,6,0,5,7,1,1,0,7.2,18756,68,980,403,22.6,1694.7,207,1,5,3,0,0,0,6.8,18353,48,24.3,1596.7,"['Varus', 'Janna', ""Kha'Zix"", 'Diana', 'Pantheon']","['Nidalee', 'Viktor', 'Caitlyn', 'Yuumi', 'Warwick']",0.5022898060074874,0.4957500345391604,0.10326956169652796,0.059702399028241725,False,False,False,False,False,False,False,False,False,False
4506806960,1,15,2,1,11,10,1,0,0,7.2,19357,40,5351,3549,23.4,1952.8,14,2,2,2,0,0,0,6.4,15808,50,21.1,1417.7,"['Akali', 'Irelia', 'Nami', ""Rek'Sai"", 'Draven']","['Braum', 'Viktor', 'Renekton', 'Kayn', 'Lucian']",0.4936189043122733,0.4862044759725391,0.09179066707156594,0.07079663933596518,False,False,False,False,False,False,True,False,False,False
4462748470,0,14,2,0,1,1,0,0,0,6.8,17108,52,-2490,-1110,20.6,1377.5,55,3,6,4,1,0,0,7.2,18218,52,23.7,1626.5,"['Ashe', 'Ryze', 'Katarina', 'Zilean', 'Sejuani']","['Kalista', 'Thresh', 'Lulu', 'Gragas', 'Shen']",0.5019208378540213,0.4985357573068016,0.05472213786820528,0.13831359449336975,False,False,False,False,False,False,False,False,False,False
4445519419,1,19,3,1,10,12,1,1,0,7.0,18311,51,3750,2742,24.7,1841.8,14,5,5,6,0,0,0,6.4,15569,24,19.4,1466.8,"['Vayne', 'Aphelios', 'Nautilus', 'Lee Sin', 'LeBlanc']","['Zed', ""Kai'Sa"", 'Shaco', 'Sett', 'Thresh']",0.4841986714208093,0.5002089057062402,0.14037858082801902,0.15424638121267334,False,False,True,False,False,True,False,False,False,False
4511125320,1,50,2,1,3,3,0,0,0,6.4,16774,56,-755,-1590,18.9,1481.5,15,0,4,6,1,0,0,7.0,18364,64,21.0,1557.0,"['Rengar', 'Lissandra', 'Shen', 'Lulu', 'Vayne']","['Veigar', 'Vladimir', 'Senna', 'Olaf', 'Gangplank']",0.4938357875515706,0.5038389886174229,0.07025002530620507,0.08836926814454904,False,False,False,False,False,False,False,False,False,False
4513249754,1,16,2,1,13,20,0,1,2,7.4,20117,62,4161,2591,24.2,2172.8,10,2,8,15,0,0,0,6.8,17526,58,21.4,1756.7,"[""Kai'Sa"", 'Leona', 'Neeko', 'Garen', 'Karthus']","['Miss Fortune', 'Irelia', 'Fiddlesticks', 'LeBlanc', 'Nautilus']",0.48078112655288896,0.4669973202042657,0.08994837534163377,0.12525559267132302,False,False,False,True,True,False,False,True,False,False
4521266172,0,15,2,1,5,8,1,0,0,7.0,18350,47,1476,1149,24.3,1634.8,19,2,2,4,0,0,0,6.8,17201,51,23.3,1487.2,"['Fiora', 'Nami', 'Twisted Fate', 'Varus', 'Graves']","['Malphite', 'Ivern', 'Azir', 'Rakan', 'Draven']",0.5088760582499643,0.495182250344684,0.08569693288794414,0.05952019435165502,False,False,False,False,False,False,False,False,False,False
4523722482,0,14,3,0,6,8,1,1,0,7.2,18772,46,336,936,23.1,1630.2,16,0,5,5,0,0,0,7.0,17836,44,22.3,1596.6,"['LeBlanc', 'Jarvan IV', 'Poppy', 'Miss Fortune', 'Leona']","['Sett', 'Vayne', 'Syndra', 'Fiora', 'Braum']",0.5019086567809197,0.5047910281138804,0.10810810810810813,0.12375746533049906,False,False,False,False,False,False,False,False,False,False
4524619548,0,18,3,1,3,4,0,1,0,6.8,17797,65,-234,-406,21.6,1541.0,29,5,5,2,1,0,0,7.0,18203,40,23.6,1564.4,"['Vladimir', 'Nasus', 'Nautilus', 'Karthus', 'Aphelios']","['Yasuo', 'Nidalee', 'Xerath', 'Rakan', 'Wukong']",0.484316377013121,0.5253872539953937,0.10636704119850186,0.08942200627593885,False,True,True,False,False,False,False,False,False,False
4502850011,0,18,2,1,4,3,0,0,0,6.4,16105,35,-1901,-3111,21.6,1511.9,14,5,8,10,1,0,0,7.2,19216,64,21.6,1702.0,"[""Kog'Maw"", 'Yuumi', 'Kled', 'Fizz', 'Morgana']","['Thresh', 'Camille', 'Syndra', ""Kai'Sa"", 'Karthus']",0.4901185128584231,0.5036980107155873,0.06146371090191315,0.16248608158720518,False,False,False,False,False,True,False,False,False,False
4516825345,0,13,0,1,7,7,0,0,0,7.0,17480,60,-519,-643,20.1,1656.1,14,2,8,9,1,1,0,7.0,18123,52,22.8,1708.0,"['Camille', 'Rengar', 'Ziggs', 'Kassadin', 'Pyke']","[""Kai'Sa"", 'Thresh', 'Cassiopeia', ""Kha'Zix"", 'Jax']",0.5052750335041598,0.5037452959866198,0.08474541957688024,0.15455005567365118,False,False,False,False,False,True,False,False,False,False
4489945010,0,14,5,0,1,2,0,0,0,6.6,15897,68,-2301,-2659,18.0,1373.6,15,2,5,3,1,1,0,7.2,18556,60,22.6,1603.7,"[""Kha'Zix"", 'Ezreal', 'Kassadin', 'Fiora', 'Janna']","['Jarvan IV', 'Malphite', 'Kalista', 'Diana', 'Karma']",0.5083092882110851,0.4916639238803669,0.12541755238384453,0.09743901204575364,False,False,False,False,False,False,False,False,False,False
4475361791,0,18,4,1,4,5,0,1,0,6.6,17390,40,481,977,22.2,1548.1,19,3,5,8,1,0,0,6.4,16413,51,19.9,1500.0,"['Elise', 'Zed', 'Irelia', 'Draven', 'Karma']","['Gangplank', 'Sett', 'Thresh', ""Kai'Sa"", 'Ekko']",0.5060251480621876,0.4937460930671447,0.10132604514626986,0.1781961737017917,False,False,False,False,False,True,True,False,False,False
4459545656,0,18,6,0,4,3,0,0,0,7.0,18406,56,-1413,-1302,22.7,1596.7,18,4,6,9,1,1,0,7.2,19708,72,25.6,1738.0,"['Tryndamere', 'Braum', 'Draven', 'Lulu', 'Gragas']","['Nautilus', 'Lee Sin', 'Poppy', 'Syndra', 'Kalista']",0.5142014296841637,0.4905958134910359,0.07488612207713331,0.15608867294260553,False,False,False,True,False,False,False,False,False,False
4525136994,1,77,3,0,5,6,0,0,0,7.0,18363,59,-135,-997,22.3,1662.7,52,3,6,7,1,0,0,7.0,19360,68,23.6,1676.2,"['Zyra', 'Malzahar', 'Lee Sin', 'Draven', 'Riven']","['Shen', 'Corki', 'Sett', 'Lucian', 'Karthus']",0.5053893192843235,0.4887821151888899,0.08770118433039781,0.11385767790262173,False,False,False,False,False,False,False,False,False,False
4524766949,1,14,4,0,9,8,0,0,0,6.8,17623,33,442,-145,19.0,1708.7,14,1,8,7,0,1,0,6.8,17768,51,18.6,1664.5,"['Brand', 'Renekton', 'Elise', 'Azir', 'Miss Fortune']","['Ekko', 'Wukong', 'Morgana', 'Varus', 'Xerath']",0.5104320399112876,0.5107779421149757,0.12047778115193845,0.10920133616762832,False,True,False,False,False,False,False,False,False,False
4440143794,1,48,5,0,6,8,1,0,0,7.6,19905,68,2356,2431,24.6,1761.2,19,1,3,2,0,0,0,7.0,17474,55,21.3,1525.6,"['Leona', 'Shen', 'Karthus', 'Pantheon', 'Lucian']","['Xayah', 'Garen', 'Lulu', 'Lux', 'Rengar']",0.4931298692971429,0.5067546810996437,0.09559672031582143,0.06320477781151937,False,False,False,False,False,False,False,False,False,False
4469179994,0,56,3,1,8,17,0,0,0,6.4,16329,56,266,-912,20.5,1673.1,17,4,6,6,1,0,0,6.6,17241,35,21.8,1646.5,"['Shen', ""Kai'Sa"", 'Rakan', 'LeBlanc', 'Olaf']","['Gragas', 'Ornn', 'Wukong', 'Thresh', 'Kalista']",0.5008019522131034,0.5006452416724321,0.1088571717785201,0.1399129466545197,False,True,False,False,True,False,False,False,False,False
4470980027,1,24,3,0,12,17,1,0,0,6.8,17412,39,525,476,20.2,1836.0,18,1,8,7,0,0,0,6.6,16936,38,21.8,1783.5,"['Mordekaiser', 'Thresh', ""Kai'Sa"", 'Zoe', 'Kayn']","['Kayle', 'Rakan', 'Ziggs', 'Wukong', 'Xayah']",0.4879075238529632,0.5200754818887855,0.1196882275533961,0.07448122279582955,False,True,False,False,True,False,False,False,False,False
4464908218,1,15,7,1,8,4,0,1,0,7.4,19469,49,2859,2944,23.7,1807.5,16,4,4,6,0,0,0,6.6,16525,48,22.4,1521.6,"['Wukong', 'Syndra', 'Aatrox', 'Lucian', 'Leona']","['Jax', 'Senna', 'Ziggs', 'Braum', 'Rengar']",0.4966551177186491,0.5140734653810204,0.12327158619293453,0.0960218645611904,True,False,False,False,False,False,False,False,False,False
4523664992,0,42,5,1,10,11,0,0,0,7.2,19567,55,4253,2731,24.7,1963.6,18,2,5,6,1,1,0,6.6,16836,56,20.9,1538.3,"['Wukong', 'Shaco', ""Vel'Koz"", 'Shen', 'Aphelios']","['Miss Fortune', 'Maokai', 'Varus', 'Yuumi', 'Hecarim']",0.5047606376578277,0.5145489565018995,0.09365320376556333,0.1236157505820427,True,False,False,False,False,False,False,False,False,False
4522444322,1,12,2,1,6,8,0,1,0,7.0,18652,56,1923,1300,23.4,1689.7,15,2,2,2,1,0,0,6.8,17352,48,24.0,1497.4,"['Poppy', 'Vayne', 'Lee Sin', 'Heimerdinger', 'Thresh']","[""Kha'Zix"", 'Aurelion Sol', 'Urgot', 'Blitzcrank', 'Ezreal']",0.5004703682186827,0.5019393723811261,0.12197590849276245,0.09251948577791276,False,False,False,False,False,False,False,False,False,False
4476291723,0,12,3,1,4,4,0,0,0,6.6,16373,32,-3278,-1873,21.1,1453.8,19,1,5,5,0,1,1,7.2,18246,51,25.5,1781.6,"['Taric', 'Maokai', 'Sylas', 'Camille', 'Kalista']","['Lee Sin', 'Cassiopeia', 'Aphelios', 'Thresh', 'Aatrox']",0.5024561475276578,0.4890840376286386,0.11116509768195162,0.17163680534467052,False,False,False,False,False,False,False,False,True,False
4450075643,1,18,3,0,2,2,0,0,0,6.6,17584,53,-1146,-441,22.4,1486.8,20,2,8,4,0,0,0,6.8,18025,44,16.2,1601.4,"['Lucian', 'Zac', 'Ezreal', 'Karma', 'Viktor']","['Ekko', 'Wukong', 'Senna', 'Vayne', 'Zoe']",0.4865360782828523,0.5242400515998786,0.1155380099200324,0.12349428079765155,False,True,False,False,False,False,False,False,False,False
4519262585,1,18,3,1,14,12,1,0,0,7.6,20534,68,4091,3392,25.0,2097.9,18,4,5,8,0,0,0,6.8,17142,48,21.5,1688.8,"['Lulu', 'Twitch', 'Xin Zhao', 'Irelia', 'LeBlanc']","['Shaco', 'Sett', 'Twisted Fate', 'Miss Fortune', 'Fizz']",0.4949994355350633,0.5043494995081647,0.06844822350440329,0.1261666160542565,False,False,False,False,False,False,True,False,False,False
4522013704,1,18,6,0,4,7,0,0,0,6.8,18383,43,-379,725,24.9,1651.3,22,3,6,12,1,0,0,6.8,17658,52,24.0,1689.2,"['Rengar', 'Renekton', 'Kassadin', 'Senna', 'Syndra']","['Sion', 'Pyke', 'Ezreal', 'Lee Sin', 'Orianna']",0.5149441813739137,0.4791636680899686,0.12553902216823565,0.13938657758882478,False,False,False,False,False,False,False,False,False,False
4523105272,1,15,4,0,4,5,1,0,0,7.0,18032,68,476,100,21.0,1618.0,14,3,4,2,0,1,0,6.8,17932,56,23.2,1570.4,"['Lucian', 'Yuumi', 'Graves', 'Aatrox', 'Ryze']","['Lee Sin', 'Sona', 'Darius', 'Vladimir', 'Ezreal']",0.4794965852347843,0.5019453227696055,0.10079967608057497,0.14163376860006074,False,False,False,False,False,False,False,False,False,False
4524327775,1,23,2,1,6,8,0,0,0,7.0,17867,44,2041,1289,19.5,1605.0,37,2,3,1,0,0,0,6.4,16578,44,20.2,1400.9,"['Yuumi', 'Jhin', 'Renekton', 'Jarvan IV', 'Akali']","['Veigar', 'Aatrox', 'Lee Sin', 'Draven', 'Bard']",0.4904320087076794,0.500424259965752,0.09547525053143033,0.12497216317441034,False,False,False,False,False,False,False,False,False,False
4480343563,0,22,0,0,2,2,0,0,0,6.6,16758,67,-1552,-1506,21.0,1442.8,13,0,5,10,0,0,0,6.8,18264,57,22.3,1598.0,"['Malphite', 'Jhin', 'Blitzcrank', 'Ezreal', 'Evelynn']","['Caitlyn', 'Ivern', 'Ekko', 'Garen', 'Leona']",0.4946835210550112,0.4910159396310246,0.09310658973580324,0.07709282316023887,False,False,False,False,False,False,False,False,False,False
4469769550,0,17,3,0,6,4,0,0,0,6.6,16419,41,-2243,-2024,19.4,1615.0,15,3,14,13,0,0,0,7.0,18443,56,18.6,1839.3,"['Nami', 'Taliyah', 'Irelia', 'Wukong', 'Aatrox']","['Sett', 'LeBlanc', 'Ezreal', 'Ekko', 'Pyke']",0.485770885721686,0.4929468838122578,0.09294463002328172,0.1743901204575362,True,False,False,False,False,False,True,False,False,False
4521100238,0,54,2,1,7,7,0,0,0,7.2,18867,44,2237,1848,22.7,1757.6,14,1,3,4,0,0,0,6.8,17019,60,20.9,1533.9,"['Karma', ""Rek'Sai"", 'Ryze', 'Shen', 'Aphelios']","['Miss Fortune', 'Rakan', 'Karthus', 'Syndra', 'Wukong']",0.4942541430839443,0.5246016791846766,0.09804636096770927,0.15258629415932787,False,True,False,False,False,False,False,False,False,False
