,gameId,blueChampions,blueWins,blueFirstBlood,blueFirstBloodAssist,blueTotalExperience,blueGoldDiff,blueExperienceDiff,blueCSDiff,blueKills,blueAssists,blueDeaths,redChampions,redFirstBloodAssist,redTotalExperience,redAssists,blueCSPerMin,redCSPerMin,blueGoldPerMin,redGoldPerMin,blueAvgPickrate,redAvgPickrate,blueAvgWinrate,redAvgWinrate
795,ESPORTSTMNT04/1490787,"['Camille', 'Udyr', 'Syndra', 'KaiSa', 'Nautilus']",0,0.0,0.0,18123.0,-2022.0,-1253.0,12.0,2.0,2.0,6.0,"['Irelia', 'Graves', 'Akali', 'Jhin', 'Braum']",0.0,19376.0,10.0,32.5,31.3,1549.6,1751.8,0.23225416767335103,0.08746073930901184,0.49730894002264847,0.48040142335548863
796,ESPORTSTMNT03/1683998,"['Camille', 'Taliyah', 'Orianna', 'KaiSa', 'Galio']",1,1.0,0.0,18493.0,362.0,596.0,10.0,3.0,4.0,1.0,"['Renekton', 'Graves', 'Syndra', 'Tristana', 'Leona']",0.0,17897.0,2.0,32.7,31.7,1583.8,1547.6,0.20862527180478377,0.1834501087219135,0.5372299606100078,0.49075625512737825
797,ESPORTSTMNT04/1480859,"['Gragas', 'Lillia', 'Orianna', 'Xayah', 'Alistar']",0,0.0,0.0,18437.0,-417.0,-973.0,-8.0,0.0,0.0,1.0,"['Aatrox', 'Kindred', 'Viktor', 'Ashe', 'Thresh']",0.0,19410.0,0.0,32.9,33.7,1470.8,1512.5,0.21396472577917375,0.11454457598453734,0.4990036112468121,0.4841424885147565
798,ESPORTSTMNT03/1673808,"['Renekton', 'Nidalee', 'Syndra', 'Jhin', 'Alistar']",1,1.0,0.0,19177.0,956.0,552.0,12.0,1.0,1.0,0.0,"['Gangplank', 'Udyr', 'Orianna', 'Aphelios', 'Thresh']",0.0,18625.0,0.0,35.0,33.8,1595.5,1499.9,0.17117661270838366,0.18528630103889826,0.4923795631482566,0.4972922493660251
799,ESPORTSTMNT04/1480861,"['Volibear', 'Graves', 'Sylas', 'KaiSa', 'Sett']",0,1.0,0.0,19470.0,1721.0,1440.0,38.0,1.0,1.0,0.0,"['Gragas', 'Hecarim', 'Orianna', 'Vayne', 'Maokai']",0.0,18030.0,0.0,34.8,31.0,1590.9,1418.8,0.19524039623097367,0.14174921478618024,0.4847873368528794,0.5233846209100405
800,ESPORTSTMNT03/1684020,"['Jayce', 'Lillia', 'Twisted Fate', 'KaiSa', 'Rakan']",0,1.0,0.0,19409.0,1220.0,182.0,23.0,1.0,2.0,0.0,"['Gragas', 'Graves', 'Ryze', 'Jhin', 'Seraphine']",0.0,19227.0,0.0,35.3,33.0,1642.5,1520.5,0.18424740275428847,0.1189659338004349,0.5259601257004964,0.4809689458085334
801,ESPORTSTMNT03/1684024,"['Kennen', 'Taliyah', 'Yone', 'Samira', 'Leona']",1,1.0,0.0,20474.0,2897.0,3544.0,16.0,6.0,8.0,1.0,"['Irelia', 'Udyr', 'Lucian', 'Seraphine', 'Maokai']",0.0,16930.0,1.0,32.4,30.8,1744.5,1454.8,0.0894902150277845,0.10840782797777242,0.5161053678683134,0.5196253141617265
802,ESPORTSTMNT03/1684025,"['Gragas', 'Hecarim', 'Akali', 'KaiSa', 'Janna']",0,0.0,0.0,18846.0,-1176.0,81.0,-27.0,2.0,0.0,3.0,"['Renekton', 'Nidalee', 'Orianna', 'Samira', 'Rell']",0.0,18765.0,5.0,32.0,34.7,1553.3,1670.9,0.19149553032133365,0.18441652573085285,0.502309524073367,0.5142451464562422
803,NA1/3758330044,"['Shen', 'Graves', 'Orianna', 'Samira', 'Pantheon']",0,0.0,0.0,18831.0,-879.0,-418.0,-12.0,1.0,2.0,3.0,"['Camille', 'Lillia', 'Viktor', 'Xayah', 'Galio']",0.0,19249.0,4.0,32.1,33.3,1508.3,1596.2,0.1081179028750906,0.15781589755979702,0.4870393394409639,0.49793861005671564
804,NA1/3758310179,"['Wukong', 'Hecarim', 'Orianna', 'KaiSa', 'Thresh']",1,0.0,0.0,18216.0,459.0,759.0,28.0,5.0,9.0,5.0,"['Ornn', 'Ivern', 'Ekko', 'Aphelios', 'Lulu']",0.0,17457.0,9.0,31.1,28.3,1648.6,1602.7,0.23737617782072964,0.06520898767818313,0.5168237635585909,0.4439315779326104
805,NA1/3758330602,"['Camille', 'Nidalee', 'Twisted Fate', 'Senna', 'Alistar']",1,0.0,0.0,18614.0,640.0,278.0,-10.0,3.0,6.0,2.0,"['Gragas', 'Graves', 'Yone', 'Jhin', 'Galio']",0.0,18336.0,1.0,30.6,31.6,1623.4,1559.4,0.1399855037448659,0.12471611500362408,0.5248331358131761,0.47918003146002597
806,NA1/3758310892,"['Sion', 'Karthus', 'Tristana', 'Aphelios', 'Galio']",0,0.0,0.0,16592.0,1790.0,847.0,36.0,4.0,7.0,6.0,"['Aatrox', 'Hecarim', 'Neeko', 'KaiSa', 'Nautilus']",0.0,15745.0,5.0,28.6,25.0,1718.1,1539.1,0.1238946605460256,0.19845373278569703,0.49715387453381643,0.4727467122363846
807,NA1/3758310924,"['Camille', 'Nidalee', 'Azir', 'Senna', 'Alistar']",0,1.0,0.0,19473.0,640.0,246.0,-2.0,2.0,1.0,1.0,"['Gragas', 'Graves', 'Orianna', 'Ezreal', 'Galio']",0.0,19227.0,2.0,33.6,33.8,1621.4,1557.4,0.154167673351051,0.17436578883788353,0.5098744796250045,0.5025601945304692
808,NA1/3758311314,"['Camille', 'Graves', 'Syndra', 'Aphelios', 'Thresh']",0,0.0,0.0,17962.0,-2783.0,-1523.0,6.0,3.0,2.0,7.0,"['Renekton', 'Taliyah', 'Twisted Fate', 'Miss Fortune', 'Leona']",0.0,19485.0,10.0,31.7,31.1,1564.3,1842.6,0.1509784972215511,0.1278328098574535,0.49033806291225296,0.5264084866233456
809,NA1/3758311720,"['Renekton', 'Lillia', 'Syndra', 'KaiSa', 'Shen']",1,0.0,0.0,18505.0,520.0,208.0,11.0,3.0,2.0,2.0,"['Gragas', 'Graves', 'Twisted Fate', 'Miss Fortune', 'Alistar']",0.0,18297.0,1.0,32.7,31.6,1617.3,1565.3,0.21179028750906018,0.14431021985986953,0.48781405520480553,0.5000694899320927
810,7026-9395,"['Aatrox', 'Taliyah', 'Galio', 'KaiSa', 'Alistar']",1,1.0,0.0,19931.0,3018.0,2851.0,22.0,5.0,11.0,1.0,"['Gnar', 'Lillia', 'Orianna', 'Jhin', 'Sett']",0.0,17080.0,3.0,33.2,31.0,1741.6,1439.8,0.21754046871224936,0.1905532737376178,0.530137061281136,0.49474873334958647
811,7026-9396,"['Gnar', 'Pantheon', 'Viktor', 'Ezreal', 'Alistar']",0,1.0,0.0,18170.0,150.0,-1218.0,-46.0,4.0,10.0,1.0,"['Renekton', 'Lillia', 'Ryze', 'Xayah', 'Rakan']",0.0,19388.0,2.0,30.4,35.0,1630.6,1615.6,0.17690263348634935,0.15312877506644115,0.5119469807984147,0.5018534798221925
812,ESPORTSTMNT01/1731227,"['Camille', 'Graves', 'Syndra', 'Samira', 'Rell']",0,0.0,0.0,18034.0,-2086.0,-1148.0,-26.0,0.0,0.0,2.0,"['Gragas', 'Nidalee', 'Lucian', 'KaiSa', 'Alistar']",0.0,19182.0,3.0,32.3,34.9,1445.3,1653.9,0.14588064749939597,0.23015221067890795,0.48915874749765986,0.5085143958600479
813,7028-9398,"['Irelia', 'Hecarim', 'Galio', 'KaiSa', 'Alistar']",1,0.0,0.0,19693.0,1081.0,1111.0,30.0,1.0,1.0,1.0,"['Ornn', 'Graves', 'Akali', 'Xayah', 'Rell']",0.0,18582.0,0.0,34.6,31.6,1599.3,1491.2,0.2273737617782073,0.14380285093017636,0.5171737911531381,0.4829026816652496
814,ESPORTSTMNT01/1731235,"['Gragas', 'Taliyah', 'Yone', 'KaiSa', 'Galio']",0,0.0,0.0,19267.0,-1797.0,-788.0,-16.0,0.0,0.0,3.0,"['Gnar', 'Lillia', 'Sett', 'Samira', 'Rell']",0.0,20055.0,3.0,33.5,35.1,1488.5,1668.2,0.18572118869292098,0.19091568011597002,0.517491957341158,0.499263700439298
815,7027-9397,"['Aatrox', 'Pantheon', 'Akali', 'Samira', 'Gragas']",1,0.0,0.0,18257.0,-1356.0,-268.0,-23.0,0.0,0.0,1.0,"['Wukong', 'Olaf', 'Viktor', 'Vayne', 'Alistar']",0.0,18525.0,2.0,31.7,34.0,1434.0,1569.6,0.1132157525972457,0.1397197390674076,0.5046750290907509,0.5036151338169571
816,7028-9399,"['Gragas', 'Karthus', 'Yasuo', 'KaiSa', 'Alistar']",0,0.0,0.0,17909.0,-202.0,-822.0,-33.0,4.0,5.0,4.0,"['Irelia', 'Nidalee', 'Orianna', 'Tristana', 'Leona']",0.0,18731.0,2.0,28.9,32.2,1641.5,1661.7,0.19101232181686398,0.16363856003865668,0.509878580694468,0.5117715590809171
817,6941-9400,"['Gnar', 'Lillia', 'Azir', 'KaiSa', 'Sett']",1,1.0,0.0,20031.0,1718.0,1993.0,52.0,3.0,3.0,2.0,"['Irelia', 'Hecarim', 'Orianna', 'Aphelios', 'Thresh']",0.0,18038.0,3.0,36.3,31.1,1689.0,1517.2,0.2435612466779415,0.17105581058226624,0.5013495749160978,0.5095073695479251
818,ESPORTSTMNT01/1731252,"['Gragas', 'Graves', 'Azir', 'KaiSa', 'Rell']",1,1.0,0.0,18209.0,338.0,-195.0,-10.0,1.0,4.0,0.0,"['Ornn', 'Udyr', 'Orianna', 'Samira', 'Rakan']",0.0,18404.0,0.0,33.2,34.2,1524.0,1490.2,0.2318917612949988,0.1552790529113312,0.4945812070170518,0.5023315712726493
819,7027-9401,"['Gnar', 'Pantheon', 'Zoe', 'Xayah', 'Nautilus']",1,0.0,0.0,18095.0,707.0,536.0,6.0,3.0,6.0,4.0,"['Wukong', 'Lillia', 'Lucian', 'KaiSa', 'Sett']",0.0,17559.0,7.0,30.8,30.2,1686.5,1615.8,0.15170330997825562,0.19702826769751147,0.4979171428698644,0.49837152543631325
820,7030-9403,"['Renekton', 'Hecarim', 'Viktor', 'Tristana', 'Rell']",1,1.0,0.0,17976.0,-172.0,-1417.0,12.0,3.0,6.0,4.0,"['Ornn', 'Lillia', 'Yone', 'Samira', 'Alistar']",0.0,19393.0,11.0,33.7,32.5,1629.6,1646.8,0.20606426673109443,0.14155593138439237,0.5076670904306835,0.48416017518855814
821,6941-9402,"['Gnar', 'RekSai', 'Orianna', 'Samira', 'Alistar']",0,1.0,0.0,17981.0,-19.0,-659.0,-8.0,1.0,1.0,1.0,"['Gangplank', 'Lillia', 'Azir', 'Aphelios', 'Thresh']",0.0,18640.0,2.0,31.8,32.6,1530.5,1532.4,0.1759603769026335,0.15496496738342597,0.523829353557386,0.48673069711773254
822,7027-9404,"['Aatrox', 'Olaf', 'Azir', 'Samira', 'Alistar']",1,0.0,0.0,17736.0,-80.0,-314.0,-32.0,2.0,3.0,1.0,"['Renekton', 'Nidalee', 'Jayce', 'KaiSa', 'Nautilus']",0.0,18050.0,2.0,30.0,33.2,1523.6,1531.6,0.16400096641700895,0.2159700410727229,0.5007819008735427,0.5118403292839149
823,7030-9405,"['Renekton', 'Olaf', 'Syndra', 'Xayah', 'Alistar']",1,1.0,0.0,17918.0,658.0,-96.0,8.0,3.0,7.0,2.0,"['Aatrox', 'Graves', 'Akali', 'Tristana', 'Rell']",0.0,18014.0,6.0,31.8,31.0,1578.6,1512.8,0.19741483450108724,0.16064266731094468,0.49531004136928364,0.5021151398697206
824,ESPORTSTMNT01/1731285,"['Aatrox', 'Taliyah', 'Galio', 'Tristana', 'Yuumi']",0,0.0,0.0,19106.0,492.0,238.0,-27.0,3.0,7.0,1.0,"['Gnar', 'Nidalee', 'Orianna', 'Samira', 'Rell']",0.0,18868.0,1.0,32.5,35.2,1611.5,1562.3,0.11379560280260932,0.1912539260690988,0.5025630559869736,0.5158565767615266
825,6942-9406,"['Aatrox', 'Elise', 'Orianna', 'KaiSa', 'Gragas']",1,1.0,0.0,19603.0,788.0,394.0,2.0,4.0,6.0,2.0,"['Gnar', 'Pantheon', 'Syndra', 'Aphelios', 'Thresh']",0.0,19209.0,2.0,35.0,34.8,1690.7,1611.9,0.20652331481034064,0.16395264556656197,0.5042932822592829,0.5018005022646373
826,7030-9407,"['Gangplank', 'Olaf', 'Orianna', 'Samira', 'Rell']",0,0.0,0.0,17836.0,-1120.0,-2226.0,-27.0,0.0,0.0,1.0,"['Renekton', 'Nidalee', 'Galio', 'Xayah', 'Alistar']",0.0,20062.0,1.0,33.6,36.3,1548.4,1660.4,0.1648707417250544,0.18794394781348153,0.499763782468084,0.5108515786632141
827,7029-9409,"['Camille', 'Hecarim', 'Akali', 'Samira', 'Rell']",0,1.0,0.0,19334.0,266.0,-184.0,11.0,0.0,0.0,0.0,"['Aatrox', 'Olaf', 'Zoe', 'Aphelios', 'Thresh']",0.0,19518.0,0.0,36.6,35.5,1543.8,1517.2,0.15254892486107755,0.15315293549166464,0.5134167449516751,0.5019361295298936
828,ESPORTSTMNT01/1731319,"['Aatrox', 'Nidalee', 'Twisted Fate', 'Samira', 'Rell']",1,1.0,0.0,18139.0,876.0,-991.0,-67.0,5.0,7.0,1.0,"['Gnar', 'Taliyah', 'Kalista', 'KaiSa', 'Gragas']",0.0,19130.0,1.0,28.9,35.6,1652.6,1565.0,0.1321816863976806,0.2060642667310945,0.5153891302245036,0.528369616148071
829,6942-9408,"['Ornn', 'Olaf', 'Syndra', 'KaiSa', 'Sett']",0,0.0,0.0,18850.0,-1836.0,-596.0,-2.0,0.0,0.0,3.0,"['Aatrox', 'Pantheon', 'Zoe', 'Vayne', 'Galio']",0.0,19446.0,4.0,34.2,34.4,1489.0,1672.6,0.2051461705726021,0.09635177579125391,0.4832549210473389,0.5067059005296031
830,7029-9410,"['Ornn', 'Graves', 'Akali', 'Aphelios', 'Thresh']",0,0.0,0.0,19495.0,49.0,2017.0,-9.0,3.0,6.0,2.0,"['Camille', 'Lillia', 'Lucian', 'KaiSa', 'Rakan']",0.0,17478.0,2.0,31.2,32.1,1570.5,1565.6,0.1346218893452525,0.19736651365064023,0.48780875670799667,0.518206268611656
831,7029-9411,"['Camille', 'Nidalee', 'Zoe', 'KaiSa', 'Nautilus']",1,1.0,0.0,20154.0,1622.0,1525.0,21.0,4.0,4.0,0.0,"['Akali', 'Olaf', 'Yone', 'Aphelios', 'Lulu']",0.0,18629.0,0.0,33.8,31.7,1656.0,1493.8,0.19485382942739793,0.10625755013288234,0.5095442424199369,0.49634081716407125
832,ESPORTSTMNT01/1731417,"['Gragas', 'Lillia', 'Viktor', 'KaiSa', 'Leona']",0,1.0,0.0,18155.0,751.0,488.0,10.0,2.0,3.0,1.0,"['Sett', 'Hecarim', 'Ryze', 'Vayne', 'Galio']",0.0,17667.0,1.0,32.9,31.9,1551.0,1475.9,0.2411935250060401,0.12983812515100263,0.49783306612451816,0.4961748649190298
833,ESPORTSTMNT03/1673827,"['Aatrox', 'Trundle', 'Galio', 'Samira', 'Thresh']",0,1.0,0.0,16425.0,2009.0,-600.0,-3.0,6.0,8.0,1.0,"['Lulu', 'Olaf', 'Cassiopeia', 'Aphelios', 'Braum']",0.0,17025.0,1.0,27.4,27.7,1627.0,1426.1,0.12500604010630587,0.09461222517516307,0.4830025072976801,0.48044714145198697
834,ESPORTSTMNT01/1721273,"['Aatrox', 'Dr. Mundo', 'Twisted Fate', 'Aphelios', 'Thresh']",0,0.0,0.0,17878.0,-1314.0,-1375.0,-10.0,3.0,2.0,6.0,"['Gnar', 'Hecarim', 'Katarina', 'KaiSa', 'Nautilus']",0.0,19253.0,8.0,30.9,31.9,1605.7,1737.1,0.11995651123459772,0.2225416767335105,0.5005268825037905,0.5175522767957362
835,ESPORTSTMNT04/1490859,"['Gragas', 'Graves', 'Akali', 'Aphelios', 'Nautilus']",1,0.0,0.0,19700.0,452.0,1045.0,4.0,2.0,2.0,2.0,"['Renekton', 'Lillia', 'Twisted Fate', 'Jhin', 'Thresh']",0.0,18655.0,2.0,34.4,34.0,1637.3,1592.1,0.14851413384875572,0.16235805750181204,0.4917408014607066,0.5032189240104218
836,ESPORTSTMNT03/1673830,"['Volibear', 'Graves', 'Twisted Fate', 'Tristana', 'Leona']",1,1.0,0.0,18364.0,541.0,-48.0,1.0,4.0,6.0,4.0,"['Renekton', 'Nidalee', 'Ryze', 'KaiSa', 'Thresh']",0.0,18412.0,6.0,32.6,32.5,1714.0,1659.9,0.15083353467021018,0.21920753805266974,0.4933927286191738,0.5090151615202951
837,ESPORTSTMNT01/1731468,"['Gragas', 'Pantheon', 'Galio', 'KaiSa', 'Alistar']",1,1.0,0.0,18713.0,980.0,990.0,-5.0,3.0,5.0,0.0,"['Renekton', 'Lillia', 'Syndra', 'Jhin', 'Braum']",0.0,17723.0,0.0,31.7,32.2,1573.2,1475.2,0.2254409277603286,0.14885237980188454,0.5159252397666861,0.4770727473244129
838,ESPORTSTMNT01/1731469,"['Volibear', 'Nidalee', 'Yone', 'Ashe', 'Thresh']",0,0.0,0.0,18220.0,-2612.0,-1394.0,-3.0,0.0,0.0,3.0,"['Renekton', 'Ekko', 'Irelia', 'Miss Fortune', 'Pyke']",0.0,19614.0,2.0,33.3,33.6,1497.7,1758.9,0.11224933558830634,0.07192558589031167,0.4833827500689689,0.4978044871716899
839,ESPORTSTMNT04/1490879,"['Malphite', 'Graves', 'Syndra', 'Xayah', 'Nautilus']",1,1.0,0.0,19266.0,1451.0,1293.0,14.0,2.0,2.0,0.0,"['Gragas', 'Ivern', 'Orianna', 'Aphelios', 'Braum']",0.0,17973.0,0.0,32.8,31.4,1589.5,1444.4,0.13215752597245714,0.13264073447692679,0.4615573278316892,0.4664002876961689
840,ESPORTSTMNT03/1673833,"['Sylas', 'Graves', 'Seraphine', 'Miss Fortune', 'Alistar']",1,1.0,0.0,18233.0,662.0,-10.0,-35.0,3.0,8.0,0.0,"['Aatrox', 'Udyr', 'Viktor', 'KaiSa', 'Gragas']",0.0,18243.0,0.0,30.7,34.2,1603.9,1537.7,0.1327856970282677,0.23592655230732062,0.5018494004644681,0.4991907187838371
841,ESPORTSTMNT04/1490882,"['Jax', 'Lillia', 'Pantheon', 'KaiSa', 'Leona']",0,0.0,0.0,18742.0,-1105.0,19.0,-54.0,2.0,1.0,1.0,"['Renekton', 'Nidalee', 'Syndra', 'Jhin', 'Sett']",0.0,18723.0,2.0,29.3,34.7,1471.3,1581.8,0.18528630103889826,0.1486832568253201,0.4918810646990218,0.48322099004588137
842,ESPORTSTMNT01/1731529,"['Renekton', 'Lillia', 'Viktor', 'Ezreal', 'Maokai']",0,0.0,0.0,17734.0,-1941.0,-1422.0,-37.0,1.0,3.0,3.0,"['Gragas', 'Nidalee', 'Yone', 'KaiSa', 'Rell']",0.0,19156.0,2.0,29.7,33.4,1450.8,1644.9,0.14919062575501332,0.2122976564387533,0.5176675041399112,0.5043432957991283
843,ESPORTSTMNT04/1490895,"['Gragas', 'Ivern', 'Orianna', 'Vayne', 'Alistar']",0,0.0,0.0,17498.0,-437.0,-557.0,-13.0,0.0,0.0,0.0,"['Camille', 'Graves', 'Akali', 'KaiSa', 'Nautilus']",0.0,18055.0,0.0,31.6,32.9,1419.3,1463.0,0.15206571635660787,0.19705242812273496,0.4745370400333465,0.5053069906778835
844,ESPORTSTMNT01/1731571,"['Vladimir', 'Olaf', 'Seraphine', 'Jhin', 'Nautilus']",0,0.0,0.0,18171.0,-1431.0,-433.0,-44.0,2.0,1.0,3.0,"['Riven', 'Graves', 'Syndra', 'KaiSa', 'Alistar']",0.0,18604.0,6.0,28.8,33.2,1481.0,1624.1,0.11430297173230249,0.2012080212611742,0.4776071612845225,0.5153669255694766
845,ESPORTSTMNT03/1673836,"['Karma', 'KhaZix', 'Twisted Fate', 'Vayne', 'Thresh']",1,0.0,0.0,17002.0,-565.0,-411.0,-22.0,3.0,6.0,4.0,"['Jax', 'Lillia', 'Akali', 'KaiSa', 'Alistar']",0.0,17413.0,9.0,26.5,28.7,1513.6,1570.1,0.09164049287267456,0.20753805266972697,0.5182225169693322,0.4960984633865003
846,ESPORTSTMNT01/1721347,"['Renekton', 'Taliyah', 'Galio', 'KaiSa', 'Rakan']",1,0.0,0.0,19435.0,1149.0,1427.0,36.0,2.0,6.0,1.0,"['Gragas', 'Sejuani', 'Kassadin', 'Aphelios', 'Braum']",0.0,18008.0,2.0,34.4,30.8,1599.6,1484.7,0.2016187484899734,0.08770234356124669,0.5406372077889454,0.46763361207614923
847,ESPORTSTMNT01/1721348,"['Gnar', 'Hecarim', 'Akali', 'Xayah', 'Galio']",0,0.0,0.0,19211.0,-563.0,166.0,-2.0,1.0,1.0,1.0,"['Gangplank', 'Lillia', 'Sylas', 'Samira', 'Gragas']",0.0,19045.0,2.0,33.6,33.8,1513.4,1569.7,0.17825561729886447,0.13032133365547233,0.5121018439591344,0.48956664655961746
848,ESPORTSTMNT01/1731611,"['Akali', 'Hecarim', 'Camille', 'Aphelios', 'Leona']",0,0.0,0.0,17964.0,-882.0,-265.0,0.0,2.0,1.0,2.0,"['Shen', 'Taliyah', 'Yone', 'KaiSa', 'Braum']",0.0,18229.0,5.0,31.8,31.8,1517.6,1605.8,0.1559313843923653,0.13836675525489248,0.5157695549734325,0.49786930275488556
849,ESPORTSTMNT01/1731626,"['Ornn', 'Graves', 'Viktor', 'Aphelios', 'Thresh']",1,1.0,0.0,18511.0,1009.0,1030.0,25.0,1.0,1.0,0.0,"['Gragas', 'Lillia', 'Tristana', 'Miss Fortune', 'Braum']",0.0,17481.0,0.0,32.3,29.8,1517.2,1416.3,0.14479342836433923,0.14522831601836192,0.4790544150905903,0.4864131776605012
850,ESPORTSTMNT01/1721392,"['Shen', 'Lillia', 'Lucian', 'Aphelios', 'Gragas']",0,0.0,0.0,18494.0,556.0,481.0,17.0,2.0,3.0,1.0,"['Camille', 'Graves', 'Twisted Fate', 'KaiSa', 'Leona']",0.0,18013.0,0.0,33.6,31.9,1579.2,1523.6,0.1352017395506161,0.1974631553515342,0.48275926621350634,0.5169463172594775
851,ESPORTSTMNT01/1731670,"['Shen', 'Rengar', 'Viktor', 'KaiSa', 'Alistar']",0,0.0,0.0,16745.0,-84.0,-170.0,-17.0,4.0,10.0,3.0,"['Gragas', 'Graves', 'Orianna', 'Xayah', 'Maokai']",0.0,16915.0,5.0,26.4,28.1,1505.3,1513.7,0.1825803334138681,0.14914230490456634,0.4943116004809073,0.5070966317836922
852,ESPORTSTMNT01/1731676,"['Gnar', 'Olaf', 'Rumble', 'Jhin', 'Alistar']",0,0.0,0.0,16332.0,-1784.0,-2277.0,-13.0,1.0,2.0,4.0,"['Kled', 'Taliyah', 'Pantheon', 'KaiSa', 'Nautilus']",0.0,18609.0,9.0,29.7,31.0,1442.3,1620.7,0.18108238705001206,0.15211403720705483,0.5060047334389806,0.5128678921619911
853,ESPORTSTMNT01/1721401,"['ChoGath', 'Olaf', 'Galio', 'Tristana', 'Rakan']",1,1.0,0.0,19197.0,115.0,-67.0,-7.0,2.0,1.0,1.0,"['Ornn', 'Graves', 'Syndra', 'Vayne', 'Thresh']",0.0,19264.0,1.0,33.3,34.0,1574.0,1562.5,0.13136023194008214,0.1256825320125634,0.5097127259725822,0.4723519992637219
854,ESPORTSTMNT01/1721420,"['Gragas', 'Olaf', 'Zoe', 'Miss Fortune', 'Thresh']",1,0.0,0.0,18615.0,-667.0,334.0,12.0,0.0,0.0,2.0,"['Camille', 'Nidalee', 'Orianna', 'KaiSa', 'Leona']",0.0,18281.0,1.0,32.7,31.5,1455.6,1522.3,0.1482966900217444,0.2294273979222034,0.4920880240284384,0.5226741196012816
855,ESPORTSTMNT01/1731702,"['Camille', 'Karthus', 'Lucian', 'Kalista', 'Thresh']",1,0.0,0.0,18977.0,1650.0,1176.0,72.0,0.0,0.0,1.0,"['Malphite', 'Lillia', 'Galio', 'Aphelios', 'Maokai']",0.0,17801.0,2.0,37.1,29.9,1625.8,1460.8,0.1087219135056777,0.11000241604252234,0.5080349575449261,0.5097380664600343
856,ESPORTSTMNT01/1731733,"['Shen', 'Olaf', 'Twisted Fate', 'Aphelios', 'Thresh']",1,1.0,0.0,17869.0,294.0,-493.0,-17.0,1.0,1.0,0.0,"['Ornn', 'Lillia', 'Yone', 'KaiSa', 'Blitzcrank']",0.0,18362.0,0.0,32.3,34.0,1560.9,1531.5,0.1286784247402754,0.16214061367480068,0.502335612438904,0.48278410990504517
857,NA1/3758635750,"['Camille', 'Olaf', 'Sylas', 'Aphelios', 'Rell']",0,0.0,0.0,17361.0,-3245.0,-2264.0,-28.0,1.0,1.0,6.0,"['Renekton', 'Hecarim', 'Corki', 'Senna', 'Galio']",0.0,19625.0,12.0,30.2,33.0,1453.4,1777.9,0.1548924861077555,0.1467504228074414,0.5165269335445288,0.5204084718326933
858,NA1/3758436658,"['Gnar', 'Nidalee', 'Akali', 'KaiSa', 'Blitzcrank']",1,1.0,0.0,18745.0,1505.0,261.0,10.0,3.0,3.0,0.0,"['Shen', 'Lillia', 'Lucian', 'Aphelios', 'Thresh']",0.0,18484.0,0.0,33.9,32.9,1604.3,1453.8,0.18891036482242088,0.1413626479826045,0.5144696022474153,0.48446502486930043
859,NA1/3758446440,"['Gangplank', 'Taliyah', 'Galio', 'Aphelios', 'Thresh']",0,1.0,0.0,18182.0,261.0,-186.0,-10.0,2.0,2.0,2.0,"['Volibear', 'Hecarim', 'Lucian', 'Senna', 'Blitzcrank']",0.0,18368.0,3.0,29.4,30.4,1571.8,1545.7,0.13179511959410486,0.11862768784730611,0.5119494886652374,0.4815583862300662
860,NA1/3758516253,"['Renekton', 'Kindred', 'Seraphine', 'Soraka', 'Leona']",0,0.0,0.0,15393.0,-4971.0,-3159.0,-100.0,2.0,1.0,7.0,"['Vayne', 'Elise', 'Zoe', 'Samira', 'Alistar']",0.0,18552.0,7.0,23.9,33.9,1325.9,1823.0,0.11908673592655232,0.10251268422324233,0.4728423721114224,0.49145547856023886
861,NA1/3758546241,"['Gragas', 'Olaf', 'Zoe', 'Jhin', 'Galio']",1,0.0,0.0,18014.0,-2028.0,-928.0,-30.0,2.0,2.0,5.0,"['Shen', 'Hecarim', 'Azir', 'Miss Fortune', 'Sett']",0.0,18942.0,4.0,29.3,32.3,1489.5,1692.3,0.14247402754288474,0.12097124909398405,0.4914447509361638,0.4768261327275057
862,NA1/3758616144,"['Renekton', 'Taliyah', 'Lucian', 'KaiSa', 'Leona']",1,1.0,0.0,19528.0,3195.0,916.0,46.0,7.0,4.0,2.0,"['Camille', 'Hecarim', 'Malphite', 'Senna', 'Galio']",0.0,18612.0,3.0,31.1,26.5,1841.7,1522.2,0.21543851171780623,0.12756704517999518,0.524003158461678,0.5032310824023842
863,NA1/3758296485,"['Camille', 'Graves', 'Twisted Fate', 'Seraphine', 'Sett']",1,1.0,0.0,17159.0,1890.0,343.0,-6.0,4.0,6.0,1.0,"['Gragas', 'Hecarim', 'Zoe', 'Jhin', 'Alistar']",0.0,16816.0,1.0,29.1,29.7,1633.6,1444.6,0.11870016912297658,0.17226383184344046,0.5114475642346417,0.49168431807118446
864,NA1/3758156859,"['Camille', 'Taliyah', 'Pantheon', 'Samira', 'Nautilus']",1,1.0,0.0,18293.0,223.0,103.0,26.0,6.0,5.0,5.0,"['Gragas', 'Kindred', 'Riven', 'Jhin', 'Seraphine']",0.0,18190.0,5.0,29.2,26.6,1625.3,1603.0,0.10292341145204156,0.08733993718289443,0.5174777959569028,0.5063276528642952
