gameId,blueChampions,blueWins,blueFirstBlood,blueFirstBloodAssist,blueTotalGold,blueTotalExperience,blueTotalCS,blueGoldDiff,blueExperienceDiff,blueCSDiff,blueKills,blueAssists,blueDeaths,redChampions,redFirstBloodAssist,redTotalGold,redTotalExperience,redTotalCS,redAssists
ESPORTSTMNT06/1570343,"['Gnar', 'Graves', 'Sylas', 'Xayah', 'Leona']",0,0.0,0.0,15080.0,18307.0,330.0,-1468.0,-116.0,-6.0,1.0,1.0,3.0,"['Irelia', 'Taliyah', 'Twisted Fate', ""Kai'Sa"", 'Alistar']",0.0,16548.0,18423.0,336.0,5.0
ESPORTSTMNT02/1698014,"['Aatrox', 'Kayn', 'Seraphine', 'Senna', 'Maokai']",1,1.0,0.0,16149.0,19700.0,328.0,937.0,210.0,-4.0,1.0,1.0,1.0,"['Sion', 'Udyr', 'Syndra', ""Kai'Sa"", 'Rakan']",0.0,15212.0,19490.0,332.0,2.0
ESPORTSTMNT06/1570353,"['Sion', 'Olaf', 'Orianna', 'Ashe', 'Braum']",0,0.0,0.0,14391.0,17607.0,304.0,-1032.0,-364.0,-15.0,1.0,0.0,2.0,"['Camille', 'Jarvan IV', 'Azir', ""Kai'Sa"", 'Rakan']",0.0,15423.0,17971.0,319.0,4.0
ESPORTSTMNT02/1698016,"['Camille', 'Udyr', 'Galio', 'Xayah', 'Rell']",1,1.0,0.0,15294.0,18551.0,332.0,-541.0,-1165.0,-23.0,1.0,1.0,1.0,"['Gragas', 'Hecarim', 'Orianna', ""Kai'Sa"", 'Rakan']",0.0,15835.0,19716.0,355.0,0.0
ESPORTSTMNT06/1570357,"['Jax', 'Udyr', 'Azir', 'Aphelios', 'Thresh']",1,1.0,0.0,15434.0,17976.0,320.0,236.0,671.0,21.0,2.0,3.0,3.0,"['Camille', 'Nidalee', 'Ryze', ""Kai'Sa"", 'Alistar']",0.0,15198.0,17305.0,299.0,8.0
ESPORTSTMNT06/1570360,"['Gnar', 'Jarvan IV', 'Azir', 'Aphelios', 'Leona']",0,1.0,0.0,14761.0,16827.0,275.0,-1766.0,-182.0,-25.0,2.0,5.0,2.0,"['Sion', 'Olaf', 'Orianna', 'Miss Fortune', 'Alistar']",0.0,16527.0,17009.0,300.0,4.0
ESPORTSTMNT06/1570368,"['Gnar', 'Hecarim', 'Galio', ""Kai'Sa"", 'Rell']",1,1.0,0.0,15708.0,18752.0,341.0,469.0,-288.0,3.0,1.0,1.0,1.0,"['Wukong', 'Lillia', 'Syndra', 'Samira', 'Gragas']",0.0,15239.0,19040.0,338.0,0.0
ESPORTSTMNT03/1750564,"['Camille', 'Hecarim', 'Azir', 'Kalista', 'Taric']",1,1.0,0.0,17233.0,19180.0,355.0,3146.0,1880.0,50.0,1.0,1.0,0.0,"['Volibear', 'Jarvan IV', 'Kassadin', ""Kai'Sa"", 'Rell']",0.0,14087.0,17300.0,305.0,0.0
ESPORTSTMNT06/1570381,"['Renekton', 'Lillia', 'Azir', 'Xayah', 'Gragas']",0,0.0,0.0,16562.0,18956.0,348.0,-1100.0,339.0,19.0,0.0,0.0,1.0,"['Gnar', 'Hecarim', 'Orianna', 'Jhin', 'Seraphine']",0.0,17662.0,18617.0,329.0,2.0
ESPORTSTMNT06/1570396,"['Sion', 'Udyr', 'Syndra', ""Kai'Sa"", 'Gragas']",1,1.0,0.0,15932.0,19385.0,321.0,374.0,847.0,-1.0,3.0,4.0,2.0,"['Fiora', 'Olaf', 'Zoe', 'Miss Fortune', 'Rell']",0.0,15558.0,18538.0,322.0,4.0
ESPORTSTMNT06/1570398,"['Gnar', 'Jarvan IV', 'Orianna', ""Kai'Sa"", 'Alistar']",1,0.0,0.0,14652.0,17589.0,318.0,-227.0,-216.0,0.0,1.0,3.0,1.0,"['Aatrox', 'Udyr', 'Viktor', 'Xayah', 'Rell']",0.0,14879.0,17805.0,318.0,1.0
ESPORTSTMNT03/1760671,"['Aatrox', 'Taliyah', 'Yone', 'Seraphine', 'Alistar']",0,0.0,0.0,14543.0,17668.0,318.0,-946.0,-1443.0,-7.0,0.0,0.0,2.0,"['Renekton', 'Udyr', 'Ekko', 'Samira', 'Rakan']",0.0,15489.0,19111.0,325.0,1.0
ESPORTSTMNT03/1760690,"['Gragas', 'Olaf', 'Azir', ""Kai'Sa"", 'Seraphine']",0,1.0,0.0,14927.0,17906.0,319.0,34.0,-416.0,-11.0,0.0,0.0,0.0,"['Renekton', 'Lillia', 'Ryze', 'Vayne', 'Rakan']",0.0,14893.0,18322.0,330.0,0.0
ESPORTSTMNT03/1760696,"['Gangplank', 'Udyr', 'Orianna', ""Kai'Sa"", 'Rell']",1,1.0,0.0,16426.0,19362.0,343.0,964.0,1220.0,25.0,3.0,3.0,1.0,"['Gnar', 'Dr. Mundo', ""Vel'Koz"", 'Xayah', 'Leona']",0.0,15462.0,18142.0,318.0,1.0
ESPORTSTMNT03/1760728,"['Sett', 'Hecarim', 'Orianna', ""Kai'Sa"", 'Alistar']",1,1.0,0.0,14986.0,17748.0,298.0,365.0,1054.0,-4.0,2.0,6.0,0.0,"['Gangplank', 'Gragas', 'Yasuo', 'Senna', 'Galio']",0.0,14621.0,16694.0,302.0,0.0
ESPORTSTMNT03/1750651,"['Jayce', 'Udyr', 'Orianna', 'Xayah', 'Leona']",1,1.0,0.0,17365.0,19505.0,352.0,2529.0,1267.0,33.0,4.0,6.0,1.0,"['Ornn', 'Jarvan IV', 'Corki', ""Kai'Sa"", 'Rell']",0.0,14836.0,18238.0,319.0,2.0
ESPORTSTMNT03/1760743,"['Rumble', 'Jarvan IV', 'Yone', 'Senna', 'Galio']",1,0.0,0.0,15421.0,18395.0,321.0,79.0,-91.0,24.0,2.0,2.0,3.0,"['Gragas', 'Taliyah', 'Yasuo', 'Ziggs', 'Rell']",0.0,15342.0,18486.0,297.0,2.0
ESPORTSTMNT03/1760768,"['Gnar', 'Lillia', 'Orianna', 'Xayah', 'Nautilus']",1,0.0,0.0,15538.0,19172.0,332.0,-283.0,434.0,-2.0,2.0,4.0,1.0,"['Vladimir', 'Hecarim', 'Sett', ""Kai'Sa"", 'Leona']",0.0,15821.0,18738.0,334.0,2.0
ESPORTSTMNT03/1760771,"['Gnar', 'Jarvan IV', 'Viktor', ""Kai'Sa"", 'Alistar']",0,0.0,0.0,14638.0,17831.0,319.0,-855.0,-868.0,-24.0,0.0,0.0,1.0,"['Jayce', 'Olaf', 'Orianna', 'Samira', 'Rell']",0.0,15493.0,18699.0,343.0,0.0
ESPORTSTMNT03/1760783,"['Gragas', 'Olaf', 'Cassiopeia', 'Miss Fortune', 'Thresh']",0,1.0,0.0,15649.0,18773.0,340.0,475.0,-222.0,-5.0,1.0,1.0,0.0,"['Camille', 'Hecarim', 'Anivia', 'Vayne', 'Galio']",0.0,15174.0,18995.0,345.0,0.0
ESPORTSTMNT05/1832104,"['Gnar', 'Olaf', 'Azir', 'Xayah', 'Alistar']",0,0.0,0.0,14201.0,17326.0,304.0,-1126.0,-862.0,-21.0,0.0,0.0,1.0,"['Wukong', 'Graves', 'Seraphine', ""Kai'Sa"", 'Rell']",0.0,15327.0,18188.0,325.0,2.0
ESPORTSTMNT03/1760800,"['Camille', 'Lillia', 'Galio', 'Jinx', 'Alistar']",1,0.0,0.0,15466.0,17646.0,283.0,812.0,-254.0,-22.0,4.0,8.0,1.0,"['Gnar', 'Jarvan IV', 'Azir', 'Xayah', 'Rell']",0.0,14654.0,17900.0,305.0,1.0
ESPORTSTMNT03/1760816,"['Shen', ""Kha'Zix"", 'Vladimir', ""Kai'Sa"", 'Galio']",0,1.0,0.0,16572.0,19841.0,319.0,1517.0,1442.0,-26.0,4.0,7.0,0.0,"['Mordekaiser', 'Lillia', 'Lucian', 'Samira', 'Alistar']",0.0,15055.0,18399.0,345.0,0.0
ESPORTSTMNT05/1832108,"['Gnar', 'Pantheon', 'Seraphine', 'Senna', 'Tahm Kench']",1,1.0,0.0,16880.0,18392.0,295.0,2043.0,554.0,-19.0,5.0,10.0,1.0,"['Camille', 'Gragas', 'Ryze', ""Kai'Sa"", 'Leona']",0.0,14837.0,17838.0,314.0,2.0
ESPORTSTMNT03/1750741,"['Renekton', 'Lillia', 'Azir', 'Vayne', 'Gragas']",0,1.0,0.0,15490.0,18898.0,327.0,-329.0,-701.0,-27.0,1.0,1.0,1.0,"['Quinn', 'Nidalee', 'Ekko', 'Jhin', 'Rell']",0.0,15819.0,19599.0,354.0,1.0
ESPORTSTMNT03/1760831,"['Gnar', 'Graves', 'Galio', 'Sivir', 'Alistar']",1,1.0,0.0,15338.0,19195.0,353.0,-13.0,858.0,6.0,0.0,0.0,0.0,"['Gangplank', 'Skarner', 'Azir', 'Ezreal', 'Rell']",0.0,15351.0,18337.0,347.0,0.0
ESPORTSTMNT05/1832109,"['Volibear', 'Pantheon', 'Azir', ""Kai'Sa"", 'Rell']",0,1.0,0.0,15664.0,17383.0,289.0,-1530.0,-1150.0,20.0,4.0,5.0,6.0,"['Kennen', 'Kindred', 'Twisted Fate', 'Senna', 'Wukong']",0.0,17194.0,18533.0,269.0,9.0
ESPORTSTMNT03/1760848,"['Gangplank', 'Hecarim', 'Orianna', ""Kai'Sa"", 'Leona']",0,1.0,0.0,15122.0,18268.0,305.0,-75.0,102.0,5.0,2.0,4.0,2.0,"['Aatrox', 'Lillia', 'Irelia', 'Senna', 'Galio']",0.0,15197.0,18166.0,300.0,6.0
ESPORTSTMNT03/1760856,"['Ornn', 'Udyr', 'Viktor', 'Aphelios', 'Thresh']",0,0.0,0.0,14311.0,17845.0,318.0,-1761.0,-775.0,-23.0,0.0,0.0,1.0,"['Gnar', 'Graves', 'Orianna', ""Kai'Sa"", 'Nautilus']",0.0,16072.0,18620.0,341.0,2.0
ESPORTSTMNT03/1750782,"[""Cho'Gath"", 'Graves', 'Yone', 'Miss Fortune', 'Seraphine']",1,0.0,0.0,15017.0,18814.0,331.0,-333.0,84.0,4.0,0.0,0.0,1.0,"['Gangplank', 'Taliyah', 'Sylas', ""Kai'Sa"", 'Alistar']",0.0,15350.0,18730.0,327.0,4.0
ESPORTSTMNT05/1832115,"['Gragas', 'Hecarim', 'Azir', 'Xayah', 'Alistar']",1,0.0,0.0,15392.0,18539.0,314.0,41.0,-62.0,-15.0,2.0,4.0,1.0,"['Darius', 'Lillia', 'Orianna', ""Kai'Sa"", 'Rell']",0.0,15351.0,18601.0,329.0,1.0
ESPORTSTMNT03/1750785,"['Shen', 'Hecarim', 'Anivia', 'Kalista', 'Galio']",0,0.0,0.0,15515.0,19234.0,321.0,-1350.0,1509.0,-3.0,1.0,1.0,1.0,"['Lucian', 'Graves', 'Alistar', 'Vladimir', ""Kai'Sa""]",0.0,16865.0,17725.0,324.0,1.0
ESPORTSTMNT03/1760883,"['Jax', 'Hecarim', 'Orianna', ""Kai'Sa"", 'Gragas']",0,0.0,0.0,15344.0,17508.0,326.0,-1035.0,-655.0,29.0,1.0,3.0,5.0,"['Volibear', 'Lillia', 'Seraphine', 'Samira', 'Alistar']",0.0,16379.0,18163.0,297.0,6.0
ESPORTSTMNT03/1750800,"['Ornn', 'Jarvan IV', 'Zoe', ""Kai'Sa"", 'Blitzcrank']",1,1.0,0.0,17087.0,18498.0,308.0,2837.0,1480.0,33.0,6.0,9.0,1.0,"['Camille', 'Pantheon', 'Azir', 'Senna', 'Tahm Kench']",0.0,14250.0,17018.0,275.0,2.0
ESPORTSTMNT03/1750802,"['Gragas', ""Rek'Sai"", 'Zoe', 'Samira', 'Rell']",1,0.0,0.0,16436.0,17424.0,306.0,290.0,616.0,5.0,5.0,9.0,4.0,"['Aatrox', 'Taliyah', 'Galio', ""Kai'Sa"", 'Sett']",0.0,16146.0,16808.0,301.0,5.0
NA1/3786520964,"['Nasus', 'Udyr', 'Orianna', 'Jhin', 'Thresh']",0,0.0,0.0,14533.0,17909.0,320.0,-1608.0,-1386.0,4.0,0.0,0.0,1.0,"['Volibear', 'Lillia', 'Zoe', 'Senna', 'Tahm Kench']",0.0,16141.0,19295.0,316.0,1.0
ESPORTSTMNT03/1760926,"['Gnar', 'Hecarim', 'Seraphine', 'Samira', 'Rell']",0,0.0,0.0,14600.0,16872.0,276.0,-3503.0,-2260.0,-26.0,2.0,3.0,10.0,"['Camille', 'Lillia', 'Orianna', ""Kai'Sa"", 'Galio']",0.0,18103.0,19132.0,302.0,13.0
ESPORTSTMNT03/1750835,"['Gangplank', 'Graves', 'Azir', ""Kai'Sa"", 'Alistar']",0,1.0,0.0,15798.0,18681.0,350.0,497.0,-320.0,16.0,1.0,3.0,0.0,"['Rumble', 'Kindred', 'Twisted Fate', 'Aphelios', 'Thresh']",0.0,15301.0,19001.0,334.0,0.0
NA1/3786521325,"['Aatrox', 'Udyr', 'Yone', 'Seraphine', 'Rell']",1,1.0,0.0,15237.0,19276.0,331.0,148.0,1351.0,25.0,1.0,2.0,2.0,"['Malphite', 'Jarvan IV', 'Viktor', 'Xayah', 'Rakan']",0.0,15089.0,17925.0,306.0,3.0
ESPORTSTMNT03/1760939,"['Renekton', 'Nidalee', 'Azir', ""Kai'Sa"", 'Poppy']",1,1.0,0.0,16033.0,19483.0,333.0,958.0,959.0,-4.0,2.0,2.0,0.0,"['Volibear', 'Taliyah', 'Zoe', 'Lucian', 'Rell']",0.0,15075.0,18524.0,337.0,0.0
ESPORTSTMNT03/1750856,"['Gnar', 'Lillia', 'Azir', ""Kai'Sa"", 'Pantheon']",1,0.0,0.0,15013.0,18085.0,316.0,-628.0,-182.0,-23.0,1.0,2.0,1.0,"['Kennen', 'Graves', 'Zoe', 'Jhin', 'Nautilus']",0.0,15641.0,18267.0,339.0,2.0
NA1/3786282191,"['Gragas', 'Graves', 'Sylas', 'Senna', 'Tahm Kench']",1,1.0,0.0,17122.0,19457.0,306.0,733.0,746.0,-8.0,5.0,11.0,4.0,"['Gnar', 'Hecarim', 'Azir', 'Seraphine', 'Rell']",0.0,16389.0,18711.0,314.0,11.0
ESPORTSTMNT03/1760950,"['Ornn', 'Skarner', 'Viktor', ""Kai'Sa"", 'Rell']",1,0.0,0.0,15645.0,18417.0,327.0,-221.0,-587.0,27.0,1.0,0.0,4.0,"['Aatrox', 'Hecarim', 'Azir', 'Alistar', 'Seraphine']",0.0,15866.0,19004.0,300.0,5.0
ESPORTSTMNT03/1750874,"['Camille', 'Lillia', 'Tristana', 'Seraphine', 'Rell']",1,1.0,0.0,16389.0,18523.0,326.0,2319.0,1234.0,27.0,3.0,4.0,0.0,"['Gragas', 'Graves', 'LeBlanc', ""Kai'Sa"", 'Alistar']",0.0,14070.0,17289.0,299.0,0.0
NA1/3786282522,"['Irelia', 'Taliyah', 'Twisted Fate', 'Senna', 'Tahm Kench']",1,1.0,0.0,17390.0,19069.0,294.0,2427.0,1926.0,2.0,4.0,6.0,0.0,"['Gnar', 'Graves', 'Orianna', 'Ezreal', 'Karma']",0.0,14963.0,17143.0,292.0,0.0
NA1/3786522014,"['Gnar', 'Hecarim', 'Sylas', 'Senna', 'Sett']",0,0.0,0.0,15118.0,18029.0,286.0,-116.0,204.0,-27.0,1.0,1.0,2.0,"['Malphite', 'Lillia', 'Aatrox', 'Miss Fortune', 'Galio']",0.0,15234.0,17825.0,313.0,2.0
NA1/3785943375,"['Shen', 'Graves', 'Orianna', 'Senna', 'Tahm Kench']",1,0.0,0.0,16121.0,18797.0,279.0,895.0,1428.0,-14.0,4.0,7.0,2.0,"['Camille', 'Olaf', 'Viktor', ""Kai'Sa"", 'Lulu']",0.0,15226.0,17369.0,293.0,1.0
NA1/3786502228,"['Camille', 'Lillia', 'Galio', 'Ezreal', 'Rell']",1,1.0,0.0,16786.0,18290.0,323.0,1154.0,452.0,22.0,3.0,6.0,3.0,"['Gangplank', 'Hecarim', 'Orianna', 'Senna', 'Rakan']",0.0,15632.0,17838.0,301.0,8.0
NA1/3786132993,"['Gangplank', 'Kindred', 'Viktor', 'Ezreal', 'Seraphine']",0,0.0,0.0,15233.0,18157.0,301.0,-1738.0,-1535.0,0.0,1.0,2.0,5.0,"['Shen', 'Udyr', 'Syndra', 'Senna', 'Karma']",0.0,16971.0,19692.0,301.0,5.0
NA1/3786232791,"['Jax', 'Olaf', 'Seraphine', 'Ezreal', 'Rell']",1,1.0,0.0,17633.0,19565.0,330.0,3450.0,1360.0,37.0,5.0,5.0,0.0,"['Camille', 'Udyr', 'Kayle', 'Senna', 'Karma']",0.0,14183.0,18205.0,293.0,0.0
NA1/3786172695,"['Camille', 'Udyr', 'Ryze', 'Senna', 'Maokai']",1,1.0,0.0,16036.0,19113.0,327.0,-119.0,921.0,5.0,2.0,3.0,0.0,"['Volibear', 'Dr. Mundo', 'Orianna', 'Miss Fortune', 'Galio']",0.0,16155.0,18192.0,322.0,0.0
ESPORTSTMNT03/1760955,"['Gnar', 'Graves', 'Viktor', 'Xayah', 'Rell']",1,1.0,0.0,14812.0,17441.0,312.0,138.0,-1056.0,6.0,1.0,2.0,1.0,"['Gangplank', 'Hecarim', 'Orianna', ""Kai'Sa"", 'Gragas']",0.0,14674.0,18497.0,306.0,1.0
NA1/3786233052,"['Volibear', 'Taliyah', 'Karma', 'Draven', 'Thresh']",0,0.0,0.0,15279.0,18237.0,308.0,268.0,124.0,-9.0,2.0,3.0,1.0,"['Gnar', 'Elise', 'Orianna', ""Kai'Sa"", 'Rell']",0.0,15011.0,18113.0,317.0,2.0
NA1/3786282869,"['Gangplank', 'Graves', 'Ryze', 'Senna', 'Tahm Kench']",1,1.0,0.0,17372.0,17731.0,271.0,743.0,-364.0,-51.0,5.0,9.0,1.0,"['Irelia', 'Lillia', 'Syndra', 'Miss Fortune', 'Rell']",0.0,16629.0,18095.0,322.0,1.0
NA1/3786522391,"['Urgot', 'Graves', 'Azir', 'Senna', 'Galio']",0,0.0,0.0,15408.0,18143.0,309.0,-1663.0,-1362.0,-20.0,2.0,2.0,4.0,"['Neeko', 'Hecarim', 'Orianna', 'Ezreal', 'Gragas']",0.0,17071.0,19505.0,329.0,4.0
NA1/3785943725,"['Gragas', 'Lillia', 'Yone', 'Miss Fortune', 'Nautilus']",0,0.0,0.0,14281.0,17995.0,288.0,-1055.0,-521.0,23.0,1.0,1.0,4.0,"['Malphite', 'Graves', 'Syndra', 'Senna', 'Tahm Kench']",0.0,15336.0,18516.0,265.0,3.0
NA1/3786502638,"['Aatrox', 'Udyr', 'Yone', ""Kai'Sa"", 'Alistar']",1,1.0,0.0,16778.0,19540.0,334.0,2897.0,2250.0,39.0,4.0,5.0,0.0,"['Sylas', 'Dr. Mundo', 'Tristana', 'Senna', 'Galio']",0.0,13881.0,17290.0,295.0,0.0
NA1/3786133409,"['Shen', 'Hecarim', 'Azir', 'Senna', 'Tahm Kench']",0,0.0,0.0,15546.0,18164.0,268.0,-1812.0,-1108.0,-17.0,3.0,2.0,8.0,"['Camille', 'Karthus', 'Ekko', 'Vayne', 'Leona']",0.0,17358.0,19272.0,285.0,10.0
NA1/3786173053,"['Volibear', 'Skarner', 'Azir', ""Kai'Sa"", 'Rakan']",1,0.0,0.0,14104.0,17509.0,291.0,-2096.0,-861.0,-14.0,0.0,0.0,4.0,"['Gnar', 'Elise', 'Yone', 'Ezreal', 'Rell']",0.0,16200.0,18370.0,305.0,5.0
NA1/3786133682,"['Aatrox', 'Karthus', 'Lucian', 'Miss Fortune', 'Rell']",1,0.0,0.0,16801.0,19331.0,317.0,-69.0,-106.0,-7.0,5.0,10.0,4.0,"['Volibear', 'Nidalee', 'Syndra', 'Xayah', 'Alistar']",0.0,16870.0,19437.0,324.0,6.0
NA1/3786503021,"['Camille', 'Hecarim', 'Azir', 'Senna', 'Leona']",1,1.0,0.0,17006.0,19449.0,343.0,2439.0,2126.0,46.0,4.0,3.0,1.0,"['Malphite', 'Olaf', 'Yone', ""Kai'Sa"", 'Galio']",0.0,14567.0,17323.0,297.0,2.0
NA1/3786173378,"['Wukong', 'Olaf', 'Zoe', 'Ezreal', 'Rell']",1,1.0,0.0,14538.0,17002.0,306.0,-806.0,-1091.0,-1.0,1.0,3.0,3.0,"['Darius', 'Trundle', 'Viktor', 'Xayah', 'Rakan']",0.0,15344.0,18093.0,307.0,2.0
NA1/3786522845,"['Gnar', 'Hecarim', 'Azir', 'Senna', 'Sett']",1,0.0,0.0,15552.0,19142.0,314.0,-512.0,122.0,-5.0,1.0,1.0,3.0,"['Ornn', ""Rek'Sai"", 'Orianna', 'Miss Fortune', 'Leona']",0.0,16064.0,19020.0,319.0,5.0
ESPORTSTMNT06/1570419,"['Volibear', 'Graves', 'Syndra', ""Kai'Sa"", 'Leona']",1,0.0,0.0,16028.0,18590.0,338.0,-552.0,423.0,21.0,1.0,1.0,4.0,"['Gragas', 'Olaf', 'Orianna', 'Xayah', 'Sett']",0.0,16580.0,18167.0,317.0,7.0
EUW1/5094312430,"['Gragas', 'Hecarim', 'Yone', 'Jhin', 'Karma']",0,0.0,0.0,14559.0,18424.0,306.0,-448.0,877.0,-16.0,1.0,2.0,1.0,"['Sett', 'Jarvan IV', 'Azir', ""Kai'Sa"", 'Thresh']",0.0,15007.0,17547.0,322.0,2.0
EUW1/5094013201,"['Garen', 'Udyr', 'Zoe', 'Jhin', 'Thresh']",0,0.0,0.0,16536.0,18413.0,304.0,-620.0,-864.0,-31.0,2.0,5.0,4.0,"['Darius', 'Karthus', 'Corki', 'Sivir', 'Leona']",0.0,17156.0,19277.0,335.0,6.0
ESPORTSTMNT06/1570421,"['Gnar', 'Udyr', 'Neeko', ""Kai'Sa"", 'Alistar']",0,1.0,0.0,15258.0,18748.0,307.0,279.0,228.0,-21.0,2.0,3.0,0.0,"['Wukong', 'Lillia', 'Galio', 'Xayah', 'Rakan']",0.0,14979.0,18520.0,328.0,0.0
EUW1/5093973426,"['Gnar', 'Fiddlesticks', 'Sett', ""Kai'Sa"", 'Leona']",1,0.0,0.0,16062.0,19790.0,338.0,1108.0,1639.0,29.0,2.0,2.0,1.0,"['Wukong', 'Skarner', 'Lulu', 'Vayne', 'Galio']",0.0,14954.0,18151.0,309.0,1.0
EUW1/5093763746,"['Garen', 'Graves', 'Azir', ""Kai'Sa"", 'Braum']",0,0.0,0.0,14529.0,18078.0,324.0,-1314.0,-1134.0,-22.0,0.0,0.0,1.0,"['Kennen', 'Udyr', 'Corki', 'Lucian', 'Alistar']",0.0,15843.0,19212.0,346.0,2.0
EUW1/5093983638,"['Shen', 'Jarvan IV', 'Azir', ""Kai'Sa"", 'Thresh']",0,1.0,0.0,15537.0,17032.0,311.0,-10.0,-1972.0,-33.0,1.0,2.0,1.0,"['Gnar', 'Hecarim', 'Orianna', 'Vayne', 'Rell']",0.0,15547.0,19004.0,344.0,2.0
ESPORTSTMNT03/1761080,"['Gnar', 'Udyr', 'Azir', 'Samira', 'Rakan']",1,1.0,0.0,15973.0,19737.0,358.0,1609.0,2171.0,44.0,1.0,0.0,0.0,"['Renekton', 'Jarvan IV', 'Ryze', ""Kai'Sa"", 'Galio']",0.0,14364.0,17566.0,314.0,0.0
ESPORTSTMNT06/1570422,"['Aatrox', 'Lillia', 'Zoe', 'Vayne', 'Thresh']",0,0.0,0.0,14410.0,17837.0,309.0,-1286.0,-1280.0,-27.0,1.0,1.0,1.0,"['Karma', 'Udyr', 'Yone', ""Kai'Sa"", 'Galio']",0.0,15696.0,19117.0,336.0,1.0
EUW1/5094153830,"['Renekton', 'Hecarim', 'Galio', 'Vayne', 'Leona']",1,0.0,0.0,14450.0,17931.0,311.0,-270.0,1233.0,5.0,0.0,0.0,1.0,"['Wukong', 'Jarvan IV', 'Syndra', ""Kai'Sa"", 'Nautilus']",0.0,14720.0,16698.0,306.0,2.0
ESPORTSTMNT06/1570424,"['Sion', 'Udyr', 'Orianna', 'Aphelios', 'Thresh']",1,1.0,0.0,15994.0,18550.0,336.0,1270.0,984.0,51.0,2.0,4.0,1.0,"['Gangplank', 'Trundle', 'Azir', 'Senna', 'Tahm Kench']",0.0,14724.0,17566.0,285.0,1.0
ESPORTSTMNT03/1761122,"['Aatrox', 'Udyr', 'Syndra', 'Xayah', 'Thresh']",0,1.0,0.0,15326.0,18834.0,331.0,352.0,728.0,-16.0,1.0,2.0,0.0,"['Irelia', 'Jarvan IV', 'Azir', ""Kai'Sa"", 'Nautilus']",0.0,14974.0,18106.0,347.0,0.0
ESPORTSTMNT06/1580308,"['Renekton', 'Graves', 'Ryze', 'Seraphine', 'Nautilus']",1,1.0,0.0,16637.0,18778.0,340.0,1738.0,629.0,20.0,3.0,3.0,1.0,"['Volibear', 'Hecarim', 'Twisted Fate', 'Xayah', 'Rell']",0.0,14899.0,18149.0,320.0,0.0
EUW1/5094073161,"['Renekton', 'Lillia', 'Viktor', 'Vayne', 'Rell']",0,0.0,0.0,14845.0,17912.0,299.0,-1454.0,-1032.0,-46.0,1.0,1.0,2.0,"['Volibear', 'Nocturne', 'Orianna', ""Kai'Sa"", 'Alistar']",0.0,16299.0,18944.0,345.0,3.0
EUW1/5094094356,"['Renekton', 'Lillia', 'Viktor', 'Vayne', 'Rell']",0,0.0,0.0,14845.0,17912.0,299.0,-1454.0,-1032.0,-46.0,1.0,1.0,2.0,"['Volibear', 'Nocturne', 'Orianna', ""Kai'Sa"", 'Alistar']",0.0,16299.0,18944.0,345.0,3.0
EUW1/5093974361,"['Gnar', 'Fiddlesticks', 'Katarina', ""Kai'Sa"", 'Alistar']",1,0.0,0.0,14831.0,17580.0,310.0,-1147.0,-1979.0,-29.0,1.0,2.0,2.0,"['Karma', 'Udyr', 'Sett', 'Xayah', 'Nautilus']",0.0,15978.0,19559.0,339.0,2.0
EUW1/5094192701,"['Gnar', 'Fiddlesticks', 'Katarina', ""Kai'Sa"", 'Alistar']",1,0.0,0.0,14831.0,17580.0,310.0,-1147.0,-1979.0,-29.0,1.0,2.0,2.0,"['Karma', 'Udyr', 'Sett', 'Xayah', 'Nautilus']",0.0,15978.0,19559.0,339.0,2.0
ESPORTSTMNT06/1570430,"['Wukong', 'Skarner', 'Orianna', ""Kai'Sa"", 'Alistar']",1,1.0,0.0,14594.0,17662.0,324.0,-678.0,-1052.0,-14.0,0.0,0.0,0.0,"['Gnar', 'Karthus', 'Yone', 'Samira', 'Rell']",0.0,15272.0,18714.0,338.0,0.0
ESPORTSTMNT06/1580330,"['Ornn', 'Lillia', 'Lucian', ""Kai'Sa"", 'Leona']",0,0.0,0.0,14344.0,18392.0,318.0,-731.0,58.0,-7.0,0.0,0.0,1.0,"['Gnar', 'Hecarim', 'Cassiopeia', 'Aphelios', 'Thresh']",0.0,15075.0,18334.0,325.0,2.0
EUW1/5093974775,"['Gnar', 'Skarner', 'Seraphine', 'Vayne', 'Thresh']",0,1.0,0.0,16871.0,18313.0,337.0,627.0,-597.0,20.0,4.0,5.0,4.0,"['Sylas', 'Hecarim', 'Twisted Fate', ""Kai'Sa"", 'Nautilus']",0.0,16244.0,18910.0,317.0,3.0
EUW1/5094193237,"['Gnar', 'Skarner', 'Seraphine', 'Vayne', 'Thresh']",0,1.0,0.0,16871.0,18313.0,337.0,627.0,-597.0,20.0,4.0,5.0,4.0,"['Sylas', 'Hecarim', 'Twisted Fate', ""Kai'Sa"", 'Nautilus']",0.0,16244.0,18910.0,317.0,3.0
EUW1/5094184649,"['Volibear', 'Nocturne', 'Xerath', ""Kai'Sa"", 'Alistar']",1,1.0,0.0,18953.0,19813.0,338.0,4427.0,1989.0,38.0,5.0,8.0,1.0,"['Sion', 'Lillia', 'Orianna', 'Vayne', 'Thresh']",0.0,14526.0,17824.0,300.0,0.0
