champions
"[(1, 100, 111, 'DUO_SUPPORT', 'BOTTOM'), (2, 100, 91, 'SOLO', 'MIDDLE'), (3, 100, 236, 'DUO_CARRY', 'BOTTOM'), (4, 100, 76, 'NONE', 'JUNGLE'), (5, 100, 54, 'SOLO', 'TOP'), (6, 200, 26, 'DUO_CARRY', 'BOTTOM'), (7, 200, 235, 'DUO_SUPPORT', 'BOTTOM'), (8, 200, 82, 'SOLO', 'TOP'), (9, 200, 421, 'NONE', 'JUNGLE'), (10, 200, 69, 'SOLO', 'MIDDLE')]"
"[(1, 100, 164, 'SOLO', 'TOP'), (2, 100, 555, 'DUO_SUPPORT', 'BOTTOM'), (3, 100, 56, 'NONE', 'JUNGLE'), (4, 100, 81, 'DUO_CARRY', 'BOTTOM'), (5, 100, 61, 'SOLO', 'MIDDLE'), (6, 200, 432, 'DUO_SUPPORT', 'BOTTOM'), (7, 200, 62, 'NONE', 'JUNGLE'), (8, 200, 58, 'SOLO', 'TOP'), (9, 200, 245, 'SOLO', 'MIDDLE'), (10, 200, 51, 'DUO_CARRY', 'BOTTOM')]"
"[(1, 100, 126, 'DUO', 'TOP'), (2, 100, 38, 'SOLO', 'MIDDLE'), (3, 100, 80, 'DUO', 'TOP'), (4, 100, 107, 'NONE', 'JUNGLE'), (5, 100, 875, 'DUO_SUPPORT', 'TOP'), (6, 200, 523, 'DUO_CARRY', 'BOTTOM'), (7, 200, 142, 'SOLO', 'MIDDLE'), (8, 200, 16, 'SOLO', 'TOP'), (9, 200, 518, 'DUO_SUPPORT', 'BOTTOM'), (10, 200, 11, 'NONE', 'JUNGLE')]"
"[(1, 100, 427, 'SOLO', 'TOP'), (2, 100, 55, 'DUO', 'MIDDLE'), (3, 100, 13, 'DUO', 'MIDDLE'), (4, 100, 117, 'DUO_SUPPORT', 'BOTTOM'), (5, 100, 96, 'DUO_CARRY', 'BOTTOM'), (6, 200, 67, 'DUO_CARRY', 'BOTTOM'), (7, 200, 164, 'SOLO', 'TOP'), (8, 200, 350, 'DUO_SUPPORT', 'BOTTOM'), (9, 200, 131, 'NONE', 'JUNGLE'), (10, 200, 238, 'SOLO', 'MIDDLE')]"
"[(1, 100, 67, 'DUO_CARRY', 'BOTTOM'), (2, 100, 126, 'SOLO', 'TOP'), (3, 100, 64, 'NONE', 'JUNGLE'), (4, 100, 4, 'SOLO', 'MIDDLE'), (5, 100, 497, 'DUO_SUPPORT', 'BOTTOM'), (6, 200, 40, 'DUO_SUPPORT', 'BOTTOM'), (7, 200, 235, 'DUO_CARRY', 'BOTTOM'), (8, 200, 68, 'NONE', 'JUNGLE'), (9, 200, 8, 'SOLO', 'TOP'), (10, 200, 236, 'SOLO', 'MIDDLE')]"
"[(1, 100, 85, 'SOLO', 'TOP'), (2, 100, 2, 'NONE', 'JUNGLE'), (3, 100, 81, 'DUO_CARRY', 'BOTTOM'), (4, 100, 432, 'DUO_SUPPORT', 'BOTTOM'), (5, 100, 38, 'SOLO', 'MIDDLE'), (6, 200, 102, 'NONE', 'JUNGLE'), (7, 200, 69, 'SOLO', 'MIDDLE'), (8, 200, 92, 'SOLO', 'TOP'), (9, 200, 235, 'DUO_SUPPORT', 'BOTTOM'), (10, 200, 43, 'DUO_CARRY', 'BOTTOM')]"
"[(1, 100, 201, 'DUO_SUPPORT', 'BOTTOM'), (2, 100, 104, 'NONE', 'JUNGLE'), (3, 100, 8, 'SOLO', 'TOP'), (4, 100, 39, 'SOLO', 'MIDDLE'), (5, 100, 523, 'DUO_CARRY', 'BOTTOM'), (6, 200, 350, 'DUO_SUPPORT', 'BOTTOM'), (7, 200, 81, 'DUO_CARRY', 'BOTTOM'), (8, 200, 107, 'SOLO', 'TOP'), (9, 200, 427, 'NONE', 'JUNGLE'), (10, 200, 134, 'SOLO', 'MIDDLE')]"
"[(1, 100, 21, 'DUO_SUPPORT', 'NONE'), (2, 100, 59, 'DUO_SUPPORT', 'NONE'), (3, 100, 67, 'DUO_SUPPORT', 'NONE'), (4, 100, 68, 'DUO_SUPPORT', 'NONE'), (5, 100, 201, 'DUO_SUPPORT', 'NONE'), (6, 200, 131, 'DUO', 'NONE'), (7, 200, 555, 'DUO_SUPPORT', 'NONE'), (8, 200, 875, 'DUO_SUPPORT', 'NONE'), (9, 200, 76, 'DUO_SUPPORT', 'NONE'), (10, 200, 235, 'DUO_SUPPORT', 'NONE')]"
"[(1, 100, 42, 'SOLO', 'MIDDLE'), (2, 100, 117, 'DUO_SUPPORT', 'BOTTOM'), (3, 100, 421, 'NONE', 'JUNGLE'), (4, 100, 67, 'DUO_CARRY', 'BOTTOM'), (5, 100, 54, 'SOLO', 'TOP'), (6, 200, 18, 'SOLO', 'MIDDLE'), (7, 200, 39, 'SOLO', 'TOP'), (8, 200, 30, 'NONE', 'JUNGLE'), (9, 200, 235, 'DUO', 'BOTTOM'), (10, 200, 201, 'DUO', 'BOTTOM')]"
"[(1, 100, 92, 'SOLO', 'TOP'), (2, 100, 26, 'DUO_SUPPORT', 'BOTTOM'), (3, 100, 22, 'DUO_CARRY', 'BOTTOM'), (4, 100, 55, 'SOLO', 'MIDDLE'), (5, 100, 203, 'NONE', 'JUNGLE'), (6, 200, 421, 'NONE', 'JUNGLE'), (7, 200, 516, 'SOLO', 'TOP'), (8, 200, 412, 'DUO_SUPPORT', 'BOTTOM'), (9, 200, 99, 'SOLO', 'MIDDLE'), (10, 200, 110, 'DUO_CARRY', 'BOTTOM')]"
"[(1, 100, 429, 'DUO_CARRY', 'BOTTOM'), (2, 100, 79, 'NONE', 'JUNGLE'), (3, 100, 26, 'DUO_SUPPORT', 'BOTTOM'), (4, 100, 142, 'SOLO', 'MIDDLE'), (5, 100, 92, 'SOLO', 'TOP'), (6, 200, 69, 'SOLO', 'MIDDLE'), (7, 200, 498, 'DUO_CARRY', 'BOTTOM'), (8, 200, 497, 'DUO_SUPPORT', 'BOTTOM'), (9, 200, 64, 'NONE', 'JUNGLE'), (10, 200, 62, 'SOLO', 'TOP')]"
"[(1, 100, 13, 'SOLO', 'TOP'), (2, 100, 245, 'SOLO', 'MIDDLE'), (3, 100, 21, 'DUO_CARRY', 'BOTTOM'), (4, 100, 120, 'NONE', 'JUNGLE'), (5, 100, 412, 'DUO_SUPPORT', 'BOTTOM'), (6, 200, 235, 'DUO_SUPPORT', 'BOTTOM'), (7, 200, 45, 'DUO_CARRY', 'BOTTOM'), (8, 200, 113, 'NONE', 'JUNGLE'), (9, 200, 17, 'SOLO', 'TOP'), (10, 200, 238, 'SOLO', 'MIDDLE')]"
"[(1, 100, 421, 'NONE', 'JUNGLE'), (2, 100, 115, 'SOLO', 'MIDDLE'), (3, 100, 10, 'SOLO', 'TOP'), (4, 100, 53, 'DUO_SUPPORT', 'BOTTOM'), (5, 100, 110, 'DUO_CARRY', 'BOTTOM'), (6, 200, 5, 'NONE', 'JUNGLE'), (7, 200, 80, 'SOLO', 'TOP'), (8, 200, 134, 'DUO_CARRY', 'BOTTOM'), (9, 200, 55, 'SOLO', 'MIDDLE'), (10, 200, 40, 'DUO_SUPPORT', 'BOTTOM')]"
"[(1, 100, 21, 'DUO_CARRY', 'BOTTOM'), (2, 100, 266, 'SOLO', 'TOP'), (3, 100, 89, 'DUO_SUPPORT', 'BOTTOM'), (4, 100, 517, 'SOLO', 'MIDDLE'), (5, 100, 76, 'NONE', 'JUNGLE'), (6, 200, 90, 'DUO', 'MIDDLE'), (7, 200, 117, 'DUO_SUPPORT', 'BOTTOM'), (8, 200, 150, 'DUO', 'MIDDLE'), (9, 200, 236, 'DUO_CARRY', 'BOTTOM'), (10, 200, 64, 'NONE', 'JUNGLE')]"
"[(1, 100, 134, 'SOLO', 'MIDDLE'), (2, 100, 59, 'NONE', 'JUNGLE'), (3, 100, 875, 'SOLO', 'TOP'), (4, 100, 111, 'DUO_CARRY', 'BOTTOM'), (5, 100, 235, 'DUO_SUPPORT', 'BOTTOM'), (6, 200, 432, 'DUO_SUPPORT', 'BOTTOM'), (7, 200, 58, 'SOLO', 'TOP'), (8, 200, 121, 'NONE', 'JUNGLE'), (9, 200, 142, 'SOLO', 'MIDDLE'), (10, 200, 81, 'DUO_CARRY', 'BOTTOM')]"
"[(1, 100, 117, 'DUO_SUPPORT', 'MIDDLE'), (2, 100, 23, 'SOLO', 'TOP'), (3, 100, 161, 'DUO', 'MIDDLE'), (4, 100, 19, 'NONE', 'JUNGLE'), (5, 100, 67, 'DUO', 'MIDDLE'), (6, 200, 34, 'DUO_SUPPORT', 'BOTTOM'), (7, 200, 145, 'DUO_CARRY', 'BOTTOM'), (8, 200, 134, 'SOLO', 'MIDDLE'), (9, 200, 41, 'SOLO', 'TOP'), (10, 200, 35, 'NONE', 'JUNGLE')]"
"[(1, 100, 57, 'DUO_SUPPORT', 'NONE'), (2, 100, 64, 'DUO_SUPPORT', 'NONE'), (3, 100, 412, 'DUO_SUPPORT', 'NONE'), (4, 100, 518, 'DUO_SUPPORT', 'NONE'), (5, 100, 67, 'DUO_SUPPORT', 'NONE'), (6, 200, 235, 'DUO_SUPPORT', 'NONE'), (7, 200, 266, 'DUO_SUPPORT', 'NONE'), (8, 200, 126, 'DUO_SUPPORT', 'NONE'), (9, 200, 223, 'DUO_SUPPORT', 'NONE'), (10, 200, 30, 'DUO_SUPPORT', 'NONE')]"
"[(1, 100, 432, 'DUO_SUPPORT', 'BOTTOM'), (2, 100, 498, 'DUO_CARRY', 'BOTTOM'), (3, 100, 76, 'NONE', 'JUNGLE'), (4, 100, 38, 'SOLO', 'MIDDLE'), (5, 100, 517, 'SOLO', 'TOP'), (6, 200, 104, 'NONE', 'JUNGLE'), (7, 200, 82, 'SOLO', 'TOP'), (8, 200, 111, 'DUO_SUPPORT', 'BOTTOM'), (9, 200, 115, 'DUO_CARRY', 'BOTTOM'), (10, 200, 157, 'SOLO', 'MIDDLE')]"
"[(1, 100, 412, 'DUO_SUPPORT', 'BOTTOM'), (2, 100, 18, 'DUO_CARRY', 'BOTTOM'), (3, 100, 96, 'SOLO', 'MIDDLE'), (4, 100, 64, 'NONE', 'JUNGLE'), (5, 100, 164, 'SOLO', 'TOP'), (6, 200, 44, 'DUO_CARRY', 'BOTTOM'), (7, 200, 235, 'DUO_SUPPORT', 'BOTTOM'), (8, 200, 236, 'SOLO', 'MIDDLE'), (9, 200, 122, 'SOLO', 'TOP'), (10, 200, 113, 'NONE', 'JUNGLE')]"
"[(1, 100, 110, 'SOLO', 'MIDDLE'), (2, 100, 81, 'DUO_CARRY', 'BOTTOM'), (3, 100, 39, 'SOLO', 'TOP'), (4, 100, 555, 'DUO_SUPPORT', 'BOTTOM'), (5, 100, 79, 'NONE', 'JUNGLE'), (6, 200, 60, 'NONE', 'JUNGLE'), (7, 200, 126, 'SOLO', 'TOP'), (8, 200, 40, 'DUO_SUPPORT', 'BOTTOM'), (9, 200, 523, 'DUO_CARRY', 'BOTTOM'), (10, 200, 142, 'SOLO', 'MIDDLE')]"
"[(1, 100, 235, 'DUO_SUPPORT', 'BOTTOM'), (2, 100, 14, 'DUO', 'TOP'), (3, 100, 517, 'NONE', 'JUNGLE'), (4, 100, 223, 'DUO_CARRY', 'BOTTOM'), (5, 100, 131, 'DUO', 'TOP'), (6, 200, 42, 'SOLO', 'MIDDLE'), (7, 200, 201, 'DUO_SUPPORT', 'BOTTOM'), (8, 200, 245, 'SOLO', 'TOP'), (9, 200, 80, 'NONE', 'JUNGLE'), (10, 200, 81, 'DUO_CARRY', 'BOTTOM')]"
"[(1, 100, 18, 'DUO_SUPPORT', 'NONE'), (2, 100, 117, 'DUO_SUPPORT', 'NONE'), (3, 100, 79, 'DUO_SUPPORT', 'NONE'), (4, 100, 131, 'DUO_SUPPORT', 'NONE'), (5, 100, 164, 'DUO', 'NONE'), (6, 200, 134, 'DUO_SUPPORT', 'NONE'), (7, 200, 121, 'DUO_SUPPORT', 'NONE'), (8, 200, 201, 'DUO_SUPPORT', 'NONE'), (9, 200, 516, 'DUO_SUPPORT', 'NONE'), (10, 200, 96, 'DUO_SUPPORT', 'NONE')]"
"[(1, 100, 134, 'DUO', 'MIDDLE'), (2, 100, 235, 'DUO_SUPPORT', 'MIDDLE'), (3, 100, 121, 'NONE', 'JUNGLE'), (4, 100, 31, 'DUO_SUPPORT', 'MIDDLE'), (5, 100, 875, 'SOLO', 'TOP'), (6, 200, 80, 'SOLO', 'MIDDLE'), (7, 200, 30, 'NONE', 'JUNGLE'), (8, 200, 63, 'SOLO', 'BOTTOM'), (9, 200, 51, 'NONE', 'JUNGLE'), (10, 200, 266, 'SOLO', 'TOP')]"
"[(1, 100, 24, 'SOLO', 'TOP'), (2, 100, 432, 'DUO_SUPPORT', 'BOTTOM'), (3, 100, 62, 'SOLO', 'MIDDLE'), (4, 100, 60, 'NONE', 'JUNGLE'), (5, 100, 15, 'DUO_CARRY', 'BOTTOM'), (6, 200, 113, 'NONE', 'JUNGLE'), (7, 200, 497, 'DUO_SUPPORT', 'BOTTOM'), (8, 200, 157, 'DUO_CARRY', 'BOTTOM'), (9, 200, 41, 'SOLO', 'TOP'), (10, 200, 134, 'SOLO', 'MIDDLE')]"
"[(1, 100, 113, 'NONE', 'JUNGLE'), (2, 100, 517, 'NONE', 'JUNGLE'), (3, 100, 246, 'DUO_CARRY', 'MIDDLE'), (4, 100, 350, 'DUO_SUPPORT', 'MIDDLE'), (5, 100, 62, 'SOLO', 'BOTTOM'), (6, 200, 38, 'SOLO', 'MIDDLE'), (7, 200, 64, 'NONE', 'JUNGLE'), (8, 200, 111, 'DUO_SUPPORT', 'BOTTOM'), (9, 200, 523, 'DUO_CARRY', 'BOTTOM'), (10, 200, 266, 'SOLO', 'TOP')]"
"[(1, 100, 8, 'SOLO', 'MIDDLE'), (2, 100, 126, 'SOLO', 'TOP'), (3, 100, 21, 'DUO_CARRY', 'BOTTOM'), (4, 100, 223, 'DUO_SUPPORT', 'BOTTOM'), (5, 100, 203, 'NONE', 'JUNGLE'), (6, 200, 235, 'DUO_SUPPORT', 'BOTTOM'), (7, 200, 134, 'DUO_CARRY', 'BOTTOM'), (8, 200, 55, 'SOLO', 'MIDDLE'), (9, 200, 64, 'NONE', 'JUNGLE'), (10, 200, 122, 'SOLO', 'TOP')]"
"[(1, 100, 39, 'SOLO', 'MIDDLE'), (2, 100, 57, 'SOLO', 'TOP'), (3, 100, 412, 'DUO_SUPPORT', 'BOTTOM'), (4, 100, 498, 'DUO_CARRY', 'BOTTOM'), (5, 100, 64, 'NONE', 'JUNGLE'), (6, 200, 26, 'DUO_SUPPORT', 'BOTTOM'), (7, 200, 145, 'DUO_CARRY', 'BOTTOM'), (8, 200, 82, 'SOLO', 'TOP'), (9, 200, 42, 'SOLO', 'MIDDLE'), (10, 200, 2, 'NONE', 'JUNGLE')]"
"[(1, 100, 43, 'SOLO', 'MIDDLE'), (2, 100, 98, 'SOLO', 'TOP'), (3, 100, 89, 'DUO_SUPPORT', 'BOTTOM'), (4, 100, 523, 'DUO_CARRY', 'BOTTOM'), (5, 100, 104, 'NONE', 'JUNGLE'), (6, 200, 17, 'SOLO', 'TOP'), (7, 200, 245, 'SOLO', 'MIDDLE'), (8, 200, 64, 'NONE', 'JUNGLE'), (9, 200, 63, 'DUO_CARRY', 'BOTTOM'), (10, 200, 432, 'DUO_SUPPORT', 'BOTTOM')]"
"[(1, 100, 81, 'SOLO', 'BOTTOM'), (2, 100, 350, 'DUO_SUPPORT', 'MIDDLE'), (3, 100, 78, 'NONE', 'JUNGLE'), (4, 100, 58, 'SOLO', 'TOP'), (5, 100, 69, 'DUO_CARRY', 'MIDDLE'), (6, 200, 2, 'NONE', 'JUNGLE'), (7, 200, 134, 'DUO_CARRY', 'BOTTOM'), (8, 200, 429, 'SOLO', 'TOP'), (9, 200, 26, 'SOLO', 'MIDDLE'), (10, 200, 223, 'DUO_SUPPORT', 'BOTTOM')]"
"[(1, 100, 412, 'DUO_SUPPORT', 'BOTTOM'), (2, 100, 79, 'NONE', 'JUNGLE'), (3, 100, 246, 'SOLO', 'MIDDLE'), (4, 100, 21, 'DUO_CARRY', 'BOTTOM'), (5, 100, 164, 'SOLO', 'TOP'), (6, 200, 497, 'DUO_SUPPORT', 'MIDDLE'), (7, 200, 10, 'SOLO', 'TOP'), (8, 200, 498, 'SOLO', 'BOTTOM'), (9, 200, 64, 'NONE', 'JUNGLE'), (10, 200, 91, 'DUO_CARRY', 'MIDDLE')]"
"[(1, 100, 14, 'SOLO', 'TOP'), (2, 100, 134, 'DUO_CARRY', 'BOTTOM'), (3, 100, 89, 'DUO_SUPPORT', 'BOTTOM'), (4, 100, 163, 'SOLO', 'MIDDLE'), (5, 100, 104, 'NONE', 'JUNGLE'), (6, 200, 21, 'DUO_CARRY', 'BOTTOM'), (7, 200, 518, 'DUO_SUPPORT', 'BOTTOM'), (8, 200, 11, 'NONE', 'JUNGLE'), (9, 200, 84, 'SOLO', 'MIDDLE'), (10, 200, 39, 'SOLO', 'TOP')]"
"[(1, 100, 79, 'NONE', 'JUNGLE'), (2, 100, 875, 'DUO', 'MIDDLE'), (3, 100, 127, 'DUO', 'MIDDLE'), (4, 100, 119, 'DUO_CARRY', 'BOTTOM'), (5, 100, 89, 'DUO_SUPPORT', 'BOTTOM'), (6, 200, 81, 'DUO_CARRY', 'BOTTOM'), (7, 200, 98, 'SOLO', 'TOP'), (8, 200, 517, 'SOLO', 'MIDDLE'), (9, 200, 77, 'NONE', 'JUNGLE'), (10, 200, 497, 'DUO_SUPPORT', 'BOTTOM')]"
"[(1, 100, 432, 'DUO_SUPPORT', 'BOTTOM'), (2, 100, 429, 'DUO_CARRY', 'BOTTOM'), (3, 100, 517, 'NONE', 'JUNGLE'), (4, 100, 142, 'DUO', 'MIDDLE'), (5, 100, 78, 'DUO', 'MIDDLE'), (6, 200, 145, 'DUO_CARRY', 'BOTTOM'), (7, 200, 246, 'SOLO', 'MIDDLE'), (8, 200, 164, 'SOLO', 'TOP'), (9, 200, 30, 'NONE', 'JUNGLE'), (10, 200, 43, 'DUO_SUPPORT', 'BOTTOM')]"
"[(1, 100, 164, 'SOLO', 'TOP'), (2, 100, 45, 'DUO_CARRY', 'BOTTOM'), (3, 100, 238, 'SOLO', 'MIDDLE'), (4, 100, 89, 'DUO_SUPPORT', 'BOTTOM'), (5, 100, 154, 'NONE', 'JUNGLE'), (6, 200, 268, 'SOLO', 'MIDDLE'), (7, 200, 32, 'NONE', 'JUNGLE'), (8, 200, 58, 'SOLO', 'TOP'), (9, 200, 21, 'DUO_CARRY', 'BOTTOM'), (10, 200, 497, 'DUO_SUPPORT', 'BOTTOM')]"
"[(1, 100, 429, 'DUO_CARRY', 'BOTTOM'), (2, 100, 80, 'DUO_SUPPORT', 'BOTTOM'), (3, 100, 517, 'SOLO', 'MIDDLE'), (4, 100, 79, 'NONE', 'JUNGLE'), (5, 100, 92, 'NONE', 'JUNGLE'), (6, 200, 103, 'SOLO', 'TOP'), (7, 200, 432, 'DUO_SUPPORT', 'BOTTOM'), (8, 200, 81, 'DUO_CARRY', 'BOTTOM'), (9, 200, 105, 'SOLO', 'MIDDLE'), (10, 200, 5, 'NONE', 'JUNGLE')]"
"[(1, 100, 429, 'DUO_CARRY', 'BOTTOM'), (2, 100, 875, 'DUO', 'TOP'), (3, 100, 45, 'DUO', 'TOP'), (4, 100, 107, 'NONE', 'JUNGLE'), (5, 100, 555, 'DUO_SUPPORT', 'BOTTOM'), (6, 200, 7, 'SOLO', 'MIDDLE'), (7, 200, 523, 'DUO_CARRY', 'BOTTOM'), (8, 200, 79, 'NONE', 'JUNGLE'), (9, 200, 39, 'SOLO', 'TOP'), (10, 200, 40, 'DUO_SUPPORT', 'BOTTOM')]"
"[(1, 100, 119, 'DUO_CARRY', 'BOTTOM'), (2, 100, 44, 'DUO_SUPPORT', 'BOTTOM'), (3, 100, 48, 'NONE', 'JUNGLE'), (4, 100, 518, 'SOLO', 'MIDDLE'), (5, 100, 122, 'NONE', 'JUNGLE'), (6, 200, 111, 'DUO_SUPPORT', 'BOTTOM'), (7, 200, 134, 'DUO_CARRY', 'BOTTOM'), (8, 200, 105, 'SOLO', 'MIDDLE'), (9, 200, 121, 'NONE', 'JUNGLE'), (10, 200, 875, 'SOLO', 'TOP')]"
"[(1, 100, 67, 'SOLO', 'TOP'), (2, 100, 21, 'DUO_CARRY', 'BOTTOM'), (3, 100, 89, 'DUO_SUPPORT', 'BOTTOM'), (4, 100, 30, 'NONE', 'JUNGLE'), (5, 100, 112, 'SOLO', 'MIDDLE'), (6, 200, 81, 'DUO_CARRY', 'BOTTOM'), (7, 200, 26, 'DUO_SUPPORT', 'BOTTOM'), (8, 200, 69, 'SOLO', 'MIDDLE'), (9, 200, 76, 'NONE', 'JUNGLE'), (10, 200, 266, 'SOLO', 'TOP')]"
"[(1, 100, 266, 'SOLO', 'TOP'), (2, 100, 113, 'NONE', 'JUNGLE'), (3, 100, 55, 'SOLO', 'MIDDLE'), (4, 100, 412, 'DUO_SUPPORT', 'BOTTOM'), (5, 100, 523, 'DUO_CARRY', 'BOTTOM'), (6, 200, 121, 'NONE', 'JUNGLE'), (7, 200, 81, 'SOLO', 'BOTTOM'), (8, 200, 875, 'NONE', 'JUNGLE'), (9, 200, 7, 'SOLO', 'MIDDLE'), (10, 200, 98, 'SOLO', 'TOP')]"
"[(1, 100, 78, 'SOLO', 'TOP'), (2, 100, 157, 'NONE', 'JUNGLE'), (3, 100, 115, 'DUO_CARRY', 'BOTTOM'), (4, 100, 412, 'DUO_SUPPORT', 'BOTTOM'), (5, 100, 64, 'NONE', 'JUNGLE'), (6, 200, 82, 'SOLO', 'TOP'), (7, 200, 875, 'DUO_SUPPORT', 'BOTTOM'), (8, 200, 81, 'DUO_CARRY', 'BOTTOM'), (9, 200, 84, 'SOLO', 'MIDDLE'), (10, 200, 421, 'NONE', 'JUNGLE')]"
"[(1, 100, 117, 'DUO_SUPPORT', 'BOTTOM'), (2, 100, 67, 'DUO_CARRY', 'BOTTOM'), (3, 100, 61, 'DUO', 'MIDDLE'), (4, 100, 2, 'DUO', 'MIDDLE'), (5, 100, 245, 'NONE', 'JUNGLE'), (6, 200, 14, 'SOLO', 'TOP'), (7, 200, 875, 'DUO_SUPPORT', 'BOTTOM'), (8, 200, 429, 'DUO_CARRY', 'BOTTOM'), (9, 200, 68, 'SOLO', 'MIDDLE'), (10, 200, 35, 'NONE', 'JUNGLE')]"
"[(1, 100, 102, 'NONE', 'JUNGLE'), (2, 100, 105, 'DUO_SUPPORT', 'BOTTOM'), (3, 100, 54, 'SOLO', 'TOP'), (4, 100, 145, 'DUO_CARRY', 'BOTTOM'), (5, 100, 238, 'SOLO', 'MIDDLE'), (6, 200, 38, 'SOLO', 'MIDDLE'), (7, 200, 350, 'DUO_SUPPORT', 'BOTTOM'), (8, 200, 81, 'DUO_CARRY', 'BOTTOM'), (9, 200, 104, 'NONE', 'JUNGLE'), (10, 200, 24, 'SOLO', 'TOP')]"
"[(1, 100, 39, 'SOLO', 'MIDDLE'), (2, 100, 35, 'NONE', 'JUNGLE'), (3, 100, 81, 'DUO_CARRY', 'BOTTOM'), (4, 100, 143, 'DUO_SUPPORT', 'BOTTOM'), (5, 100, 13, 'SOLO', 'TOP'), (6, 200, 420, 'SOLO', 'TOP'), (7, 200, 245, 'DUO', 'MIDDLE'), (8, 200, 110, 'DUO', 'MIDDLE'), (9, 200, 64, 'NONE', 'JUNGLE'), (10, 200, 101, 'SOLO', 'BOTTOM')]"
"[(1, 100, 99, 'DUO_SUPPORT', 'BOTTOM'), (2, 100, 78, 'SOLO', 'TOP'), (3, 100, 81, 'DUO_CARRY', 'BOTTOM'), (4, 100, 7, 'SOLO', 'MIDDLE'), (5, 100, 30, 'NONE', 'JUNGLE'), (6, 200, 92, 'SOLO', 'TOP'), (7, 200, 497, 'DUO_SUPPORT', 'BOTTOM'), (8, 200, 142, 'SOLO', 'MIDDLE'), (9, 200, 76, 'NONE', 'JUNGLE'), (10, 200, 498, 'DUO_CARRY', 'BOTTOM')]"
"[(1, 100, 235, 'DUO_SUPPORT', 'BOTTOM'), (2, 100, 7, 'SOLO', 'MIDDLE'), (3, 100, 523, 'DUO_CARRY', 'BOTTOM'), (4, 100, 24, 'SOLO', 'TOP'), (5, 100, 80, 'NONE', 'JUNGLE'), (6, 200, 21, 'DUO_CARRY', 'BOTTOM'), (7, 200, 127, 'SOLO', 'MIDDLE'), (8, 200, 60, 'NONE', 'JUNGLE'), (9, 200, 164, 'SOLO', 'TOP'), (10, 200, 875, 'DUO_SUPPORT', 'BOTTOM')]"
"[(1, 100, 131, 'NONE', 'JUNGLE'), (2, 100, 81, 'DUO_CARRY', 'BOTTOM'), (3, 100, 23, 'SOLO', 'MIDDLE'), (4, 100, 58, 'SOLO', 'TOP'), (5, 100, 89, 'DUO_SUPPORT', 'BOTTOM'), (6, 200, 26, 'DUO_SUPPORT', 'BOTTOM'), (7, 200, 64, 'NONE', 'JUNGLE'), (8, 200, 11, 'SOLO', 'TOP'), (9, 200, 136, 'DUO_CARRY', 'BOTTOM'), (10, 200, 38, 'SOLO', 'MIDDLE')]"
"[(1, 100, 266, 'SOLO', 'MIDDLE'), (2, 100, 62, 'NONE', 'JUNGLE'), (3, 100, 523, 'DUO_CARRY', 'BOTTOM'), (4, 100, 57, 'SOLO', 'TOP'), (5, 100, 201, 'DUO_SUPPORT', 'BOTTOM'), (6, 200, 114, 'DUO', 'TOP'), (7, 200, 60, 'NONE', 'JUNGLE'), (8, 200, 21, 'NONE', 'JUNGLE'), (9, 200, 875, 'SOLO', 'BOTTOM'), (10, 200, 8, 'DUO', 'TOP')]"
"[(1, 100, 245, 'DUO_SUPPORT', 'NONE'), (2, 100, 57, 'DUO_SUPPORT', 'NONE'), (3, 100, 134, 'DUO', 'NONE'), (4, 100, 235, 'DUO_SUPPORT', 'NONE'), (5, 100, 110, 'DUO_SUPPORT', 'NONE'), (6, 200, 350, 'DUO_SUPPORT', 'NONE'), (7, 200, 27, 'DUO_SUPPORT', 'NONE'), (8, 200, 266, 'DUO', 'NONE'), (9, 200, 121, 'DUO_SUPPORT', 'NONE'), (10, 200, 115, 'DUO_SUPPORT', 'NONE')]"
"[(1, 100, 875, 'SOLO', 'TOP'), (2, 100, 517, 'NONE', 'JUNGLE'), (3, 100, 22, 'SOLO', 'BOTTOM'), (4, 100, 89, 'DUO_SUPPORT', 'MIDDLE'), (5, 100, 131, 'DUO_CARRY', 'MIDDLE'), (6, 200, 42, 'SOLO', 'MIDDLE'), (7, 200, 412, 'DUO_SUPPORT', 'BOTTOM'), (8, 200, 516, 'SOLO', 'TOP'), (9, 200, 64, 'NONE', 'JUNGLE'), (10, 200, 21, 'DUO_CARRY', 'BOTTOM')]"
"[(1, 100, 81, 'DUO_CARRY', 'BOTTOM'), (2, 100, 429, 'SOLO', 'TOP'), (3, 100, 432, 'DUO_SUPPORT', 'BOTTOM'), (4, 100, 238, 'SOLO', 'MIDDLE'), (5, 100, 30, 'NONE', 'JUNGLE'), (6, 200, 111, 'DUO_CARRY', 'BOTTOM'), (7, 200, 57, 'SOLO', 'TOP'), (8, 200, 245, 'NONE', 'JUNGLE'), (9, 200, 4, 'NONE', 'JUNGLE'), (10, 200, 235, 'DUO_SUPPORT', 'BOTTOM')]"
